case_id,account_id,edge_timestamp
case_000583,acct_018420,2025-06-03T10:19:01
case_000584,acct_010321,2025-09-29T14:57:17
case_000585,acct_001319,2025-08-28T16:52:46
case_000586,acct_010655,2025-04-07T16:54:19
case_000587,acct_011538,2025-07-03T13:05:43
case_000588,acct_017506,2025-04-04T13:38:03
case_000589,acct_001319,2025-12-19T17:33:10
case_000590,acct_018358,2025-08-07T14:00:51
case_000591,acct_016615,2025-01-29T14:58:35
case_000592,acct_002626,2025-11-28T12:36:11
case_000593,acct_017211,2025-10-20T11:39:38
case_000594,acct_017659,2025-12-03T13:49:27
case_000595,acct_014923,2025-09-08T12:28:10
case_000596,acct_002626,2025-11-24T13:14:13
case_000597,acct_016145,2025-11-08T09:15:49
case_000598,acct_021842,2025-06-20T10:08:49
case_000599,acct_001743,2025-10-02T13:01:05
case_000600,acct_002626,2025-08-11T14:17:10
case_000601,acct_001319,2025-07-02T17:12:45
case_000602,acct_003712,2025-02-21T15:19:21
case_000603,acct_011503,2025-05-12T11:11:56
case_000604,acct_017308,2025-11-24T11:45:07
case_000605,acct_018358,2025-05-01T14:31:03
case_000606,acct_018644,2025-06-30T11:02:16
case_000607,acct_021889,2025-02-10T10:10:32
case_000608,acct_011503,2025-12-15T10:18:05
case_000609,acct_020966,2025-07-28T14:54:44
case_000610,acct_019202,2025-09-25T10:50:55
case_000611,acct_018420,2025-11-25T09:50:08
case_000612,acct_018420,2025-08-26T11:50:32
case_000613,acct_009274,2025-08-13T18:47:20
case_000614,acct_018041,2025-06-07T15:36:44
case_000615,acct_015076,2025-06-09T10:43:04
case_000616,acct_009274,2025-11-05T16:16:48
case_000617,acct_014923,2025-02-07T16:13:46
case_000618,acct_010913,2025-03-10T12:26:59
case_000619,acct_013305,2025-08-16T14:41:12
case_000620,acct_018420,2025-03-19T16:01:24
case_000621,acct_011538,2025-12-01T10:24:45
case_000622,acct_016615,2025-03-26T18:43:36
case_000623,acct_003219,2025-04-10T18:15:35
case_000624,acct_016145,2025-02-05T12:09:04
case_000625,acct_002626,2025-07-22T14:20:14
case_000626,acct_009274,2025-11-11T18:51:07
case_000627,acct_016564,2025-04-21T15:27:37
case_000628,acct_021842,2025-12-03T13:16:46
case_000629,acct_002626,2025-06-29T16:42:17
case_000630,acct_016204,2025-09-02T17:00:49
case_000631,acct_001319,2025-02-04T12:54:27
case_000632,acct_020838,2025-02-03T12:34:51
case_000633,acct_017659,2025-06-13T13:25:08
case_000634,acct_018420,2025-05-06T11:32:02
case_000635,acct_010655,2025-09-23T17:11:01
case_000636,acct_001319,2025-02-21T10:13:31
case_000637,acct_020966,2025-11-19T15:06:45
case_000638,acct_020838,2025-09-18T11:53:44
case_000639,acct_014923,2025-07-10T15:38:19
case_000640,acct_017659,2025-03-31T14:34:43
case_000641,acct_018420,2025-08-08T17:19:37
case_000642,acct_017659,2025-07-22T14:39:27
case_000643,acct_009274,2025-03-05T10:33:54
case_000644,acct_002626,2025-08-15T12:38:43
case_000645,acct_010321,2025-06-03T17:20:40
case_000646,acct_018041,2025-11-17T15:44:32
case_000647,acct_003712,2025-05-29T12:14:15
case_000648,acct_015076,2025-08-08T15:18:34
case_000649,acct_002316,2025-07-02T12:38:06
case_000650,acct_017506,2025-11-09T18:24:39
case_000651,acct_015076,2025-01-30T17:10:31
case_000652,acct_017308,2025-11-18T11:37:39
case_000653,acct_001319,2025-07-02T18:46:40
case_000654,acct_001743,2025-09-30T16:59:49
case_000655,acct_017659,2025-05-12T11:57:01
case_000656,acct_019202,2025-06-10T18:10:15
case_000657,acct_020838,2025-08-18T16:36:25
case_000658,acct_002316,2025-11-10T13:43:39
case_000659,acct_017659,2025-09-29T14:43:53
case_000660,acct_001123,2025-05-20T09:29:28
case_000661,acct_016145,2025-02-24T11:48:53
case_000662,acct_010655,2025-12-08T14:25:07
case_000663,acct_021889,2025-01-01T17:22:06
case_000664,acct_016145,2025-11-10T09:53:04
case_000665,acct_021889,2025-04-17T13:13:44
case_000666,acct_003712,2025-07-22T09:42:56
case_000667,acct_020966,2025-06-30T13:07:32
case_000668,acct_016615,2025-01-01T16:07:23
case_000669,acct_000588,2025-03-10T16:51:23
case_000670,acct_002316,2025-02-25T17:31:40
case_000671,acct_010913,2025-09-22T17:14:50
case_000672,acct_017441,2025-05-23T16:30:24
case_000673,acct_000588,2025-01-06T17:09:33
case_000674,acct_020966,2025-05-15T12:38:05
case_000675,acct_010655,2025-09-25T15:49:37
case_000676,acct_002626,2025-04-05T13:31:44
case_000677,acct_001123,2025-07-07T13:11:43
case_000678,acct_010913,2025-03-24T15:46:02
case_000679,acct_010913,2025-06-16T15:59:00
case_000680,acct_016240,2025-03-20T16:56:38
case_000681,acct_017506,2025-06-24T17:45:54
case_000682,acct_018358,2025-09-10T10:53:44
case_000683,acct_008580,2025-12-16T16:16:07
case_000684,acct_001123,2025-09-16T12:10:14
case_000685,acct_016240,2025-06-18T17:53:45
case_000686,acct_020966,2025-12-09T14:43:10
case_000687,acct_010913,2025-11-17T11:20:45
case_000688,acct_000588,2025-05-26T12:10:59
case_000689,acct_008207,2025-05-16T09:00:39
case_000690,acct_010591,2025-08-08T15:50:59
case_000691,acct_002316,2025-10-27T11:14:13
case_000692,acct_017506,2025-04-24T16:32:58
case_000693,acct_016204,2025-06-19T16:07:57
case_000694,acct_003712,2025-11-03T17:22:50
case_000695,acct_018358,2025-06-18T09:39:21
case_000696,acct_001123,2025-02-03T15:00:07
case_000697,acct_018358,2025-01-09T13:05:43
case_000698,acct_001743,2025-08-20T12:42:19
case_000699,acct_016615,2025-06-02T17:17:12
case_000700,acct_011503,2025-10-28T15:21:46
case_000701,acct_020966,2025-04-14T15:15:33
case_000702,acct_018358,2025-08-08T18:49:25
case_000703,acct_018420,2025-09-08T18:58:23
case_000704,acct_020838,2025-05-28T15:41:16
case_000705,acct_001319,2025-03-14T11:53:06
case_000706,acct_018358,2025-06-09T10:54:27
case_000707,acct_016145,2025-05-09T13:40:51
case_000708,acct_020966,2025-05-31T10:04:17
case_000709,acct_008580,2025-05-20T10:48:40
case_000710,acct_001743,2025-06-23T15:38:15
case_000711,acct_021889,2025-11-21T13:34:42
case_000712,acct_008207,2025-02-03T10:58:25
case_000713,acct_018644,2025-06-13T15:33:01
case_000714,acct_016240,2025-06-10T13:24:47
case_000715,acct_018644,2025-09-29T15:49:18
case_000716,acct_014923,2025-05-05T17:23:26
case_000717,acct_001319,2025-11-11T10:55:24
case_000718,acct_016145,2025-01-09T09:43:15
case_000719,acct_020966,2025-02-03T12:48:56
case_000720,acct_016204,2025-03-24T17:46:14
case_000721,acct_018644,2025-02-17T12:46:09
case_000722,acct_011538,2025-05-13T13:58:06
case_000723,acct_020966,2025-01-27T17:05:21
case_000724,acct_020838,2025-09-23T18:39:19
case_000725,acct_017506,2025-10-21T18:55:37
case_000726,acct_003219,2025-06-09T15:43:15
case_000727,acct_011538,2025-05-19T09:35:32
case_000728,acct_000588,2025-07-04T13:45:40
case_000729,acct_010913,2025-10-09T15:23:59
case_000730,acct_016564,2025-07-14T09:58:27
case_000731,acct_001319,2025-08-07T10:05:34
case_000732,acct_016240,2025-03-10T16:43:45
case_000733,acct_010913,2025-11-24T12:37:44
case_000734,acct_010655,2025-01-27T10:31:41
case_000735,acct_010913,2025-11-17T18:55:03
case_000736,acct_003712,2025-08-07T14:25:56
case_000737,acct_016615,2025-09-26T09:25:11
case_000738,acct_016145,2025-08-05T09:33:20
case_000739,acct_018041,2025-05-16T12:44:28
case_000740,acct_010913,2025-02-10T18:07:18
case_000741,acct_002626,2025-11-10T10:54:07
case_000742,acct_001319,2025-04-24T09:41:12
case_000743,acct_018420,2025-10-27T13:04:28
case_000744,acct_020838,2025-02-26T15:50:15
case_000745,acct_011503,2025-06-18T12:43:02
case_000746,acct_016204,2025-03-28T14:45:15
case_000747,acct_001319,2025-08-28T16:35:36
case_000748,acct_017211,2025-01-20T13:18:31
case_000749,acct_011503,2025-08-18T11:12:40
case_000750,acct_016615,2025-11-10T16:23:03
case_000751,acct_011503,2025-03-18T18:58:17
case_000752,acct_020966,2025-11-03T12:52:50
case_000753,acct_008207,2025-01-01T13:44:41
case_000754,acct_011503,2025-03-31T13:12:54
case_000755,acct_016564,2025-12-09T10:21:09
case_000756,acct_003219,2025-03-07T13:23:54
case_000757,acct_000588,2025-09-29T09:41:36
case_000758,acct_008207,2025-11-03T16:52:49
case_000759,acct_021889,2025-07-14T10:03:13
case_000760,acct_010913,2025-01-09T09:41:24
case_000761,acct_001123,2025-01-08T16:25:41
case_000762,acct_016204,2025-11-10T16:59:49
case_000763,acct_017308,2025-11-06T16:53:45
case_000764,acct_017506,2025-11-25T11:55:13
case_000765,acct_001319,2025-04-10T09:41:29
case_000766,acct_014923,2025-08-22T18:58:36
case_000767,acct_017659,2025-04-02T12:50:53
case_000768,acct_018420,2025-06-27T17:24:13
case_000769,acct_016145,2025-09-29T17:50:13
case_000770,acct_018358,2025-12-09T16:23:12
case_000771,acct_001123,2025-12-25T16:04:17
case_000772,acct_010591,2025-08-27T11:07:34
case_000773,acct_017659,2025-06-26T15:48:44
case_000774,acct_011538,2025-06-12T14:32:59
case_000775,acct_010913,2025-01-27T17:59:44
case_000776,acct_013305,2025-07-16T14:35:01
case_000777,acct_003219,2025-05-24T17:42:07
case_000778,acct_010913,2025-09-02T11:58:19
case_000779,acct_017308,2025-06-27T11:42:24
case_000780,acct_016240,2025-01-07T12:33:43
case_000781,acct_017506,2025-07-30T12:25:50
case_000782,acct_016615,2025-06-18T13:38:46
case_000783,acct_016564,2025-10-01T11:56:39
case_000784,acct_016564,2025-07-03T14:56:32
case_000785,acct_001319,2025-10-27T11:05:44
case_000786,acct_008580,2025-12-24T12:17:21
case_000787,acct_001123,2025-12-09T10:58:16
case_000788,acct_017308,2025-12-12T12:05:42
case_000789,acct_016145,2025-07-08T13:18:49
case_000790,acct_016145,2025-11-06T13:25:18
case_000791,acct_016240,2025-03-17T11:09:50
case_000792,acct_014923,2025-03-11T17:55:35
case_000793,acct_017506,2025-10-13T18:32:41
case_000794,acct_016145,2025-06-30T11:14:19
case_000795,acct_001319,2025-03-18T12:33:46
case_000796,acct_018644,2025-03-31T12:52:43
case_000797,acct_018420,2025-04-21T14:35:54
case_000798,acct_018041,2025-09-25T09:26:47
case_000799,acct_001123,2025-12-08T18:33:55
case_000800,acct_008207,2025-03-17T09:52:10
case_000801,acct_001743,2025-07-02T09:49:10
case_000802,acct_008580,2025-06-05T11:25:09
case_000803,acct_015076,2025-04-16T11:38:07
case_000804,acct_013305,2025-01-29T11:03:18
case_000805,acct_010913,2025-08-29T14:37:57
case_000806,acct_018644,2025-11-26T16:22:08
case_000807,acct_001743,2025-06-16T11:33:21
case_000808,acct_010655,2025-12-26T12:57:22
case_000809,acct_017211,2025-10-06T09:29:11
case_000810,acct_021842,2025-05-12T15:21:52
case_000811,acct_003219,2025-04-24T13:33:03
case_000812,acct_002316,2025-06-16T16:36:03
case_000813,acct_013305,2025-03-25T11:22:31
case_000814,acct_002316,2025-10-20T12:55:18
case_000815,acct_016564,2025-03-17T15:36:34
case_000816,acct_017211,2025-09-15T09:48:43
case_000817,acct_018420,2025-05-02T13:51:47
case_000818,acct_017506,2025-10-13T10:10:56
case_000819,acct_013305,2025-05-26T17:54:58
case_000820,acct_003712,2025-08-10T12:33:24
case_000821,acct_003219,2025-06-12T15:10:58
case_000822,acct_001743,2025-01-27T16:40:57
case_000823,acct_019202,2025-09-23T16:45:18
case_000824,acct_016204,2025-08-07T12:08:04
case_000825,acct_003219,2025-03-17T16:05:26
case_000826,acct_003712,2025-12-11T14:22:23
case_000827,acct_016564,2025-09-18T10:46:10
case_000828,acct_016564,2025-05-28T18:51:52
case_000829,acct_000588,2025-12-08T17:00:49
case_000830,acct_017506,2025-06-30T09:32:25
case_000831,acct_016564,2025-04-01T13:36:47
case_000832,acct_015076,2025-01-06T10:59:10
case_000833,acct_014923,2025-08-01T13:23:29
case_000834,acct_021889,2025-11-14T09:34:23
case_000835,acct_009274,2025-12-10T11:43:41
case_000836,acct_010655,2025-01-21T09:05:21
case_000837,acct_016240,2025-07-28T17:15:27
case_000838,acct_003712,2025-07-25T12:49:41
case_000839,acct_011538,2025-02-07T13:51:02
case_000840,acct_011503,2025-12-13T11:04:15
case_000841,acct_013305,2025-11-04T16:46:29
case_000842,acct_017659,2025-10-27T18:55:09
case_000843,acct_018420,2025-03-19T18:14:06
case_000844,acct_015076,2025-11-28T12:11:51
case_000845,acct_016564,2025-11-14T10:23:01
case_000846,acct_010321,2025-11-26T10:02:25
case_000847,acct_017211,2025-12-18T14:34:48
case_000848,acct_003712,2025-10-27T13:58:12
case_000849,acct_017211,2025-07-14T17:55:50
case_000850,acct_018358,2025-06-10T09:40:47
case_000851,acct_017659,2025-02-26T09:46:43
case_000852,acct_021889,2025-12-15T09:28:20
case_000853,acct_021842,2025-07-18T10:46:39
case_000854,acct_016615,2025-12-19T13:34:16
case_000855,acct_016145,2025-07-05T11:44:46
case_000856,acct_001319,2025-05-08T14:29:29
case_000857,acct_000588,2025-09-24T17:40:04
case_000858,acct_019202,2025-04-10T16:41:12
case_000859,acct_013305,2025-04-21T15:19:15
case_000860,acct_003712,2025-05-02T15:52:40
case_000861,acct_009274,2025-10-08T16:03:29
case_000862,acct_011538,2025-10-10T11:38:23
case_000863,acct_003219,2025-03-17T14:05:23
case_000864,acct_018420,2025-04-12T12:00:56
case_000865,acct_001743,2025-08-19T16:50:18
case_000866,acct_020966,2025-04-09T18:46:06
case_000867,acct_020966,2025-03-17T15:19:14
case_000868,acct_017441,2025-11-12T10:51:55
case_000869,acct_001123,2025-06-02T12:11:42
case_000870,acct_009274,2025-12-01T12:22:02
case_000871,acct_021842,2025-10-08T18:55:15
case_000872,acct_017506,2025-01-13T09:49:02
case_000873,acct_014923,2025-07-09T14:20:46
case_000874,acct_020838,2025-05-02T10:40:00
case_000875,acct_016145,2025-03-24T13:33:54
case_000876,acct_010655,2025-02-07T14:32:36
case_000877,acct_000588,2025-04-14T09:04:46
case_000878,acct_017506,2025-04-07T09:55:35
case_000879,acct_008580,2025-12-08T11:21:06
case_000880,acct_011538,2025-07-11T15:18:32
case_000881,acct_015076,2025-10-20T13:27:28
case_000882,acct_010655,2025-07-03T15:20:16
case_000883,acct_015076,2025-05-08T17:44:24
case_000884,acct_003219,2025-05-19T10:17:07
case_000885,acct_016240,2025-10-06T16:17:46
case_000886,acct_001123,2025-08-18T13:13:18
case_000887,acct_019202,2025-08-15T17:42:42
case_000888,acct_001123,2025-07-04T10:14:47
case_000889,acct_021842,2025-02-10T10:23:21
case_000890,acct_010321,2025-11-13T15:47:17
case_000891,acct_001743,2025-02-20T09:50:13
case_000892,acct_003712,2025-07-28T16:32:14
case_000893,acct_008207,2025-04-08T16:05:20
case_000894,acct_002626,2025-04-05T16:51:27
case_000895,acct_010591,2025-12-31T09:43:29
case_000896,acct_003781,2025-07-07T14:27:22
case_000897,acct_010655,2025-09-24T13:22:10
case_000898,acct_021842,2025-06-27T14:09:35
case_000899,acct_017506,2025-06-04T18:50:20
case_000900,acct_009274,2025-03-13T14:20:16
case_000901,acct_013305,2025-12-04T11:47:58
case_000902,acct_000588,2025-07-03T09:15:09
case_000903,acct_018644,2025-11-07T13:23:59
case_000904,acct_017308,2025-02-04T11:36:24
case_000905,acct_009274,2025-03-18T11:47:51
case_000906,acct_018041,2025-02-17T13:28:02
case_000907,acct_016564,2025-07-16T10:20:51
case_000908,acct_018644,2025-01-28T12:19:57
case_000909,acct_016564,2025-07-21T14:25:25
case_000910,acct_021889,2025-10-23T13:36:29
case_000911,acct_003781,2025-07-30T12:19:52
case_000912,acct_008207,2025-07-28T14:13:30
case_000913,acct_010591,2025-04-28T15:55:03
case_000914,acct_001743,2025-02-24T18:20:33
case_000915,acct_021842,2025-10-20T09:28:08
case_000916,acct_015076,2025-09-22T13:47:38
case_000917,acct_021842,2025-03-13T13:43:14
case_000918,acct_003712,2025-05-12T12:19:50
case_000919,acct_011538,2025-01-24T12:49:06
case_000920,acct_021889,2025-04-09T12:45:43
case_000921,acct_003219,2025-10-27T09:25:48
case_000922,acct_010913,2025-10-13T12:32:43
case_000923,acct_009274,2025-03-13T10:05:13
case_000924,acct_008580,2025-07-07T15:11:35
case_000925,acct_021842,2025-08-29T18:55:17
case_000926,acct_001743,2025-07-21T14:33:34
case_000927,acct_001743,2025-03-24T14:59:51
case_000928,acct_001319,2025-06-16T09:04:17
case_000929,acct_008580,2025-03-17T15:32:59
case_000930,acct_018420,2025-06-23T18:06:05
case_000931,acct_016145,2025-05-30T14:55:04
case_000932,acct_010913,2025-06-20T12:35:06
case_000933,acct_018420,2025-01-02T15:18:43
case_000934,acct_013305,2025-03-13T11:50:50
case_000935,acct_003219,2025-10-28T11:01:10
case_000936,acct_017441,2025-01-06T18:32:17
case_000937,acct_010591,2026-01-01T17:18:09
case_000938,acct_019202,2025-07-21T16:00:08
case_000939,acct_017211,2025-08-25T11:49:05
case_000940,acct_016145,2025-02-28T12:03:49
case_000941,acct_003219,2025-07-02T15:18:55
case_000942,acct_016615,2025-02-24T10:42:45
case_000943,acct_017308,2025-06-23T14:13:54
case_000944,acct_017659,2025-03-10T12:38:37
case_000945,acct_003219,2025-07-02T10:54:26
case_000946,acct_002316,2025-04-14T10:38:26
case_000947,acct_016145,2025-01-03T11:06:29
case_000948,acct_019202,2025-10-13T09:41:34
case_000949,acct_010321,2025-04-04T17:21:58
case_000950,acct_008207,2025-12-23T17:16:52
case_000951,acct_015076,2025-03-03T12:19:34
case_000952,acct_016240,2025-07-21T16:34:32
case_000953,acct_018644,2025-10-26T09:12:25
case_000954,acct_011503,2025-11-05T16:36:31
case_000955,acct_016145,2025-08-07T10:42:45
case_000956,acct_020966,2025-10-21T17:03:12
case_000957,acct_017506,2025-02-20T13:46:39
case_000958,acct_020838,2025-07-29T17:39:45
case_000959,acct_008207,2025-03-12T16:19:26
case_000960,acct_017308,2025-02-10T12:10:31
case_000961,acct_010591,2025-11-28T10:29:07
case_000962,acct_015076,2025-05-08T12:11:56
case_000963,acct_017308,2025-02-11T16:59:11
case_000964,acct_011538,2025-07-17T11:41:42
case_000965,acct_011503,2025-12-22T10:34:12
case_000966,acct_018358,2025-11-17T13:58:14
case_000967,acct_003219,2025-04-28T17:05:02
case_000968,acct_018644,2025-02-10T17:17:49
case_000969,acct_009274,2025-05-12T15:32:36
case_000970,acct_014923,2025-02-26T15:13:51
case_000971,acct_000588,2025-06-18T13:41:04
case_000972,acct_018358,2025-10-13T15:28:02
case_000973,acct_011538,2025-03-17T17:17:15
case_000974,acct_020838,2025-07-29T09:50:24
case_000975,acct_017506,2025-02-10T18:11:32
case_000976,acct_020966,2025-02-10T12:07:45
case_000977,acct_018041,2025-08-18T18:41:34
case_000978,acct_020838,2025-02-14T17:53:54
case_000979,acct_003712,2025-10-20T17:42:46
case_000980,acct_018644,2025-06-26T11:25:02
case_000981,acct_000588,2025-03-24T13:55:31
case_000982,acct_000588,2025-04-04T11:55:21
case_000983,acct_020966,2025-07-21T13:20:52
case_000984,acct_016615,2025-03-31T10:20:44
case_000985,acct_018041,2025-07-16T13:14:17
case_000986,acct_018358,2025-07-08T10:54:54
case_000987,acct_018420,2025-08-18T09:47:38
case_000988,acct_008207,2025-12-23T15:00:13
case_000989,acct_017211,2025-10-12T09:06:57
case_000990,acct_014923,2025-06-02T11:10:00
case_000991,acct_011503,2025-08-04T17:39:03
case_000992,acct_002626,2025-06-09T10:30:46
case_000993,acct_017659,2025-11-17T17:13:49
case_000994,acct_018041,2025-07-14T11:10:30
case_000995,acct_018041,2025-08-18T13:55:40
case_000996,acct_002626,2025-01-30T13:16:13
case_000997,acct_001319,2025-05-21T17:16:08
case_000998,acct_000588,2025-03-16T18:46:47
case_000999,acct_021842,2025-07-29T14:17:25
case_001000,acct_019202,2025-07-21T16:08:55
case_001001,acct_016240,2025-03-04T16:09:51
case_001002,acct_003712,2025-03-20T12:53:59
case_001003,acct_020966,2025-07-30T11:05:02
case_001004,acct_003219,2025-12-26T14:16:27
case_001005,acct_003712,2025-01-13T13:37:22
case_001006,acct_015076,2025-05-14T09:40:54
case_001007,acct_019202,2025-02-18T16:31:34
case_001008,acct_017211,2025-01-27T18:11:19
case_001009,acct_010321,2025-01-30T13:39:00
case_001010,acct_003219,2025-12-09T13:44:18
case_001011,acct_003712,2025-01-27T18:16:56
case_001012,acct_018041,2025-09-15T16:46:02
case_001013,acct_019202,2025-07-27T10:13:26
case_001014,acct_021889,2025-07-31T17:07:47
case_001015,acct_020838,2025-12-24T10:46:52
case_001016,acct_010321,2025-12-04T18:21:34
case_001017,acct_003781,2025-03-17T18:25:20
case_001018,acct_008207,2025-10-03T12:04:36
case_001019,acct_001319,2025-09-23T11:11:20
case_001020,acct_011538,2025-08-18T14:22:28
case_001021,acct_008580,2025-03-24T15:22:50
case_001022,acct_016240,2025-03-31T17:19:04
case_001023,acct_017308,2025-04-21T16:08:16
case_001024,acct_018644,2025-08-11T10:13:27
case_001025,acct_003219,2025-04-21T16:08:51
case_001026,acct_010321,2025-08-29T11:38:14
case_001027,acct_017211,2025-02-24T17:22:56
case_001028,acct_017506,2025-12-25T13:02:03
case_001029,acct_010321,2025-07-28T13:33:37
case_001030,acct_019202,2025-05-23T17:46:17
case_001031,acct_010321,2025-08-18T12:09:41
case_001032,acct_011503,2025-01-20T17:26:34
case_001033,acct_018041,2025-08-25T18:10:56
case_001034,acct_003219,2025-07-01T16:55:27
case_001035,acct_017211,2025-08-18T18:14:54
case_001036,acct_016145,2025-08-13T10:23:48
case_001037,acct_021842,2025-03-27T15:34:53
case_001038,acct_003712,2025-06-09T09:46:05
case_001039,acct_017441,2025-12-10T13:05:56
case_001040,acct_017441,2025-01-29T16:06:11
case_001041,acct_008207,2025-02-11T13:20:28
case_001042,acct_018041,2025-01-20T15:16:49
case_001043,acct_016240,2025-10-23T16:00:06
case_001044,acct_015076,2025-06-11T12:34:31
case_001045,acct_010591,2025-05-07T15:17:08
case_001046,acct_011538,2025-07-28T12:59:35
case_001047,acct_016615,2025-04-01T18:17:38
case_001048,acct_017211,2025-05-09T12:24:02
case_001049,acct_008207,2025-02-20T15:11:23
case_001050,acct_017441,2025-04-21T11:03:15
case_001051,acct_018041,2025-01-24T14:52:44
case_001052,acct_017506,2025-01-03T12:36:06
case_001053,acct_017659,2025-08-04T15:55:24
case_001054,acct_021889,2025-07-08T10:16:29
case_001055,acct_008207,2025-07-06T16:29:41
case_001056,acct_017441,2025-06-23T17:44:44
case_001057,acct_010655,2025-02-24T16:22:46
case_001058,acct_010321,2025-06-24T15:25:38
case_001059,acct_015076,2025-07-17T15:26:32
case_001060,acct_015076,2025-01-10T13:42:47
case_001061,acct_020838,2025-11-16T17:34:40
case_001062,acct_009274,2025-10-06T10:53:24
case_001063,acct_008207,2025-05-22T17:45:02
case_001064,acct_016145,2025-11-17T18:48:20
case_001065,acct_003712,2025-07-07T11:19:23
case_001066,acct_018358,2025-05-12T18:38:42
case_001067,acct_018644,2025-08-22T18:27:40
case_001068,acct_017211,2025-11-05T12:46:45
case_001069,acct_017441,2025-03-12T16:03:02
case_001070,acct_017506,2025-03-20T10:26:26
case_001071,acct_016615,2025-02-24T14:47:14
case_001072,acct_010913,2025-01-16T10:47:44
case_001073,acct_018041,2025-07-28T15:05:06
case_001074,acct_021889,2025-12-16T11:31:18
case_001075,acct_016204,2025-01-08T14:07:51
case_001076,acct_002316,2025-12-08T10:55:51
case_001077,acct_021889,2025-03-10T10:24:23
case_001078,acct_021842,2025-11-20T13:25:02
case_001079,acct_016204,2025-06-30T15:13:54
case_001080,acct_010591,2025-09-18T11:01:17
case_001081,acct_010591,2025-06-10T09:14:39
case_001082,acct_001743,2025-03-04T11:40:01
case_001083,acct_008207,2025-02-03T16:48:36
case_001084,acct_003219,2025-01-30T15:56:49
case_001085,acct_001123,2025-04-21T17:45:33
case_001086,acct_016145,2025-10-07T14:38:13
case_001087,acct_010321,2025-05-30T13:58:35
case_001088,acct_018420,2025-06-30T16:12:30
case_001089,acct_016145,2025-02-24T12:40:53
case_001090,acct_013305,2025-09-17T14:56:14
case_001091,acct_001319,2025-12-29T09:12:05
case_001092,acct_021889,2025-01-08T13:49:17
case_001093,acct_013305,2025-03-09T09:07:58
case_001094,acct_016240,2025-03-06T17:16:13
case_001095,acct_017659,2025-08-20T18:17:13
case_001096,acct_016145,2025-07-02T17:20:16
case_001097,acct_002626,2025-07-11T11:51:05
case_001098,acct_010655,2025-04-14T17:12:23
case_001099,acct_016204,2025-06-09T10:59:18
case_001100,acct_001123,2025-07-07T13:19:26
case_001101,acct_002626,2025-10-13T18:23:20
case_001102,acct_016204,2025-09-29T12:43:22
case_001103,acct_018358,2025-08-04T12:14:51
case_001104,acct_002626,2025-02-17T12:16:34
case_001105,acct_009274,2025-09-19T09:08:52
case_001106,acct_021842,2025-01-17T17:49:07
case_001107,acct_001319,2025-10-13T09:49:43
case_001108,acct_011503,2025-05-20T13:57:55
case_001109,acct_003712,2025-09-22T15:55:45
case_001110,acct_003219,2025-07-14T15:42:39
case_001111,acct_008207,2025-08-05T11:21:04
case_001112,acct_016204,2025-05-05T09:58:52
case_001113,acct_020966,2025-03-10T16:09:52
case_001114,acct_016240,2025-09-08T16:36:39
case_001115,acct_017308,2025-08-05T09:40:47
case_001116,acct_003781,2025-08-20T17:40:00
case_001117,acct_001319,2025-08-04T14:31:27
case_001118,acct_017308,2025-08-29T14:22:21
case_001119,acct_020966,2025-12-29T18:21:10
case_001120,acct_021889,2025-04-01T13:38:17
case_001121,acct_020838,2025-11-17T09:24:37
case_001122,acct_003781,2025-09-28T11:08:49
case_001123,acct_002316,2025-01-16T18:23:43
case_001124,acct_017506,2025-10-09T18:53:05
case_001125,acct_014923,2025-12-17T10:41:58
case_001126,acct_001743,2025-02-24T17:36:24
case_001127,acct_021842,2025-08-11T11:21:45
case_001128,acct_015076,2025-04-30T11:06:20
case_001129,acct_016145,2025-12-05T13:29:46
case_001130,acct_021889,2025-01-24T09:18:37
case_001131,acct_010913,2025-04-20T13:04:05
case_001132,acct_001123,2025-10-27T18:34:00
case_001133,acct_011503,2025-07-25T16:01:46
case_001134,acct_001319,2025-07-18T15:18:34
case_001135,acct_018358,2025-05-23T15:08:55
case_001136,acct_010913,2025-04-21T18:31:12
case_001137,acct_010655,2025-03-31T15:32:32
case_001138,acct_019202,2025-10-30T10:59:48
case_001139,acct_009274,2025-10-06T15:03:59
case_001140,acct_014923,2025-09-19T11:42:09
case_001141,acct_016204,2025-12-15T18:06:02
case_001142,acct_009274,2025-03-04T12:21:50
case_001143,acct_009274,2025-08-20T12:42:57
case_001144,acct_016564,2025-08-26T12:36:39
case_001145,acct_008207,2025-03-12T17:10:30
case_001146,acct_003781,2025-10-29T17:58:46
case_001147,acct_018420,2025-07-14T17:44:59
case_001148,acct_021842,2025-12-10T10:29:45
case_001149,acct_013305,2025-05-14T09:33:54
case_001150,acct_018041,2025-11-19T14:53:16
case_001151,acct_018041,2025-01-09T11:43:03
case_001152,acct_000588,2025-10-15T15:39:31
case_001153,acct_014923,2025-10-02T15:39:37
case_001154,acct_001123,2025-03-24T12:15:21
case_001155,acct_001743,2025-03-27T18:42:58
case_001156,acct_019202,2025-07-08T12:58:37
case_001157,acct_003781,2025-08-18T12:58:37
case_001158,acct_019202,2025-06-09T12:09:45
case_001159,acct_016145,2025-08-07T17:34:27
case_001160,acct_018644,2025-07-22T12:51:52
case_001161,acct_018644,2025-07-29T15:47:41
case_001162,acct_002316,2025-01-13T15:41:10
case_001163,acct_016240,2025-07-21T12:24:48
case_001164,acct_018358,2025-12-24T17:16:22
