employee_id,ip_id,edge_timestamp
emp_000149,ip_002820,2025-02-04T10:17:16
emp_000315,ip_002020,2025-04-07T17:43:11
emp_000153,ip_002526,2025-07-30T23:02:39
emp_000038,ip_008567,2025-11-26T15:36:40
emp_000246,ip_001807,2025-09-02T18:40:28
emp_000515,ip_001385,2025-02-10T11:08:21
emp_000574,ip_009345,2025-05-13T14:29:44
emp_000593,ip_003536,2025-09-02T09:21:40
emp_000141,ip_001941,2025-11-05T14:14:54
emp_000262,ip_006198,2025-02-11T16:35:40
emp_000064,ip_000465,2025-11-12T17:26:29
emp_000349,ip_003322,2025-02-18T10:00:50
emp_000113,ip_006631,2025-11-10T00:27:10
emp_000194,ip_008012,2025-07-04T16:49:54
emp_000406,ip_004373,2025-10-09T17:49:46
emp_000265,ip_002808,2025-05-06T11:12:41
emp_000147,ip_000016,2025-03-07T18:31:17
emp_000001,ip_009087,2025-05-20T09:34:47
emp_000454,ip_005257,2025-01-20T14:57:29
emp_000243,ip_006857,2025-12-12T00:02:11
emp_000458,ip_004185,2025-11-17T18:54:46
emp_000483,ip_003351,2025-07-30T14:18:58
emp_000563,ip_006859,2025-07-14T18:35:55
emp_000280,ip_006011,2025-07-22T14:17:16
emp_000131,ip_008560,2025-03-10T15:00:25
emp_000143,ip_007350,2025-11-06T09:00:02
emp_000046,ip_008029,2025-10-31T15:23:39
emp_000411,ip_004167,2025-04-25T11:53:34
emp_000579,ip_008631,2025-10-10T17:04:29
emp_000484,ip_006481,2025-05-09T17:46:55
emp_000207,ip_001922,2025-05-18T03:53:12
emp_000511,ip_005703,2025-04-07T16:08:38
emp_000033,ip_009022,2025-12-22T18:23:01
emp_000288,ip_008933,2025-06-17T12:48:56
emp_000278,ip_005302,2025-12-04T10:33:15
emp_000432,ip_003712,2025-05-27T02:46:04
emp_000059,ip_002710,2025-09-08T10:38:28
emp_000548,ip_001224,2025-10-08T17:29:37
emp_000355,ip_002820,2025-10-02T17:37:48
emp_000208,ip_004114,2025-03-20T09:06:23
emp_000581,ip_007478,2025-12-17T18:36:21
emp_000208,ip_001079,2025-07-09T16:57:10
emp_000481,ip_003508,2025-04-04T11:32:02
emp_000409,ip_008126,2025-06-09T17:31:04
emp_000572,ip_009367,2025-04-07T15:10:46
emp_000179,ip_007904,2025-03-24T23:04:41
emp_000014,ip_004728,2025-12-02T15:54:42
emp_000362,ip_004936,2025-09-12T13:23:52
emp_000139,ip_003445,2025-12-09T17:46:00
emp_000200,ip_001226,2025-02-03T18:29:53
emp_000449,ip_006569,2025-12-09T16:03:43
emp_000261,ip_001572,2025-08-26T14:11:08
emp_000502,ip_002241,2025-03-17T16:41:39
emp_000300,ip_003865,2025-10-03T09:05:22
emp_000074,ip_006888,2025-05-23T13:37:28
emp_000494,ip_000827,2025-02-24T13:15:44
emp_000537,ip_008982,2025-02-10T18:57:01
emp_000526,ip_008319,2025-05-06T09:14:50
emp_000538,ip_008379,2025-03-03T17:04:19
emp_000122,ip_003039,2025-03-02T12:26:33
emp_000079,ip_004443,2025-10-27T12:08:42
emp_000355,ip_007370,2025-06-09T17:49:44
emp_000486,ip_003460,2025-03-24T16:16:32
emp_000232,ip_008247,2025-04-25T11:02:50
emp_000324,ip_001828,2025-02-26T13:23:03
emp_000240,ip_005663,2025-10-31T17:24:25
emp_000552,ip_003511,2025-06-09T17:59:06
emp_000513,ip_005659,2025-03-04T13:39:14
emp_000387,ip_004164,2025-02-05T14:42:05
emp_000118,ip_000788,2025-04-19T09:03:47
emp_000182,ip_000473,2025-03-31T01:23:19
emp_000356,ip_003765,2025-05-26T17:06:39
emp_000505,ip_004657,2025-04-23T11:44:26
emp_000213,ip_001661,2025-11-18T13:21:32
emp_000477,ip_003572,2025-02-18T16:54:11
emp_000199,ip_000612,2025-01-10T17:47:44
emp_000073,ip_000602,2025-07-28T18:16:35
emp_000105,ip_000131,2025-01-02T13:45:03
emp_000158,ip_007768,2025-05-30T03:23:55
emp_000359,ip_006597,2025-12-04T10:45:42
emp_000061,ip_005188,2025-03-18T16:40:10
emp_000372,ip_001702,2025-12-08T12:29:37
emp_000111,ip_005868,2025-11-07T18:30:46
emp_000160,ip_005654,2025-12-29T12:45:16
emp_000375,ip_009100,2025-01-31T16:44:33
emp_000208,ip_008264,2025-08-26T15:14:27
emp_000034,ip_004731,2025-08-28T14:03:54
emp_000375,ip_000231,2025-12-03T10:39:17
emp_000140,ip_005352,2025-09-06T12:58:57
emp_000379,ip_005176,2025-06-21T17:54:11
emp_000049,ip_008120,2025-02-07T12:02:26
emp_000372,ip_008345,2025-02-24T14:04:32
emp_000529,ip_003755,2025-11-24T16:07:27
emp_000237,ip_008317,2025-08-08T13:22:19
emp_000186,ip_008793,2025-05-06T13:49:01
emp_000202,ip_004201,2025-10-31T17:34:42
emp_000591,ip_008967,2025-05-19T11:17:32
emp_000175,ip_002586,2025-02-21T16:08:04
emp_000138,ip_004230,2025-12-27T09:56:27
emp_000005,ip_009186,2025-07-24T18:15:37
emp_000068,ip_003524,2025-07-29T11:16:01
emp_000222,ip_006773,2025-07-13T14:22:01
emp_000502,ip_005256,2025-01-20T10:44:36
emp_000066,ip_002058,2025-05-26T14:01:00
emp_000167,ip_002296,2025-03-30T18:20:41
emp_000053,ip_007476,2025-08-04T18:09:41
emp_000060,ip_002854,2025-07-07T10:50:33
emp_000072,ip_003524,2025-06-05T09:59:25
emp_000232,ip_005545,2025-01-23T15:12:51
emp_000564,ip_006833,2025-10-06T17:50:47
emp_000359,ip_008591,2025-07-29T16:20:36
emp_000331,ip_002547,2025-02-20T17:42:24
emp_000393,ip_005430,2025-12-15T11:14:10
emp_000036,ip_003145,2025-10-10T10:10:59
emp_000210,ip_006965,2025-08-04T10:15:59
emp_000289,ip_000590,2025-03-27T16:17:46
emp_000165,ip_007768,2025-03-31T14:25:51
emp_000240,ip_007838,2025-12-04T04:31:37
emp_000042,ip_006405,2025-05-27T09:44:29
emp_000418,ip_003800,2025-06-18T10:57:46
emp_000522,ip_009340,2025-10-24T17:47:50
emp_000039,ip_002343,2025-06-11T17:06:27
emp_000551,ip_003123,2025-08-18T14:05:12
emp_000191,ip_001230,2025-02-17T15:48:09
emp_000591,ip_008861,2025-03-18T13:26:59
emp_000205,ip_004692,2025-03-06T16:35:30
emp_000386,ip_002132,2025-12-22T12:17:36
emp_000471,ip_000978,2025-01-31T10:54:57
emp_000041,ip_008368,2025-09-08T18:32:58
emp_000255,ip_003207,2025-10-15T13:28:40
emp_000256,ip_002611,2025-10-14T13:08:36
emp_000348,ip_009064,2025-07-01T13:26:08
emp_000268,ip_005970,2025-09-22T13:05:47
emp_000283,ip_008883,2025-09-28T04:55:36
emp_000024,ip_004624,2025-03-10T11:42:40
emp_000421,ip_004165,2025-12-03T23:32:42
emp_000320,ip_004767,2025-04-10T13:23:38
emp_000527,ip_008382,2025-04-07T17:02:03
emp_000322,ip_003692,2025-11-24T15:33:29
emp_000105,ip_002209,2025-11-07T10:24:50
emp_000286,ip_006862,2025-08-25T16:38:08
emp_000447,ip_005327,2025-02-07T12:12:51
emp_000399,ip_000162,2025-06-30T12:01:01
emp_000439,ip_004615,2025-07-13T22:54:23
emp_000149,ip_000168,2025-03-06T12:52:31
emp_000121,ip_000604,2025-09-08T17:41:45
emp_000089,ip_009068,2025-01-31T10:28:02
emp_000127,ip_000592,2025-09-29T09:36:05
emp_000059,ip_005525,2025-10-13T10:27:00
emp_000509,ip_000889,2025-02-17T14:08:57
emp_000190,ip_004949,2025-09-01T13:08:11
emp_000139,ip_004107,2025-03-13T12:56:30
emp_000437,ip_007733,2025-10-02T17:23:08
emp_000021,ip_008495,2025-05-28T12:32:15
emp_000280,ip_007155,2025-04-17T11:14:33
emp_000305,ip_002356,2025-09-09T10:12:10
emp_000104,ip_002498,2025-07-25T17:02:37
emp_000515,ip_000605,2025-02-10T15:23:11
emp_000311,ip_001210,2025-01-14T17:50:34
emp_000104,ip_008028,2025-10-13T16:11:02
emp_000094,ip_000081,2025-01-30T02:06:30
emp_000048,ip_001193,2026-01-01T12:39:59
emp_000373,ip_003659,2025-11-10T11:25:16
emp_000198,ip_008316,2025-02-10T11:37:00
emp_000528,ip_001960,2025-08-18T17:50:26
emp_000361,ip_002271,2025-10-23T18:50:23
emp_000338,ip_004836,2025-08-26T14:30:23
emp_000278,ip_006330,2025-11-18T09:19:44
emp_000484,ip_007564,2025-07-07T18:31:28
emp_000101,ip_001519,2025-03-21T09:57:30
emp_000074,ip_007721,2025-01-09T11:55:17
emp_000097,ip_003303,2025-03-17T15:08:19
emp_000328,ip_002522,2025-01-13T09:46:59
emp_000097,ip_007021,2025-09-09T12:36:37
emp_000187,ip_001665,2025-07-30T17:40:03
emp_000402,ip_003857,2025-10-09T16:07:46
emp_000540,ip_000059,2025-02-11T10:11:10
emp_000392,ip_008654,2025-06-03T11:20:01
emp_000585,ip_000306,2025-08-22T16:18:29
emp_000446,ip_006214,2025-03-20T10:40:40
emp_000009,ip_005146,2025-07-30T23:52:24
emp_000475,ip_003652,2025-08-25T15:22:55
emp_000558,ip_002946,2025-09-19T13:13:59
emp_000406,ip_000066,2025-09-22T11:05:50
emp_000330,ip_008407,2025-06-06T13:36:33
emp_000435,ip_001454,2025-06-08T09:32:14
emp_000366,ip_005288,2025-09-17T15:37:09
emp_000148,ip_003778,2025-02-18T15:05:56
emp_000204,ip_006753,2025-02-16T17:37:40
emp_000136,ip_003117,2025-11-10T14:22:42
emp_000275,ip_008793,2025-12-17T16:23:14
emp_000314,ip_002646,2025-03-03T09:34:22
emp_000510,ip_009640,2025-09-15T17:58:05
emp_000347,ip_001455,2025-04-14T14:36:17
emp_000208,ip_000190,2025-03-14T15:24:25
emp_000281,ip_002697,2025-04-29T13:01:20
emp_000543,ip_006569,2025-07-22T17:59:58
emp_000122,ip_008733,2025-12-08T16:28:54
emp_000190,ip_004200,2025-01-01T00:39:17
emp_000432,ip_004621,2025-09-08T16:57:52
emp_000288,ip_009111,2025-07-02T12:59:24
emp_000499,ip_008315,2025-08-11T17:57:49
emp_000262,ip_007633,2025-02-24T16:12:01
emp_000304,ip_001401,2025-04-28T15:09:15
emp_000585,ip_000529,2025-10-07T10:59:00
emp_000192,ip_009089,2025-01-23T17:03:42
emp_000149,ip_006036,2025-03-03T09:42:18
emp_000063,ip_006037,2025-02-25T13:42:01
emp_000345,ip_000976,2025-04-28T10:46:07
emp_000534,ip_002310,2025-04-28T10:10:04
emp_000089,ip_009527,2025-09-19T10:56:48
emp_000399,ip_004961,2025-02-08T16:29:59
emp_000055,ip_000351,2025-01-09T02:34:56
emp_000070,ip_001843,2025-05-26T11:28:32
emp_000294,ip_001477,2025-10-24T15:15:05
emp_000324,ip_004169,2025-04-09T18:52:44
emp_000434,ip_005990,2025-09-12T15:18:32
emp_000213,ip_007550,2025-08-04T09:50:16
emp_000233,ip_009390,2025-10-30T17:41:22
emp_000015,ip_009210,2025-01-11T22:07:43
emp_000287,ip_008888,2025-12-29T12:47:41
emp_000246,ip_002383,2025-08-06T17:53:33
emp_000511,ip_003895,2025-09-01T12:44:05
emp_000161,ip_002501,2025-09-03T11:33:35
emp_000584,ip_005559,2025-10-03T17:08:08
emp_000255,ip_000887,2025-11-17T14:34:05
emp_000323,ip_001635,2025-02-10T13:46:02
emp_000546,ip_009165,2025-11-14T03:53:04
emp_000081,ip_005990,2025-03-04T22:06:26
emp_000502,ip_009395,2025-12-29T15:04:26
emp_000069,ip_006157,2025-05-26T13:19:31
emp_000351,ip_008083,2025-09-05T09:41:21
emp_000185,ip_001326,2025-10-07T10:47:47
emp_000420,ip_002699,2025-03-17T16:16:46
emp_000259,ip_003419,2025-06-10T16:14:51
emp_000024,ip_002415,2025-12-12T18:19:08
emp_000494,ip_004573,2025-06-27T16:37:04
emp_000377,ip_008517,2025-11-24T18:33:23
emp_000362,ip_008591,2025-01-07T10:17:48
emp_000314,ip_008793,2025-05-22T17:43:18
emp_000230,ip_008630,2025-06-30T18:02:04
emp_000589,ip_009174,2025-01-08T11:22:19
emp_000136,ip_003845,2025-05-16T23:08:05
emp_000427,ip_003645,2025-10-08T01:27:29
emp_000017,ip_004431,2025-02-17T15:35:15
emp_000380,ip_006392,2025-07-28T14:53:00
emp_000223,ip_007019,2025-06-23T10:52:24
emp_000290,ip_000600,2025-12-24T15:07:44
emp_000300,ip_005605,2025-06-16T10:27:20
emp_000038,ip_003074,2025-02-13T15:49:48
emp_000204,ip_006991,2025-02-06T10:54:28
emp_000038,ip_001385,2025-04-30T10:08:29
emp_000179,ip_001907,2025-11-19T17:56:40
emp_000573,ip_007023,2025-06-30T10:29:34
emp_000170,ip_007025,2025-09-29T11:18:45
emp_000556,ip_008203,2025-03-31T11:45:11
emp_000301,ip_004591,2025-09-15T11:41:18
emp_000107,ip_007724,2025-12-03T11:15:19
emp_000496,ip_007083,2025-08-25T11:02:44
emp_000189,ip_003839,2025-10-08T14:28:08
emp_000231,ip_004826,2025-03-23T09:01:50
emp_000080,ip_002517,2025-07-21T13:25:00
emp_000419,ip_003316,2025-06-23T16:10:55
emp_000087,ip_000456,2025-01-06T16:03:40
emp_000587,ip_007896,2025-07-15T18:39:41
emp_000572,ip_005787,2025-01-17T22:43:33
emp_000025,ip_008933,2025-07-24T17:38:43
emp_000418,ip_009065,2025-11-14T11:39:58
emp_000040,ip_009089,2025-07-10T11:33:27
emp_000404,ip_006976,2025-06-09T15:51:50
emp_000359,ip_005412,2025-04-08T12:42:24
emp_000502,ip_006007,2025-12-03T11:20:15
emp_000525,ip_001696,2025-08-15T14:43:26
emp_000160,ip_002818,2025-10-27T16:30:19
emp_000493,ip_008722,2025-09-30T02:46:49
emp_000072,ip_008546,2025-02-10T18:13:08
emp_000507,ip_008339,2025-03-24T13:41:39
emp_000505,ip_005981,2025-10-09T12:04:42
emp_000535,ip_008980,2025-11-04T15:14:34
emp_000292,ip_003565,2025-12-29T10:59:36
emp_000267,ip_004167,2025-10-20T15:03:25
emp_000593,ip_007236,2025-04-09T17:50:45
emp_000144,ip_004704,2025-10-16T16:19:57
emp_000193,ip_005038,2025-04-14T15:45:45
emp_000426,ip_002255,2025-09-18T17:29:19
emp_000362,ip_004192,2025-12-01T10:34:57
emp_000344,ip_000922,2025-08-18T11:22:43
emp_000311,ip_004673,2025-11-27T18:01:04
emp_000047,ip_005826,2025-05-19T11:33:06
emp_000580,ip_008888,2025-06-23T10:33:26
emp_000479,ip_003995,2025-12-15T09:10:06
emp_000476,ip_000310,2025-03-05T18:13:44
emp_000521,ip_009082,2025-04-15T16:03:22
emp_000311,ip_004624,2025-10-22T17:38:10
emp_000536,ip_002802,2025-01-06T15:11:54
emp_000308,ip_003902,2025-12-15T10:30:57
emp_000508,ip_005288,2025-09-18T22:17:00
emp_000068,ip_000083,2025-10-16T10:47:15
emp_000581,ip_008785,2025-11-24T15:44:02
emp_000012,ip_006967,2025-12-23T14:08:49
emp_000169,ip_001895,2025-08-25T18:15:10
emp_000376,ip_003555,2025-09-29T13:05:29
emp_000296,ip_005073,2025-12-20T04:28:38
emp_000462,ip_007025,2025-09-04T11:31:23
emp_000195,ip_008120,2025-04-21T16:06:20
emp_000490,ip_009215,2025-12-29T17:51:37
emp_000248,ip_006579,2025-12-23T16:21:31
emp_000370,ip_008457,2025-06-24T17:42:43
emp_000021,ip_008083,2025-02-05T10:13:28
emp_000548,ip_005545,2025-06-25T12:51:30
emp_000004,ip_005412,2025-10-24T11:49:33
emp_000413,ip_001117,2025-02-12T05:40:49
emp_000522,ip_003804,2025-01-03T12:17:37
emp_000305,ip_005224,2025-12-22T15:31:56
emp_000125,ip_005139,2025-04-28T17:59:30
emp_000204,ip_004769,2025-02-24T13:34:40
emp_000543,ip_005729,2025-03-10T15:19:42
emp_000079,ip_003969,2025-09-10T17:08:54
emp_000325,ip_000293,2025-11-07T09:49:06
emp_000495,ip_009149,2025-03-26T12:06:00
emp_000160,ip_006025,2025-03-08T17:12:44
emp_000578,ip_005043,2025-12-08T11:19:13
emp_000494,ip_001477,2025-02-17T18:10:48
emp_000050,ip_007378,2025-06-24T14:10:50
emp_000276,ip_008588,2025-10-22T13:31:08
emp_000023,ip_003718,2025-01-20T11:54:30
emp_000307,ip_005654,2025-06-20T12:59:46
emp_000577,ip_007911,2025-07-08T09:32:24
emp_000524,ip_008437,2025-05-01T17:41:39
emp_000076,ip_005288,2025-12-05T14:19:26
emp_000440,ip_004230,2025-10-13T16:07:53
emp_000291,ip_006967,2025-11-14T16:21:46
emp_000525,ip_000599,2025-09-16T01:43:54
emp_000081,ip_004589,2025-11-12T01:34:10
emp_000555,ip_000317,2025-09-04T10:36:57
emp_000448,ip_006797,2025-12-07T18:12:52
emp_000488,ip_005512,2025-04-14T16:00:05
emp_000267,ip_000717,2025-07-11T05:42:00
emp_000580,ip_003743,2025-03-21T17:43:14
emp_000332,ip_008557,2025-05-08T11:00:03
emp_000182,ip_003344,2025-10-30T18:06:07
emp_000329,ip_005854,2025-09-01T15:37:57
emp_000528,ip_006632,2025-06-19T13:44:07
emp_000545,ip_007414,2025-05-23T12:00:30
emp_000478,ip_003198,2025-05-28T09:55:50
emp_000268,ip_004723,2025-07-21T13:37:09
emp_000436,ip_009089,2025-11-04T09:43:48
emp_000039,ip_009254,2025-11-07T11:33:03
emp_000210,ip_002622,2025-10-29T11:40:10
emp_000090,ip_003465,2025-05-08T13:24:53
emp_000011,ip_004670,2025-04-07T18:53:55
emp_000051,ip_007564,2025-11-13T17:09:14
emp_000352,ip_008620,2025-06-30T11:39:04
emp_000580,ip_004728,2025-03-20T17:10:12
emp_000502,ip_004533,2025-04-28T14:28:16
emp_000274,ip_001282,2025-10-13T15:56:13
emp_000517,ip_008365,2025-01-16T11:29:40
emp_000210,ip_002752,2025-03-28T18:11:50
emp_000296,ip_005659,2025-02-18T02:45:53
emp_000353,ip_003869,2025-09-09T18:51:16
emp_000529,ip_009678,2025-12-10T12:23:39
emp_000462,ip_007138,2025-01-13T14:24:33
emp_000255,ip_005815,2025-01-03T15:29:53
emp_000530,ip_004792,2025-02-18T18:29:56
emp_000293,ip_000371,2025-09-11T16:53:49
emp_000382,ip_005294,2025-04-25T14:19:40
emp_000286,ip_007810,2025-12-02T12:29:03
emp_000501,ip_002773,2025-09-04T17:48:36
emp_000218,ip_001401,2025-02-19T17:30:51
emp_000548,ip_000592,2025-08-07T10:02:20
emp_000513,ip_000652,2025-08-15T18:14:59
emp_000334,ip_009312,2025-03-22T18:24:37
emp_000545,ip_001675,2025-11-17T16:06:11
emp_000054,ip_004417,2025-05-30T09:58:41
emp_000239,ip_007056,2025-07-14T11:56:19
emp_000414,ip_001432,2025-02-06T16:22:43
emp_000356,ip_003535,2025-12-08T16:16:48
emp_000143,ip_009254,2025-01-20T15:09:33
emp_000377,ip_006815,2025-09-20T18:48:49
emp_000432,ip_008666,2025-05-05T13:55:34
emp_000246,ip_003080,2025-09-22T17:32:44
emp_000414,ip_006211,2025-05-06T10:45:39
