employee_id,device_id,edge_timestamp
emp_000280,device_001060,2025-07-22T14:17:16
emp_000131,device_008442,2025-03-10T15:00:25
emp_000143,device_007078,2025-11-06T09:00:02
emp_000046,device_001464,2025-10-31T15:23:39
emp_000411,device_005323,2025-04-25T11:53:34
emp_000579,device_002849,2025-10-10T17:04:29
emp_000484,device_007805,2025-05-09T17:46:55
emp_000207,device_010393,2025-05-18T03:53:12
emp_000511,device_006851,2025-04-07T16:08:38
emp_000033,device_009795,2025-12-22T18:23:01
emp_000288,device_001643,2025-06-17T12:48:56
emp_000278,device_007841,2025-12-04T10:33:15
emp_000432,device_000018,2025-05-27T02:46:04
emp_000059,device_006273,2025-09-08T10:38:28
emp_000548,device_008821,2025-10-08T17:29:37
emp_000355,device_011668,2025-10-02T17:37:48
emp_000208,device_010860,2025-03-20T09:06:23
emp_000581,device_009092,2025-12-17T18:36:21
emp_000208,device_003591,2025-07-09T16:57:10
emp_000481,device_001766,2025-04-04T11:32:02
emp_000409,device_006788,2025-06-09T17:31:04
emp_000572,device_002493,2025-04-07T15:10:46
emp_000179,device_009049,2025-03-24T23:04:41
emp_000014,device_005589,2025-12-02T15:54:42
emp_000362,device_010419,2025-09-12T13:23:52
emp_000139,device_010169,2025-12-09T17:46:00
emp_000200,device_006563,2025-02-03T18:29:53
emp_000449,device_004719,2025-12-09T16:03:43
emp_000261,device_011455,2025-08-26T14:11:08
emp_000502,device_007756,2025-03-17T16:41:39
emp_000300,device_007821,2025-10-03T09:05:22
emp_000074,device_006084,2025-05-23T13:37:28
emp_000494,device_004723,2025-02-24T13:15:44
emp_000537,device_005998,2025-02-10T18:57:01
emp_000526,device_006669,2025-05-06T09:14:50
emp_000538,device_003439,2025-03-03T17:04:19
emp_000122,device_006878,2025-03-02T12:26:33
emp_000079,device_008293,2025-10-27T12:08:42
emp_000355,device_010363,2025-06-09T17:49:44
emp_000486,device_007626,2025-03-24T16:16:32
emp_000232,device_004471,2025-04-25T11:02:50
emp_000324,device_005506,2025-02-26T13:23:03
emp_000240,device_001729,2025-10-31T17:24:25
emp_000552,device_002588,2025-06-09T17:59:06
emp_000513,device_003795,2025-03-04T13:39:14
emp_000387,device_005030,2025-02-05T14:42:05
emp_000118,device_007875,2025-04-19T09:03:47
emp_000182,device_000906,2025-03-31T01:23:19
emp_000356,device_005033,2025-05-26T17:06:39
emp_000505,device_010351,2025-04-23T11:44:26
emp_000213,device_006100,2025-11-18T13:21:32
emp_000477,device_011157,2025-02-18T16:54:11
emp_000199,device_010339,2025-01-10T17:47:44
emp_000073,device_004201,2025-07-28T18:16:35
emp_000105,device_001055,2025-01-02T13:45:03
emp_000158,device_001415,2025-05-30T03:23:55
emp_000359,device_005598,2025-12-04T10:45:42
emp_000061,device_009834,2025-03-18T16:40:10
emp_000372,device_006466,2025-12-08T12:29:37
emp_000111,device_004072,2025-11-07T18:30:46
emp_000160,device_004104,2025-12-29T12:45:16
emp_000375,device_002669,2025-01-31T16:44:33
emp_000208,device_001754,2025-08-26T15:14:27
emp_000034,device_000479,2025-08-28T14:03:54
emp_000375,device_010093,2025-12-03T10:39:17
emp_000140,device_007090,2025-09-06T12:58:57
emp_000379,device_004881,2025-06-21T17:54:11
emp_000049,device_002021,2025-02-07T12:02:26
emp_000372,device_011276,2025-02-24T14:04:32
emp_000529,device_004084,2025-11-24T16:07:27
emp_000237,device_003402,2025-08-08T13:22:19
emp_000186,device_010990,2025-05-06T13:49:01
emp_000202,device_003272,2025-10-31T17:34:42
emp_000591,device_002690,2025-05-19T11:17:32
emp_000175,device_010474,2025-02-21T16:08:04
emp_000138,device_010538,2025-12-27T09:56:27
emp_000005,device_001275,2025-07-24T18:15:37
emp_000068,device_004712,2025-07-29T11:16:01
emp_000222,device_008915,2025-07-13T14:22:01
emp_000502,device_008442,2025-01-20T10:44:36
emp_000066,device_007563,2025-05-26T14:01:00
emp_000167,device_006949,2025-03-30T18:20:41
emp_000053,device_010098,2025-08-04T18:09:41
emp_000060,device_001949,2025-07-07T10:50:33
emp_000072,device_008767,2025-06-05T09:59:25
emp_000232,device_008952,2025-01-23T15:12:51
emp_000564,device_011536,2025-10-06T17:50:47
emp_000359,device_008789,2025-07-29T16:20:36
emp_000331,device_000714,2025-02-20T17:42:24
emp_000393,device_005775,2025-12-15T11:14:10
emp_000036,device_006100,2025-10-10T10:10:59
emp_000210,device_005790,2025-08-04T10:15:59
emp_000289,device_004826,2025-03-27T16:17:46
emp_000165,device_000623,2025-03-31T14:25:51
emp_000240,device_000666,2025-12-04T04:31:37
emp_000042,device_008072,2025-05-27T09:44:29
emp_000418,device_010370,2025-06-18T10:57:46
emp_000522,device_004350,2025-10-24T17:47:50
emp_000039,device_009222,2025-06-11T17:06:27
emp_000551,device_003629,2025-08-18T14:05:12
emp_000191,device_007556,2025-02-17T15:48:09
emp_000591,device_006069,2025-03-18T13:26:59
emp_000205,device_006996,2025-03-06T16:35:30
emp_000386,device_001915,2025-12-22T12:17:36
emp_000471,device_007982,2025-01-31T10:54:57
emp_000041,device_010392,2025-09-08T18:32:58
emp_000255,device_006247,2025-10-15T13:28:40
emp_000256,device_007278,2025-10-14T13:08:36
emp_000348,device_006277,2025-07-01T13:26:08
emp_000268,device_005988,2025-09-22T13:05:47
emp_000283,device_002913,2025-09-28T04:55:36
emp_000024,device_007578,2025-03-10T11:42:40
emp_000421,device_007225,2025-12-03T23:32:42
emp_000320,device_006701,2025-04-10T13:23:38
emp_000527,device_005948,2025-04-07T17:02:03
emp_000322,device_010045,2025-11-24T15:33:29
emp_000105,device_007741,2025-11-07T10:24:50
emp_000286,device_007288,2025-08-25T16:38:08
emp_000447,device_006190,2025-02-07T12:12:51
emp_000399,device_000844,2025-06-30T12:01:01
emp_000439,device_000659,2025-07-13T22:54:23
emp_000149,device_000362,2025-03-06T12:52:31
emp_000121,device_007147,2025-09-08T17:41:45
emp_000089,device_005955,2025-01-31T10:28:02
emp_000127,device_000677,2025-09-29T09:36:05
emp_000059,device_001422,2025-10-13T10:27:00
emp_000509,device_005122,2025-02-17T14:08:57
emp_000190,device_006749,2025-09-01T13:08:11
emp_000139,device_008703,2025-03-13T12:56:30
emp_000437,device_009354,2025-10-02T17:23:08
emp_000021,device_009709,2025-05-28T12:32:15
emp_000280,device_001500,2025-04-17T11:14:33
emp_000305,device_005159,2025-09-09T10:12:10
emp_000104,device_010313,2025-07-25T17:02:37
emp_000515,device_010514,2025-02-10T15:23:11
emp_000311,device_002545,2025-01-14T17:50:34
emp_000104,device_008335,2025-10-13T16:11:02
emp_000094,device_007057,2025-01-30T02:06:30
emp_000048,device_006665,2026-01-01T12:39:59
emp_000373,device_007244,2025-11-10T11:25:16
emp_000198,device_009023,2025-02-10T11:37:00
emp_000528,device_005194,2025-08-18T17:50:26
emp_000361,device_009800,2025-10-23T18:50:23
emp_000338,device_011178,2025-08-26T14:30:23
emp_000278,device_010181,2025-11-18T09:19:44
emp_000484,device_009860,2025-07-07T18:31:28
emp_000101,device_007942,2025-03-21T09:57:30
emp_000074,device_007327,2025-01-09T11:55:17
emp_000097,device_008544,2025-03-17T15:08:19
emp_000328,device_006931,2025-01-13T09:46:59
emp_000097,device_003887,2025-09-09T12:36:37
emp_000187,device_011243,2025-07-30T17:40:03
emp_000402,device_006512,2025-10-09T16:07:46
emp_000540,device_003143,2025-02-11T10:11:10
emp_000392,device_005186,2025-06-03T11:20:01
emp_000585,device_002764,2025-08-22T16:18:29
emp_000446,device_001581,2025-03-20T10:40:40
emp_000009,device_009051,2025-07-30T23:52:24
emp_000475,device_005082,2025-08-25T15:22:55
emp_000558,device_009609,2025-09-19T13:13:59
emp_000406,device_003550,2025-09-22T11:05:50
emp_000330,device_004888,2025-06-06T13:36:33
emp_000435,device_002334,2025-06-08T09:32:14
emp_000366,device_004213,2025-09-17T15:37:09
emp_000148,device_008636,2025-02-18T15:05:56
emp_000204,device_001250,2025-02-16T17:37:40
emp_000136,device_000856,2025-11-10T14:22:42
emp_000275,device_006761,2025-12-17T16:23:14
emp_000314,device_010583,2025-03-03T09:34:22
emp_000510,device_002521,2025-09-15T17:58:05
emp_000347,device_007593,2025-04-14T14:36:17
emp_000208,device_003666,2025-03-14T15:24:25
emp_000281,device_002235,2025-04-29T13:01:20
emp_000543,device_008220,2025-07-22T17:59:58
emp_000122,device_010088,2025-12-08T16:28:54
emp_000190,device_000215,2025-01-01T00:39:17
emp_000432,device_008143,2025-09-08T16:57:52
emp_000288,device_009453,2025-07-02T12:59:24
emp_000499,device_001551,2025-08-11T17:57:49
emp_000262,device_008414,2025-02-24T16:12:01
emp_000304,device_004298,2025-04-28T15:09:15
emp_000585,device_004412,2025-10-07T10:59:00
emp_000192,device_004104,2025-01-23T17:03:42
emp_000149,device_006360,2025-03-03T09:42:18
emp_000063,device_005096,2025-02-25T13:42:01
emp_000345,device_004677,2025-04-28T10:46:07
emp_000534,device_003301,2025-04-28T10:10:04
emp_000089,device_003588,2025-09-19T10:56:48
emp_000399,device_009325,2025-02-08T16:29:59
emp_000055,device_005569,2025-01-09T02:34:56
emp_000070,device_004466,2025-05-26T11:28:32
emp_000294,device_003351,2025-10-24T15:15:05
emp_000324,device_004973,2025-04-09T18:52:44
emp_000434,device_011458,2025-09-12T15:18:32
emp_000213,device_004622,2025-08-04T09:50:16
emp_000233,device_002615,2025-10-30T17:41:22
emp_000015,device_004870,2025-01-11T22:07:43
emp_000287,device_011652,2025-12-29T12:47:41
emp_000246,device_008998,2025-08-06T17:53:33
emp_000511,device_000554,2025-09-01T12:44:05
emp_000161,device_008794,2025-09-03T11:33:35
emp_000584,device_010058,2025-10-03T17:08:08
emp_000255,device_011686,2025-11-17T14:34:05
emp_000323,device_010314,2025-02-10T13:46:02
emp_000546,device_005366,2025-11-14T03:53:04
emp_000081,device_007421,2025-03-04T22:06:26
emp_000502,device_005551,2025-12-29T15:04:26
emp_000069,device_011125,2025-05-26T13:19:31
emp_000351,device_002571,2025-09-05T09:41:21
emp_000185,device_010714,2025-10-07T10:47:47
emp_000420,device_005997,2025-03-17T16:16:46
emp_000259,device_004824,2025-06-10T16:14:51
emp_000024,device_009435,2025-12-12T18:19:08
emp_000494,device_008268,2025-06-27T16:37:04
emp_000377,device_008954,2025-11-24T18:33:23
emp_000362,device_005324,2025-01-07T10:17:48
emp_000314,device_005052,2025-05-22T17:43:18
emp_000230,device_002571,2025-06-30T18:02:04
emp_000589,device_007309,2025-01-08T11:22:19
emp_000136,device_004229,2025-05-16T23:08:05
emp_000427,device_002668,2025-10-08T01:27:29
emp_000017,device_005726,2025-02-17T15:35:15
emp_000380,device_002677,2025-07-28T14:53:00
emp_000223,device_008153,2025-06-23T10:52:24
emp_000290,device_000541,2025-12-24T15:07:44
emp_000300,device_009728,2025-06-16T10:27:20
emp_000038,device_003201,2025-02-13T15:49:48
emp_000204,device_001267,2025-02-06T10:54:28
emp_000038,device_007481,2025-04-30T10:08:29
emp_000179,device_003498,2025-11-19T17:56:40
emp_000573,device_002494,2025-06-30T10:29:34
emp_000170,device_003899,2025-09-29T11:18:45
emp_000556,device_003594,2025-03-31T11:45:11
emp_000301,device_011205,2025-09-15T11:41:18
emp_000107,device_008281,2025-12-03T11:15:19
emp_000496,device_001139,2025-08-25T11:02:44
emp_000189,device_008207,2025-10-08T14:28:08
emp_000231,device_002466,2025-03-23T09:01:50
emp_000080,device_001278,2025-07-21T13:25:00
emp_000419,device_007135,2025-06-23T16:10:55
emp_000087,device_003175,2025-01-06T16:03:40
emp_000587,device_004276,2025-07-15T18:39:41
emp_000572,device_005559,2025-01-17T22:43:33
emp_000025,device_011309,2025-07-24T17:38:43
emp_000418,device_005259,2025-11-14T11:39:58
emp_000040,device_003231,2025-07-10T11:33:27
emp_000404,device_003188,2025-06-09T15:51:50
emp_000359,device_005691,2025-04-08T12:42:24
emp_000502,device_009354,2025-12-03T11:20:15
emp_000525,device_003635,2025-08-15T14:43:26
emp_000160,device_008906,2025-10-27T16:30:19
emp_000493,device_011571,2025-09-30T02:46:49
emp_000072,device_006692,2025-02-10T18:13:08
emp_000507,device_004885,2025-03-24T13:41:39
emp_000505,device_003743,2025-10-09T12:04:42
emp_000535,device_000314,2025-11-04T15:14:34
emp_000292,device_009178,2025-12-29T10:59:36
emp_000267,device_000736,2025-10-20T15:03:25
emp_000593,device_001154,2025-04-09T17:50:45
emp_000144,device_005501,2025-10-16T16:19:57
emp_000193,device_006250,2025-04-14T15:45:45
emp_000426,device_008270,2025-09-18T17:29:19
emp_000362,device_005361,2025-12-01T10:34:57
emp_000344,device_001586,2025-08-18T11:22:43
emp_000311,device_005864,2025-11-27T18:01:04
emp_000047,device_000166,2025-05-19T11:33:06
emp_000580,device_003191,2025-06-23T10:33:26
emp_000479,device_009097,2025-12-15T09:10:06
emp_000476,device_007886,2025-03-05T18:13:44
emp_000521,device_005465,2025-04-15T16:03:22
emp_000311,device_003243,2025-10-22T17:38:10
emp_000536,device_009039,2025-01-06T15:11:54
emp_000308,device_006111,2025-12-15T10:30:57
emp_000508,device_003344,2025-09-18T22:17:00
emp_000068,device_005529,2025-10-16T10:47:15
emp_000581,device_008697,2025-11-24T15:44:02
emp_000012,device_003561,2025-12-23T14:08:49
emp_000169,device_002703,2025-08-25T18:15:10
emp_000376,device_008067,2025-09-29T13:05:29
emp_000296,device_001415,2025-12-20T04:28:38
emp_000462,device_006655,2025-09-04T11:31:23
emp_000195,device_001130,2025-04-21T16:06:20
emp_000490,device_003299,2025-12-29T17:51:37
emp_000248,device_002128,2025-12-23T16:21:31
emp_000370,device_008288,2025-06-24T17:42:43
emp_000021,device_004019,2025-02-05T10:13:28
emp_000548,device_003394,2025-06-25T12:51:30
emp_000004,device_001208,2025-10-24T11:49:33
emp_000413,device_004544,2025-02-12T05:40:49
emp_000522,device_002221,2025-01-03T12:17:37
emp_000305,device_011423,2025-12-22T15:31:56
emp_000125,device_011648,2025-04-28T17:59:30
emp_000204,device_001903,2025-02-24T13:34:40
emp_000543,device_002725,2025-03-10T15:19:42
emp_000079,device_006084,2025-09-10T17:08:54
emp_000325,device_007043,2025-11-07T09:49:06
emp_000495,device_010845,2025-03-26T12:06:00
emp_000160,device_000923,2025-03-08T17:12:44
emp_000578,device_000663,2025-12-08T11:19:13
emp_000494,device_002919,2025-02-17T18:10:48
emp_000050,device_011016,2025-06-24T14:10:50
emp_000276,device_004757,2025-10-22T13:31:08
emp_000023,device_010220,2025-01-20T11:54:30
emp_000307,device_003455,2025-06-20T12:59:46
emp_000577,device_005083,2025-07-08T09:32:24
emp_000524,device_009916,2025-05-01T17:41:39
emp_000076,device_010522,2025-12-05T14:19:26
emp_000440,device_007253,2025-10-13T16:07:53
emp_000291,device_009494,2025-11-14T16:21:46
emp_000525,device_010422,2025-09-16T01:43:54
emp_000081,device_005288,2025-11-12T01:34:10
emp_000555,device_005495,2025-09-04T10:36:57
emp_000448,device_002496,2025-12-07T18:12:52
emp_000488,device_005436,2025-04-14T16:00:05
emp_000267,device_002196,2025-07-11T05:42:00
emp_000580,device_000645,2025-03-21T17:43:14
emp_000332,device_010201,2025-05-08T11:00:03
emp_000182,device_000815,2025-10-30T18:06:07
emp_000329,device_004220,2025-09-01T15:37:57
emp_000528,device_006280,2025-06-19T13:44:07
emp_000545,device_003463,2025-05-23T12:00:30
emp_000478,device_007024,2025-05-28T09:55:50
emp_000268,device_010045,2025-07-21T13:37:09
emp_000436,device_008795,2025-11-04T09:43:48
emp_000039,device_008240,2025-11-07T11:33:03
emp_000210,device_000107,2025-10-29T11:40:10
emp_000090,device_007593,2025-05-08T13:24:53
emp_000011,device_007003,2025-04-07T18:53:55
emp_000051,device_010754,2025-11-13T17:09:14
emp_000352,device_010270,2025-06-30T11:39:04
emp_000580,device_007708,2025-03-20T17:10:12
emp_000502,device_001306,2025-04-28T14:28:16
emp_000274,device_007103,2025-10-13T15:56:13
emp_000517,device_003463,2025-01-16T11:29:40
emp_000210,device_007307,2025-03-28T18:11:50
emp_000296,device_006841,2025-02-18T02:45:53
emp_000353,device_008243,2025-09-09T18:51:16
emp_000529,device_004466,2025-12-10T12:23:39
emp_000462,device_009301,2025-01-13T14:24:33
emp_000255,device_008524,2025-01-03T15:29:53
emp_000530,device_002098,2025-02-18T18:29:56
emp_000293,device_011066,2025-09-11T16:53:49
emp_000382,device_011022,2025-04-25T14:19:40
emp_000286,device_010988,2025-12-02T12:29:03
emp_000501,device_003446,2025-09-04T17:48:36
emp_000218,device_000578,2025-02-19T17:30:51
emp_000548,device_004936,2025-08-07T10:02:20
emp_000513,device_006968,2025-08-15T18:14:59
emp_000334,device_005544,2025-03-22T18:24:37
emp_000545,device_011264,2025-11-17T16:06:11
emp_000054,device_005790,2025-05-30T09:58:41
emp_000239,device_005314,2025-07-14T11:56:19
emp_000414,device_006893,2025-02-06T16:22:43
emp_000356,device_008683,2025-12-08T16:16:48
emp_000143,device_009700,2025-01-20T15:09:33
emp_000377,device_003610,2025-09-20T18:48:49
emp_000432,device_005836,2025-05-05T13:55:34
emp_000246,device_001548,2025-09-22T17:32:44
emp_000414,device_000661,2025-05-06T10:45:39
