transaction_id,account_id,device_id,ip_id,payment_token_id,merchant_id,amount,currency,txn_type,event_timestamp,ingestion_timestamp
txn_003655,acct_000089,device_000369,ip_000306,token_000875,merchant_000034,12.96,USD,purchase,2025-02-27T05:07:21,2025-02-27T05:09:38
txn_000351,acct_000123,device_000535,ip_000103,token_000747,merchant_000060,3.55,USD,purchase,2025-02-27T09:04:15,2025-02-27T09:07:31
txn_000215,acct_000185,device_000228,ip_000222,token_000594,merchant_000051,28.27,USD,purchase,2025-02-27T11:34:32,2025-02-27T11:36:15
txn_001695,acct_000331,device_000144,ip_000118,token_000293,merchant_000071,6.32,USD,purchase,2025-02-27T12:14:08,2025-02-27T12:15:21
txn_002007,acct_000550,device_000061,ip_000468,token_000206,merchant_000043,22.87,USD,purchase,2025-02-27T14:20:06,2025-02-27T14:23:08
txn_002935,acct_000713,device_000101,ip_000322,token_000693,merchant_000079,19.8,USD,purchase,2025-02-27T18:59:27,2025-02-27T18:59:44
txn_001816,acct_000124,device_000103,ip_000280,token_000636,merchant_000021,35.08,USD,purchase,2025-02-27T19:49:22,2025-02-27T19:52:46
txn_000010,acct_000882,device_000184,ip_000055,token_000198,merchant_000068,6.78,USD,purchase,2025-02-27T19:49:30,2025-02-27T19:50:35
txn_001584,acct_001014,device_000073,ip_000310,token_001211,merchant_000068,39.94,USD,purchase,2025-02-28T00:03:01,2025-02-28T00:04:24
txn_003377,acct_000121,device_000213,ip_000245,token_000146,merchant_000045,12.62,USD,purchase,2025-02-28T00:06:33,2025-02-28T00:09:09
txn_002256,acct_001052,device_000503,ip_000112,token_000065,merchant_000007,40.24,USD,purchase,2025-02-28T02:31:54,2025-02-28T02:34:44
txn_001315,acct_000373,device_000168,ip_000011,token_000739,merchant_000038,8.37,USD,purchase,2025-02-28T02:52:18,2025-02-28T02:53:55
txn_003675,acct_000872,device_000235,ip_000429,token_000368,merchant_000072,50.49,USD,purchase,2025-02-28T04:25:04,2025-02-28T04:27:30
txn_003431,acct_000730,device_000096,ip_000426,token_000890,merchant_000029,36.16,USD,purchase,2025-02-28T04:31:38,2025-02-28T04:34:40
txn_001124,acct_000691,device_000009,ip_000296,token_000669,merchant_000018,32.82,USD,purchase,2025-02-28T07:17:42,2025-02-28T07:17:47
txn_000737,acct_000869,device_000545,ip_000389,token_000786,merchant_000011,41.59,USD,purchase,2025-02-28T09:42:37,2025-02-28T09:44:49
txn_000309,acct_000338,device_000283,ip_000058,token_000304,merchant_000064,107.38,USD,purchase,2025-02-28T10:44:37,2025-02-28T10:47:18
txn_000579,acct_000297,device_000332,ip_000341,token_000649,merchant_000002,24.5,USD,purchase,2025-02-28T10:49:12,2025-02-28T10:52:35
txn_000060,acct_001011,device_000201,ip_000376,token_001120,merchant_000032,5.06,USD,purchase,2025-02-28T11:22:49,2025-02-28T11:23:49
txn_003761,acct_000909,device_000238,ip_000051,token_000587,merchant_000073,41.37,USD,purchase,2025-02-28T12:33:02,2025-02-28T12:33:48
txn_002071,acct_000203,device_000554,ip_000203,token_000815,merchant_000075,18.21,USD,purchase,2025-02-28T14:38:01,2025-02-28T14:41:35
txn_000792,acct_000323,device_000430,ip_000089,token_000358,merchant_000067,272.4,USD,purchase,2025-02-28T18:58:06,2025-02-28T18:58:53
txn_002897,acct_000434,device_000501,ip_000272,token_000216,merchant_000032,19.9,USD,purchase,2025-02-28T19:34:49,2025-02-28T19:35:53
txn_001556,acct_000044,device_000456,ip_000274,token_001107,merchant_000002,19.25,USD,purchase,2025-02-28T20:33:53,2025-02-28T20:36:52
txn_000227,acct_000848,device_000422,ip_000156,token_000908,merchant_000036,44.24,USD,purchase,2025-03-01T00:20:32,2025-03-01T00:21:20
txn_001420,acct_000286,device_000553,ip_000467,token_000188,merchant_000065,26.11,USD,purchase,2025-03-01T02:40:37,2025-03-01T02:43:54
txn_001335,acct_000322,device_000206,ip_000461,token_000463,merchant_000078,4.73,USD,purchase,2025-03-01T04:02:50,2025-03-01T04:05:01
txn_000876,acct_000826,device_000475,ip_000445,token_000952,merchant_000058,21.0,USD,purchase,2025-03-01T07:07:33,2025-03-01T07:08:09
txn_002613,acct_000060,device_000099,ip_000248,token_000080,merchant_000073,66.37,USD,purchase,2025-03-01T12:39:34,2025-03-01T12:40:53
txn_001303,acct_000327,device_000204,ip_000103,token_000274,merchant_000067,33.26,USD,purchase,2025-03-01T13:01:38,2025-03-01T13:02:13
txn_002308,acct_000268,device_000119,ip_000188,token_001173,merchant_000076,24.48,USD,purchase,2025-03-01T14:13:26,2025-03-01T14:15:23
txn_003679,acct_000907,device_000510,ip_000483,token_000256,merchant_000025,9.26,USD,purchase,2025-03-01T15:57:59,2025-03-01T16:01:25
txn_001018,acct_000419,device_000376,ip_000322,token_000614,merchant_000056,206.72,USD,purchase,2025-03-01T18:43:36,2025-03-01T18:44:17
txn_002367,acct_000699,device_000432,ip_000338,token_001001,merchant_000016,11.3,USD,purchase,2025-03-01T19:44:18,2025-03-01T19:45:46
txn_003002,acct_000886,device_000444,ip_000331,token_001188,merchant_000033,15.05,USD,purchase,2025-03-01T21:05:23,2025-03-01T21:08:16
txn_003650,acct_000065,device_000211,ip_000489,token_000178,merchant_000007,18.29,USD,purchase,2025-03-01T21:32:14,2025-03-01T21:32:21
txn_003202,acct_000970,device_000534,ip_000233,token_000827,merchant_000002,25.27,USD,purchase,2025-03-02T00:25:18,2025-03-02T00:25:22
txn_001238,acct_000443,device_000069,ip_000281,token_000769,merchant_000078,25.49,USD,purchase,2025-03-02T00:43:36,2025-03-02T00:47:27
txn_001998,acct_000151,device_000134,ip_000024,token_000245,merchant_000072,34.33,USD,purchase,2025-03-02T02:15:25,2025-03-02T02:15:58
txn_000877,acct_000826,device_000475,ip_000445,token_000952,merchant_000058,-21.0,USD,refund,2025-03-02T06:07:33,2025-03-02T06:08:12
txn_004089,acct_000047,device_000524,ip_000127,token_000115,merchant_000022,0.78,USD,purchase,2025-03-02T07:12:27,2025-03-02T07:14:13
txn_004090,acct_000047,device_000524,ip_000127,token_000330,merchant_000069,2.02,USD,purchase,2025-03-02T07:12:31,2025-03-02T07:15:31
txn_004097,acct_000047,device_000524,ip_000127,token_000758,merchant_000057,1.78,USD,purchase,2025-03-02T07:12:59,2025-03-02T07:16:37
txn_004091,acct_000047,device_000524,ip_000127,token_000807,merchant_000045,2.72,USD,purchase,2025-03-02T07:13:05,2025-03-02T07:16:46
txn_004092,acct_000047,device_000524,ip_000127,token_000529,merchant_000071,2.25,USD,purchase,2025-03-02T07:13:09,2025-03-02T07:14:48
txn_004098,acct_000047,device_000524,ip_000127,token_000965,merchant_000070,0.89,USD,purchase,2025-03-02T07:13:12,2025-03-02T07:15:52
txn_004094,acct_000047,device_000524,ip_000127,token_000469,merchant_000007,1.08,USD,purchase,2025-03-02T07:13:27,2025-03-02T07:16:12
txn_004095,acct_000047,device_000524,ip_000127,token_000699,merchant_000051,1.59,USD,purchase,2025-03-02T07:13:33,2025-03-02T07:17:15
txn_004093,acct_000047,device_000524,ip_000127,token_000452,merchant_000029,2.87,USD,purchase,2025-03-02T07:13:47,2025-03-02T07:15:27
txn_004096,acct_000047,device_000524,ip_000127,token_001152,merchant_000010,2.73,USD,purchase,2025-03-02T07:14:12,2025-03-02T07:18:08
txn_001810,acct_000110,device_000516,ip_000251,token_000469,merchant_000080,4.98,USD,purchase,2025-03-02T10:28:53,2025-03-02T10:29:57
txn_002134,acct_000040,device_000437,ip_000454,token_000544,merchant_000057,40.23,USD,purchase,2025-03-02T10:35:26,2025-03-02T10:38:56
txn_000723,acct_000350,device_000038,ip_000487,token_001199,merchant_000050,26.86,USD,purchase,2025-03-02T11:16:06,2025-03-02T11:19:06
txn_000190,acct_000905,device_000316,ip_000188,token_000845,merchant_000034,14.08,USD,purchase,2025-03-02T11:23:33,2025-03-02T11:23:36
txn_000061,acct_001011,device_000201,ip_000376,token_001120,merchant_000032,-5.06,USD,refund,2025-03-02T12:22:49,2025-03-02T12:26:27
txn_000841,acct_000468,device_000381,ip_000470,token_000824,merchant_000006,10.0,USD,purchase,2025-03-02T13:21:48,2025-03-02T13:24:40
txn_002322,acct_000408,device_000423,ip_000129,token_001023,merchant_000080,47.45,USD,purchase,2025-03-02T16:40:16,2025-03-02T16:42:46
txn_000392,acct_000177,device_000495,ip_000067,token_000355,merchant_000026,30.63,USD,purchase,2025-03-02T16:57:10,2025-03-02T16:58:57
txn_000142,acct_000897,device_000391,ip_000203,token_000064,merchant_000061,26.39,USD,purchase,2025-03-02T17:02:25,2025-03-02T17:04:06
txn_000580,acct_000297,device_000332,ip_000341,token_000649,merchant_000002,-24.5,USD,refund,2025-03-02T20:49:12,2025-03-02T20:52:46
txn_000695,acct_001028,device_000408,ip_000406,token_000994,merchant_000006,54.37,USD,purchase,2025-03-02T22:50:17,2025-03-02T22:50:26
txn_000457,acct_000023,device_000176,ip_000168,token_000842,merchant_000051,13.47,USD,purchase,2025-03-02T23:40:35,2025-03-02T23:42:15
txn_002564,acct_000456,device_000256,ip_000292,token_000104,merchant_000056,17.18,USD,purchase,2025-03-03T04:54:54,2025-03-03T04:57:13
txn_000594,acct_000711,device_000496,ip_000315,token_001120,merchant_000001,25.92,USD,purchase,2025-03-03T12:17:08,2025-03-03T12:17:40
txn_000588,acct_000356,device_000413,ip_000463,token_000652,merchant_000067,21.52,USD,purchase,2025-03-03T12:48:06,2025-03-03T12:51:32
txn_002132,acct_000298,device_000064,ip_000205,token_000397,merchant_000020,52.27,USD,purchase,2025-03-03T15:55:53,2025-03-03T15:58:51
txn_002554,acct_000261,device_000010,ip_000097,token_001106,merchant_000059,338.45,USD,purchase,2025-03-03T16:32:48,2025-03-03T16:35:32
txn_003653,acct_000578,device_000163,ip_000427,token_000418,merchant_000057,8.37,USD,purchase,2025-03-03T19:55:06,2025-03-03T19:58:17
txn_003594,acct_000753,device_000408,ip_000480,token_000718,merchant_000051,48.08,USD,purchase,2025-03-03T23:45:24,2025-03-03T23:49:01
txn_003651,acct_000358,device_000359,ip_000082,token_000313,merchant_000074,2.79,USD,purchase,2025-03-04T00:46:02,2025-03-04T00:49:28
txn_002526,acct_000444,device_000466,ip_000243,token_000108,merchant_000010,14.43,USD,purchase,2025-03-04T04:18:41,2025-03-04T04:22:17
txn_002237,acct_000566,device_000092,ip_000396,token_001225,merchant_000066,24.71,USD,purchase,2025-03-04T04:47:47,2025-03-04T04:50:18
txn_000201,acct_000663,device_000480,ip_000141,token_001227,merchant_000071,14.54,USD,purchase,2025-03-04T06:30:32,2025-03-04T06:32:06
txn_001006,acct_000565,device_000489,ip_000494,token_000800,merchant_000035,22.97,USD,purchase,2025-03-04T07:34:46,2025-03-04T07:35:21
txn_001228,acct_000322,device_000343,ip_000168,token_000017,merchant_000028,105.81,USD,purchase,2025-03-04T09:38:49,2025-03-04T09:39:08
txn_002488,acct_001025,device_000147,ip_000134,token_000828,merchant_000074,52.59,USD,purchase,2025-03-04T11:10:24,2025-03-04T11:14:22
txn_000081,acct_000215,device_000076,ip_000176,token_000349,merchant_000049,64.49,USD,purchase,2025-03-04T11:44:18,2025-03-04T11:48:08
txn_000144,acct_000705,device_000217,ip_000212,token_001050,merchant_000019,5.17,USD,purchase,2025-03-04T12:12:12,2025-03-04T12:13:17
txn_000390,acct_000711,device_000460,ip_000358,token_000894,merchant_000003,14.95,USD,purchase,2025-03-04T15:44:11,2025-03-04T15:45:40
txn_002507,acct_000272,device_000149,ip_000478,token_000574,merchant_000004,13.5,USD,purchase,2025-03-04T16:22:12,2025-03-04T16:22:46
txn_001999,acct_000405,device_000489,ip_000300,token_000698,merchant_000065,29.86,USD,purchase,2025-03-04T17:31:30,2025-03-04T17:33:48
txn_001530,acct_000023,device_000303,ip_000415,token_000293,merchant_000039,39.45,USD,purchase,2025-03-05T00:48:15,2025-03-05T00:50:00
txn_000872,acct_000156,device_000193,ip_000096,token_000659,merchant_000030,7.3,USD,purchase,2025-03-05T01:53:50,2025-03-05T01:55:06
txn_002297,acct_000088,device_000581,ip_000197,token_000309,merchant_000040,95.72,USD,purchase,2025-03-05T03:46:24,2025-03-05T03:48:23
txn_001302,acct_000468,device_000550,ip_000407,token_000751,merchant_000007,5.77,USD,purchase,2025-03-05T10:42:51,2025-03-05T10:44:03
txn_003378,acct_000062,device_000374,ip_000124,token_000160,merchant_000024,76.36,USD,purchase,2025-03-05T12:14:10,2025-03-05T12:16:41
txn_002000,acct_000433,device_000455,ip_000043,token_000579,merchant_000077,16.92,USD,purchase,2025-03-06T00:44:02,2025-03-06T00:46:00
txn_003443,acct_000409,device_000262,ip_000481,token_000357,merchant_000063,3.79,USD,purchase,2025-03-06T07:06:37,2025-03-06T07:07:04
txn_000387,acct_000304,device_000486,ip_000217,token_000045,merchant_000015,20.07,USD,purchase,2025-03-06T12:12:55,2025-03-06T12:13:01
txn_003923,acct_000011,device_000008,ip_000317,token_001044,merchant_000025,201.88,USD,purchase,2025-03-06T13:43:26,2025-03-06T13:45:08
txn_002919,acct_000428,device_000335,ip_000096,token_000015,merchant_000056,12.14,USD,purchase,2025-03-06T14:47:03,2025-03-06T14:47:57
txn_000233,acct_000816,device_000312,ip_000397,token_000586,merchant_000060,16.81,USD,purchase,2025-03-06T15:46:03,2025-03-06T15:46:17
txn_000032,acct_000997,device_000551,ip_000356,token_000355,merchant_000072,23.98,USD,purchase,2025-03-06T19:17:57,2025-03-06T19:19:18
txn_000056,acct_001047,device_000369,ip_000029,token_001024,merchant_000073,17.55,USD,purchase,2025-03-06T19:26:50,2025-03-06T19:27:17
txn_000598,acct_000723,device_000383,ip_000460,token_000132,merchant_000058,11.14,USD,purchase,2025-03-06T22:52:26,2025-03-06T22:55:01
txn_002309,acct_000093,device_000216,ip_000110,token_000241,merchant_000021,11.47,USD,purchase,2025-03-07T00:05:11,2025-03-07T00:09:09
txn_001237,acct_000168,device_000321,ip_000292,token_000950,merchant_000061,37.52,USD,purchase,2025-03-07T01:01:15,2025-03-07T01:03:38
txn_001887,acct_000185,device_000260,ip_000233,token_001025,merchant_000044,12.89,USD,purchase,2025-03-07T02:42:03,2025-03-07T02:43:21
txn_001477,acct_000395,device_000254,ip_000106,token_000355,merchant_000001,14.64,USD,purchase,2025-03-07T03:45:18,2025-03-07T03:45:58
txn_003858,acct_000367,device_000171,ip_000022,token_001110,merchant_000076,24.61,USD,purchase,2025-03-07T09:30:15,2025-03-07T09:33:32
txn_002924,acct_000813,device_000425,ip_000168,token_000868,merchant_000003,15.41,USD,purchase,2025-03-07T10:49:40,2025-03-07T10:50:30
txn_003999,acct_000018,device_000313,ip_000379,token_000967,merchant_000008,136.53,USD,purchase,2025-03-07T13:05:09,2025-03-07T13:06:38
txn_000983,acct_000983,device_000022,ip_000051,token_000266,merchant_000034,60.67,USD,purchase,2025-03-07T15:24:18,2025-03-07T15:26:05
txn_000570,acct_000179,device_000511,ip_000049,token_000932,merchant_000041,12.79,USD,purchase,2025-03-07T21:52:58,2025-03-07T21:53:21
txn_003713,acct_000021,device_000252,ip_000385,token_000838,merchant_000032,10.97,USD,purchase,2025-03-07T22:28:37,2025-03-07T22:29:09
txn_001676,acct_000228,device_000034,ip_000054,token_000798,merchant_000014,7.03,USD,purchase,2025-03-07T22:43:39,2025-03-07T22:43:47
txn_001357,acct_000666,device_000176,ip_000093,token_001197,merchant_000040,41.4,USD,purchase,2025-03-08T03:24:54,2025-03-08T03:27:57
txn_000485,acct_000856,device_000538,ip_000214,token_000591,merchant_000056,11.58,USD,purchase,2025-03-08T06:25:35,2025-03-08T06:26:10
txn_000516,acct_000578,device_000565,ip_000139,token_000203,merchant_000007,6.15,USD,purchase,2025-03-08T07:28:52,2025-03-08T07:29:39
txn_004019,acct_000599,device_000135,ip_000456,token_000054,merchant_000019,63.34,USD,purchase,2025-03-08T08:37:17,2025-03-08T08:38:35
txn_001677,acct_000228,device_000034,ip_000054,token_000798,merchant_000014,-7.03,USD,refund,2025-03-08T09:43:39,2025-03-08T09:44:29
txn_003751,acct_000860,device_000327,ip_000048,token_000812,merchant_000051,23.37,USD,purchase,2025-03-08T16:21:34,2025-03-08T16:23:38
txn_000332,acct_000029,device_000542,ip_000112,token_000393,merchant_000037,126.16,USD,purchase,2025-03-08T17:02:40,2025-03-08T17:05:46
txn_003059,acct_000097,device_000320,ip_000373,token_000335,merchant_000048,27.49,USD,purchase,2025-03-08T17:50:06,2025-03-08T17:51:29
txn_000288,acct_000094,device_000249,ip_000360,token_000268,merchant_000002,338.95,USD,purchase,2025-03-08T21:28:37,2025-03-08T21:32:08
txn_000718,acct_001028,device_000152,ip_000374,token_000547,merchant_000011,21.17,USD,purchase,2025-03-09T00:36:39,2025-03-09T00:37:30
txn_001597,acct_001088,device_000312,ip_000481,token_001020,merchant_000039,8.5,USD,purchase,2025-03-09T00:58:53,2025-03-09T01:00:52
txn_002174,acct_000755,device_000492,ip_000125,token_000701,merchant_000055,4.68,USD,purchase,2025-03-09T08:59:25,2025-03-09T09:03:05
txn_002625,acct_000836,device_000280,ip_000386,token_001006,merchant_000079,229.46,USD,purchase,2025-03-09T10:25:07,2025-03-09T10:26:21
txn_000715,acct_000063,device_000483,ip_000312,token_000931,merchant_000063,16.43,USD,purchase,2025-03-09T11:39:46,2025-03-09T11:42:59
txn_000183,acct_000720,device_000204,ip_000296,token_001180,merchant_000069,86.88,USD,purchase,2025-03-09T18:49:11,2025-03-09T18:50:35
txn_001170,acct_000872,device_000165,ip_000439,token_000383,merchant_000016,11.01,USD,purchase,2025-03-09T22:15:35,2025-03-09T22:18:51
txn_001494,acct_000561,device_000090,ip_000148,token_001167,merchant_000074,56.67,USD,purchase,2025-03-09T23:08:49,2025-03-09T23:11:25
txn_001187,acct_000184,device_000554,ip_000383,token_000781,merchant_000033,145.69,USD,purchase,2025-03-09T23:23:37,2025-03-09T23:26:09
txn_001109,acct_000373,device_000451,ip_000492,token_000248,merchant_000061,1.69,USD,purchase,2025-03-10T04:14:06,2025-03-10T04:17:13
txn_002814,acct_001095,device_000501,ip_000278,token_001036,merchant_000039,100.13,USD,purchase,2025-03-10T11:39:49,2025-03-10T11:41:48
txn_003573,acct_000192,device_000312,ip_000226,token_000526,merchant_000058,30.98,USD,purchase,2025-03-10T12:57:21,2025-03-10T12:58:50
txn_000613,acct_000866,device_000199,ip_000151,token_000388,merchant_000052,35.78,USD,purchase,2025-03-10T14:27:06,2025-03-10T14:29:13
txn_000341,acct_000771,device_000454,ip_000236,token_000074,merchant_000005,52.76,USD,purchase,2025-03-10T16:32:24,2025-03-10T16:33:42
txn_001107,acct_000966,device_000414,ip_000266,token_000179,merchant_000059,23.21,USD,purchase,2025-03-10T17:12:40,2025-03-10T17:15:52
txn_000862,acct_000705,device_000348,ip_000044,token_000758,merchant_000009,9.17,USD,purchase,2025-03-10T19:57:15,2025-03-10T19:58:56
txn_003749,acct_000961,device_000302,ip_000373,token_000289,merchant_000079,24.08,USD,purchase,2025-03-10T23:52:05,2025-03-10T23:53:14
txn_000077,acct_000360,device_000388,ip_000158,token_000604,merchant_000017,98.67,USD,purchase,2025-03-11T00:21:40,2025-03-11T00:24:58
txn_001039,acct_000755,device_000248,ip_000285,token_001026,merchant_000067,58.01,USD,purchase,2025-03-11T07:19:03,2025-03-11T07:22:09
txn_001501,acct_000590,device_000120,ip_000469,token_000403,merchant_000059,20.1,USD,purchase,2025-03-11T09:23:29,2025-03-11T09:25:09
txn_002733,acct_000796,device_000422,ip_000121,token_000769,merchant_000056,26.35,USD,purchase,2025-03-11T11:41:23,2025-03-11T11:42:45
txn_000151,acct_000340,device_000527,ip_000072,token_000914,merchant_000021,32.73,USD,purchase,2025-03-11T13:45:14,2025-03-11T13:48:58
txn_000322,acct_000968,device_000128,ip_000335,token_000590,merchant_000054,23.36,USD,purchase,2025-03-11T15:52:15,2025-03-11T15:53:18
txn_002601,acct_000843,device_000139,ip_000488,token_001225,merchant_000001,14.74,USD,purchase,2025-03-11T17:13:57,2025-03-11T17:16:07
txn_003874,acct_000007,device_000003,ip_000042,token_000999,merchant_000039,105.28,USD,purchase,2025-03-11T18:17:22,2025-03-11T18:20:02
txn_000504,acct_000345,device_000058,ip_000050,token_000729,merchant_000061,25.64,USD,purchase,2025-03-11T18:17:59,2025-03-11T18:19:51
txn_002948,acct_001008,device_000239,ip_000359,token_001004,merchant_000033,67.5,USD,purchase,2025-03-11T20:46:20,2025-03-11T20:47:55
txn_002517,acct_000249,device_000535,ip_000300,token_000572,merchant_000045,58.95,USD,purchase,2025-03-11T21:36:24,2025-03-11T21:39:42
txn_002064,acct_000114,device_000319,ip_000317,token_001200,merchant_000075,17.03,USD,purchase,2025-03-11T22:46:06,2025-03-11T22:47:36
txn_001198,acct_000063,device_000380,ip_000412,token_001212,merchant_000055,4.68,USD,purchase,2025-03-12T03:24:28,2025-03-12T03:26:54
txn_001235,acct_000706,device_000166,ip_000116,token_001128,merchant_000001,3.46,USD,purchase,2025-03-12T06:24:48,2025-03-12T06:25:32
txn_000507,acct_000983,device_000281,ip_000356,token_000194,merchant_000076,42.32,USD,purchase,2025-03-12T07:56:33,2025-03-12T07:57:06
txn_000917,acct_000058,device_000519,ip_000228,token_000142,merchant_000065,19.5,USD,purchase,2025-03-12T09:12:59,2025-03-12T09:14:39
txn_002173,acct_000897,device_000082,ip_000490,token_000015,merchant_000053,36.79,USD,purchase,2025-03-12T16:19:56,2025-03-12T16:20:53
txn_000798,acct_000071,device_000395,ip_000324,token_000099,merchant_000026,56.28,USD,purchase,2025-03-12T17:58:13,2025-03-12T17:59:55
txn_000312,acct_000341,device_000165,ip_000365,token_001097,merchant_000037,73.03,USD,purchase,2025-03-12T18:58:38,2025-03-12T18:59:18
txn_002575,acct_000469,device_000225,ip_000230,token_000645,merchant_000020,30.46,USD,purchase,2025-03-12T19:30:58,2025-03-12T19:32:08
txn_001927,acct_000285,device_000092,ip_000469,token_000326,merchant_000050,20.07,USD,purchase,2025-03-12T20:01:33,2025-03-12T20:04:09
txn_001531,acct_000457,device_000470,ip_000187,token_000510,merchant_000002,27.99,USD,purchase,2025-03-12T22:19:28,2025-03-12T22:21:24
txn_001328,acct_000894,device_000149,ip_000092,token_000154,merchant_000025,13.53,USD,purchase,2025-03-13T01:53:10,2025-03-13T01:53:39
txn_001728,acct_000452,device_000378,ip_000033,token_000296,merchant_000063,111.34,USD,purchase,2025-03-13T02:25:01,2025-03-13T02:28:35
txn_001492,acct_000803,device_000173,ip_000285,token_000326,merchant_000023,9.88,USD,purchase,2025-03-13T06:58:03,2025-03-13T07:01:10
txn_002127,acct_000292,device_000435,ip_000456,token_001153,merchant_000003,5.55,USD,purchase,2025-03-13T08:35:48,2025-03-13T08:37:15
txn_003841,acct_000244,device_000535,ip_000353,token_000037,merchant_000044,35.48,USD,purchase,2025-03-13T10:16:31,2025-03-13T10:18:06
txn_000541,acct_000800,device_000411,ip_000311,token_000557,merchant_000027,29.24,USD,purchase,2025-03-13T11:37:21,2025-03-13T11:41:19
txn_001586,acct_000806,device_000292,ip_000126,token_000438,merchant_000020,60.9,USD,purchase,2025-03-13T13:50:51,2025-03-13T13:53:32
txn_000993,acct_000834,device_000024,ip_000014,token_000584,merchant_000042,524.7,USD,purchase,2025-03-13T18:14:18,2025-03-13T18:18:17
txn_000303,acct_000050,device_000466,ip_000238,token_000284,merchant_000052,58.49,USD,purchase,2025-03-13T19:49:09,2025-03-13T19:51:08
txn_000384,acct_000922,device_000272,ip_000175,token_000384,merchant_000028,6.11,USD,purchase,2025-03-13T21:08:22,2025-03-13T21:10:14
txn_000645,acct_000836,device_000582,ip_000280,token_000148,merchant_000044,61.13,USD,purchase,2025-03-13T23:09:42,2025-03-13T23:10:31
txn_002890,acct_000076,device_000272,ip_000135,token_000215,merchant_000048,20.41,USD,purchase,2025-03-13T23:38:07,2025-03-13T23:39:36
txn_001396,acct_000161,device_000508,ip_000432,token_000612,merchant_000019,14.29,USD,purchase,2025-03-14T01:11:31,2025-03-14T01:15:19
txn_002479,acct_000728,device_000202,ip_000235,token_001145,merchant_000036,11.5,USD,purchase,2025-03-14T04:49:11,2025-03-14T04:52:16
txn_001457,acct_000808,device_000541,ip_000207,token_000303,merchant_000058,45.83,USD,purchase,2025-03-14T05:03:13,2025-03-14T05:03:25
txn_002424,acct_000520,device_000492,ip_000259,token_000254,merchant_000015,29.52,USD,purchase,2025-03-14T08:24:35,2025-03-14T08:28:14
txn_000028,acct_000874,device_000474,ip_000119,token_000830,merchant_000024,39.13,USD,purchase,2025-03-14T09:15:07,2025-03-14T09:15:15
txn_000974,acct_000101,device_000033,ip_000431,token_000517,merchant_000050,73.65,USD,purchase,2025-03-14T10:53:18,2025-03-14T10:55:00
txn_003821,acct_000324,device_000377,ip_000155,token_000435,merchant_000003,109.41,USD,purchase,2025-03-14T16:00:27,2025-03-14T16:01:20
txn_004042,acct_000037,device_000233,ip_000397,token_001210,merchant_000020,31.45,USD,purchase,2025-03-14T16:56:44,2025-03-14T16:57:49
txn_004043,acct_000037,device_000233,ip_000397,token_000033,merchant_000064,34.58,USD,purchase,2025-03-14T17:00:44,2025-03-14T17:00:53
txn_004044,acct_000037,device_000233,ip_000397,token_000687,merchant_000016,30.35,USD,purchase,2025-03-14T17:02:44,2025-03-14T17:03:14
txn_002434,acct_000844,device_000294,ip_000431,token_000331,merchant_000050,72.0,USD,purchase,2025-03-14T18:28:29,2025-03-14T18:29:11
txn_001412,acct_001081,device_000421,ip_000164,token_000562,merchant_000056,3.07,USD,purchase,2025-03-14T19:32:56,2025-03-14T19:35:52
txn_003639,acct_000654,device_000348,ip_000097,token_000633,merchant_000026,6.93,USD,purchase,2025-03-14T20:26:12,2025-03-14T20:29:15
txn_002345,acct_000195,device_000224,ip_000292,token_000225,merchant_000017,24.04,USD,purchase,2025-03-14T20:35:20,2025-03-14T20:37:54
txn_001263,acct_000271,device_000441,ip_000205,token_000664,merchant_000053,15.72,USD,purchase,2025-03-15T03:05:08,2025-03-15T03:08:40
txn_003640,acct_000654,device_000348,ip_000097,token_000633,merchant_000026,-6.93,USD,refund,2025-03-15T03:26:12,2025-03-15T03:29:45
txn_000308,acct_001092,device_000300,ip_000232,token_000754,merchant_000009,95.98,USD,purchase,2025-03-15T03:34:57,2025-03-15T03:35:18
txn_002120,acct_000923,device_000160,ip_000135,token_001217,merchant_000007,11.25,USD,purchase,2025-03-15T03:46:41,2025-03-15T03:47:50
txn_001493,acct_000615,device_000458,ip_000089,token_001132,merchant_000053,30.71,USD,purchase,2025-03-15T06:50:20,2025-03-15T06:51:07
txn_000335,acct_000463,device_000568,ip_000209,token_000596,merchant_000055,66.84,USD,purchase,2025-03-15T07:36:12,2025-03-15T07:37:54
txn_002233,acct_001085,device_000137,ip_000056,token_000003,merchant_000002,94.95,USD,purchase,2025-03-15T08:47:11,2025-03-15T08:47:14
txn_000372,acct_000310,device_000570,ip_000437,token_000902,merchant_000007,10.37,USD,purchase,2025-03-15T08:51:41,2025-03-15T08:51:51
txn_000438,acct_000411,device_000207,ip_000403,token_000141,merchant_000044,69.26,USD,purchase,2025-03-15T12:55:18,2025-03-15T12:57:18
txn_000414,acct_001110,device_000055,ip_000491,token_001168,merchant_000067,63.48,USD,purchase,2025-03-15T13:17:50,2025-03-15T13:17:55
txn_001747,acct_000058,device_000341,ip_000275,token_000425,merchant_000048,6.72,USD,purchase,2025-03-15T15:07:08,2025-03-15T15:07:26
txn_001580,acct_000738,device_000443,ip_000251,token_000496,merchant_000028,53.09,USD,purchase,2025-03-15T15:42:02,2025-03-15T15:45:03
txn_002986,acct_000118,device_000084,ip_000302,token_000247,merchant_000077,59.7,USD,purchase,2025-03-15T16:22:47,2025-03-15T16:26:22
