device_id,device_type
device_002264,tablet
device_002265,tablet
device_002266,tablet
device_002267,customer_service_terminal
device_002268,mobile
device_002269,corporate_workstation
device_002270,corporate_workstation
device_002271,tablet
device_002272,corporate_workstation
device_002273,tablet
device_002274,corporate_workstation
device_002275,desktop
device_002276,tablet
device_002277,mobile
device_002278,mobile
device_002279,customer_service_terminal
device_002280,corporate_workstation
device_002281,corporate_workstation
device_002282,desktop
device_002283,customer_service_terminal
device_002284,mobile
device_002285,mobile
device_002286,tablet
device_002287,tablet
device_002288,tablet
device_002289,tablet
device_002290,tablet
device_002291,corporate_workstation
device_002292,mobile
device_002293,corporate_workstation
device_002294,desktop
device_002295,tablet
device_002296,tablet
device_002297,mobile
device_002298,desktop
device_002299,mobile
device_002300,customer_service_terminal
device_002301,desktop
device_002302,customer_service_terminal
device_002303,mobile
device_002304,corporate_workstation
device_002305,tablet
device_002306,customer_service_terminal
device_002307,mobile
device_002308,tablet
device_002309,mobile
device_002310,customer_service_terminal
device_002311,mobile
device_002312,desktop
device_002313,desktop
device_002314,desktop
device_002315,mobile
device_002316,mobile
device_002317,tablet
device_002318,tablet
device_002319,customer_service_terminal
device_002320,tablet
device_002321,mobile
device_002322,tablet
device_002323,tablet
device_002324,tablet
device_002325,desktop
device_002326,corporate_workstation
device_002327,desktop
device_002328,desktop
device_002329,desktop
device_002330,desktop
device_002331,tablet
device_002332,mobile
device_002333,customer_service_terminal
device_002334,corporate_workstation
device_002335,customer_service_terminal
device_002336,desktop
device_002337,mobile
device_002338,desktop
device_002339,tablet
device_002340,customer_service_terminal
device_002341,corporate_workstation
device_002342,customer_service_terminal
device_002343,corporate_workstation
device_002344,tablet
device_002345,desktop
device_002346,tablet
device_002347,mobile
device_002348,mobile
device_002349,corporate_workstation
device_002350,desktop
device_002351,customer_service_terminal
device_002352,corporate_workstation
device_002353,desktop
device_002354,mobile
device_002355,mobile
device_002356,mobile
device_002357,desktop
device_002358,tablet
device_002359,corporate_workstation
device_002360,desktop
device_002361,customer_service_terminal
device_002362,customer_service_terminal
device_002363,customer_service_terminal
device_002364,desktop
device_002365,desktop
device_002366,mobile
device_002367,desktop
device_002368,desktop
device_002369,corporate_workstation
device_002370,tablet
device_002371,corporate_workstation
device_002372,customer_service_terminal
device_002373,customer_service_terminal
device_002374,tablet
device_002375,tablet
device_002376,customer_service_terminal
device_002377,desktop
device_002378,desktop
device_002379,tablet
device_002380,customer_service_terminal
device_002381,corporate_workstation
device_002382,mobile
device_002383,tablet
device_002384,customer_service_terminal
device_002385,desktop
device_002386,tablet
device_002387,tablet
device_002388,corporate_workstation
device_002389,customer_service_terminal
device_002390,mobile
device_002391,corporate_workstation
device_002392,desktop
device_002393,customer_service_terminal
device_002394,desktop
device_002395,mobile
device_002396,mobile
device_002397,mobile
device_002398,corporate_workstation
device_002399,mobile
device_002400,tablet
device_002401,corporate_workstation
device_002402,desktop
device_002403,tablet
device_002404,tablet
device_002405,corporate_workstation
device_002406,desktop
device_002407,tablet
device_002408,tablet
device_002409,desktop
device_002410,corporate_workstation
device_002411,mobile
device_002412,desktop
device_002413,tablet
device_002414,desktop
device_002415,corporate_workstation
device_002416,corporate_workstation
device_002417,corporate_workstation
device_002418,desktop
device_002419,desktop
device_002420,tablet
device_002421,corporate_workstation
device_002422,tablet
device_002423,corporate_workstation
device_002424,tablet
device_002425,customer_service_terminal
device_002426,tablet
device_002427,tablet
device_002428,corporate_workstation
device_002429,customer_service_terminal
device_002430,tablet
device_002431,customer_service_terminal
device_002432,corporate_workstation
device_002433,customer_service_terminal
device_002434,tablet
device_002435,desktop
device_002436,desktop
device_002437,corporate_workstation
device_002438,customer_service_terminal
device_002439,corporate_workstation
device_002440,corporate_workstation
device_002441,mobile
device_002442,mobile
device_002443,corporate_workstation
device_002444,tablet
device_002445,desktop
device_002446,corporate_workstation
device_002447,mobile
device_002448,tablet
device_002449,customer_service_terminal
device_002450,desktop
device_002451,customer_service_terminal
device_002452,tablet
device_002453,corporate_workstation
device_002454,tablet
device_002455,customer_service_terminal
device_002456,corporate_workstation
device_002457,mobile
device_002458,desktop
device_002459,mobile
device_002460,tablet
device_002461,desktop
device_002462,tablet
device_002463,tablet
device_002464,tablet
device_002465,desktop
device_002466,customer_service_terminal
device_002467,desktop
device_002468,corporate_workstation
device_002469,mobile
device_002470,customer_service_terminal
device_002471,tablet
device_002472,customer_service_terminal
device_002473,desktop
device_002474,corporate_workstation
device_002475,corporate_workstation
device_002476,desktop
device_002477,mobile
device_002478,desktop
device_002479,customer_service_terminal
device_002480,mobile
device_002481,corporate_workstation
device_002482,tablet
device_002483,corporate_workstation
device_002484,mobile
device_002485,desktop
device_002486,desktop
device_002487,desktop
device_002488,corporate_workstation
device_002489,tablet
device_002490,tablet
device_002491,customer_service_terminal
device_002492,mobile
device_002493,corporate_workstation
device_002494,corporate_workstation
device_002495,tablet
device_002496,customer_service_terminal
device_002497,tablet
device_002498,desktop
device_002499,corporate_workstation
device_002500,mobile
device_002501,customer_service_terminal
device_002502,corporate_workstation
device_002503,mobile
device_002504,tablet
device_002505,mobile
device_002506,desktop
device_002507,desktop
device_002508,customer_service_terminal
device_002509,customer_service_terminal
device_002510,desktop
device_002511,mobile
device_002512,corporate_workstation
device_002513,tablet
device_002514,customer_service_terminal
device_002515,desktop
device_002516,desktop
device_002517,desktop
device_002518,tablet
device_002519,desktop
device_002520,mobile
device_002521,customer_service_terminal
device_002522,corporate_workstation
device_002523,corporate_workstation
device_002524,mobile
device_002525,tablet
device_002526,tablet
device_002527,tablet
device_002528,tablet
device_002529,mobile
device_002530,tablet
device_002531,desktop
device_002532,tablet
device_002533,desktop
device_002534,desktop
device_002535,customer_service_terminal
device_002536,tablet
device_002537,desktop
device_002538,mobile
device_002539,mobile
device_002540,mobile
device_002541,desktop
device_002542,desktop
device_002543,mobile
device_002544,mobile
device_002545,customer_service_terminal
device_002546,corporate_workstation
device_002547,customer_service_terminal
device_002548,corporate_workstation
device_002549,desktop
device_002550,tablet
device_002551,corporate_workstation
device_002552,customer_service_terminal
device_002553,desktop
device_002554,desktop
device_002555,desktop
device_002556,tablet
device_002557,tablet
device_002558,customer_service_terminal
device_002559,tablet
device_002560,mobile
device_002561,customer_service_terminal
device_002562,desktop
device_002563,customer_service_terminal
device_002564,customer_service_terminal
device_002565,tablet
device_002566,tablet
device_002567,mobile
device_002568,desktop
device_002569,tablet
device_002570,mobile
device_002571,corporate_workstation
device_002572,corporate_workstation
device_002573,customer_service_terminal
device_002574,corporate_workstation
device_002575,tablet
device_002576,customer_service_terminal
device_002577,desktop
device_002578,mobile
device_002579,customer_service_terminal
device_002580,corporate_workstation
device_002581,tablet
device_002582,corporate_workstation
device_002583,customer_service_terminal
device_002584,mobile
device_002585,mobile
device_002586,desktop
device_002587,desktop
device_002588,corporate_workstation
device_002589,customer_service_terminal
device_002590,corporate_workstation
device_002591,mobile
device_002592,customer_service_terminal
device_002593,desktop
device_002594,corporate_workstation
device_002595,mobile
device_002596,mobile
device_002597,mobile
device_002598,mobile
device_002599,corporate_workstation
device_002600,corporate_workstation
device_002601,tablet
device_002602,mobile
device_002603,tablet
device_002604,corporate_workstation
device_002605,customer_service_terminal
device_002606,mobile
device_002607,customer_service_terminal
device_002608,mobile
device_002609,desktop
device_002610,customer_service_terminal
device_002611,customer_service_terminal
device_002612,customer_service_terminal
device_002613,mobile
device_002614,corporate_workstation
device_002615,corporate_workstation
device_002616,mobile
device_002617,mobile
device_002618,corporate_workstation
device_002619,mobile
device_002620,corporate_workstation
device_002621,desktop
device_002622,mobile
device_002623,corporate_workstation
device_002624,tablet
device_002625,tablet
device_002626,customer_service_terminal
device_002627,corporate_workstation
device_002628,mobile
device_002629,desktop
device_002630,corporate_workstation
device_002631,desktop
device_002632,customer_service_terminal
device_002633,mobile
device_002634,corporate_workstation
device_002635,customer_service_terminal
device_002636,desktop
device_002637,tablet
device_002638,corporate_workstation
device_002639,tablet
device_002640,corporate_workstation
device_002641,corporate_workstation
device_002642,customer_service_terminal
device_002643,mobile
device_002644,desktop
device_002645,mobile
device_002646,customer_service_terminal
device_002647,mobile
device_002648,mobile
device_002649,tablet
device_002650,customer_service_terminal
device_002651,corporate_workstation
device_002652,tablet
device_002653,corporate_workstation
device_002654,tablet
device_002655,mobile
device_002656,tablet
device_002657,tablet
device_002658,customer_service_terminal
device_002659,corporate_workstation
device_002660,mobile
device_002661,mobile
device_002662,customer_service_terminal
device_002663,mobile
device_002664,desktop
device_002665,tablet
device_002666,mobile
device_002667,tablet
device_002668,customer_service_terminal
device_002669,customer_service_terminal
device_002670,customer_service_terminal
device_002671,desktop
device_002672,tablet
device_002673,mobile
device_002674,tablet
device_002675,mobile
device_002676,mobile
device_002677,corporate_workstation
device_002678,customer_service_terminal
device_002679,tablet
device_002680,tablet
device_002681,customer_service_terminal
device_002682,tablet
device_002683,mobile
device_002684,mobile
device_002685,customer_service_terminal
device_002686,customer_service_terminal
device_002687,tablet
device_002688,tablet
device_002689,tablet
device_002690,corporate_workstation
device_002691,customer_service_terminal
device_002692,customer_service_terminal
device_002693,desktop
device_002694,desktop
device_002695,desktop
device_002696,tablet
device_002697,mobile
device_002698,tablet
device_002699,mobile
device_002700,corporate_workstation
device_002701,mobile
device_002702,corporate_workstation
device_002703,customer_service_terminal
device_002704,desktop
device_002705,corporate_workstation
device_002706,desktop
device_002707,corporate_workstation
device_002708,corporate_workstation
device_002709,customer_service_terminal
device_002710,mobile
device_002711,customer_service_terminal
device_002712,corporate_workstation
device_002713,tablet
device_002714,corporate_workstation
device_002715,tablet
device_002716,desktop
device_002717,customer_service_terminal
device_002718,corporate_workstation
device_002719,desktop
device_002720,corporate_workstation
device_002721,desktop
device_002722,desktop
device_002723,customer_service_terminal
device_002724,customer_service_terminal
device_002725,customer_service_terminal
device_002726,desktop
device_002727,corporate_workstation
device_002728,desktop
device_002729,tablet
device_002730,tablet
device_002731,desktop
device_002732,mobile
device_002733,tablet
device_002734,tablet
device_002735,corporate_workstation
device_002736,customer_service_terminal
device_002737,mobile
device_002738,mobile
device_002739,corporate_workstation
device_002740,customer_service_terminal
device_002741,corporate_workstation
device_002742,tablet
device_002743,tablet
device_002744,customer_service_terminal
device_002745,tablet
device_002746,customer_service_terminal
device_002747,desktop
device_002748,mobile
device_002749,desktop
device_002750,mobile
device_002751,desktop
device_002752,customer_service_terminal
device_002753,corporate_workstation
device_002754,desktop
device_002755,desktop
device_002756,tablet
device_002757,desktop
device_002758,tablet
device_002759,tablet
device_002760,tablet
device_002761,customer_service_terminal
device_002762,customer_service_terminal
device_002763,desktop
device_002764,corporate_workstation
device_002765,corporate_workstation
device_002766,mobile
device_002767,corporate_workstation
device_002768,mobile
device_002769,desktop
device_002770,corporate_workstation
device_002771,desktop
device_002772,customer_service_terminal
device_002773,corporate_workstation
device_002774,corporate_workstation
device_002775,tablet
device_002776,mobile
device_002777,desktop
device_002778,mobile
device_002779,customer_service_terminal
device_002780,tablet
device_002781,desktop
device_002782,mobile
device_002783,customer_service_terminal
device_002784,customer_service_terminal
device_002785,tablet
device_002786,desktop
device_002787,mobile
device_002788,tablet
device_002789,desktop
device_002790,customer_service_terminal
device_002791,desktop
device_002792,tablet
device_002793,tablet
device_002794,tablet
device_002795,tablet
device_002796,mobile
device_002797,mobile
device_002798,customer_service_terminal
device_002799,corporate_workstation
device_002800,desktop
device_002801,corporate_workstation
device_002802,desktop
device_002803,tablet
device_002804,customer_service_terminal
device_002805,tablet
device_002806,desktop
device_002807,mobile
device_002808,customer_service_terminal
device_002809,mobile
device_002810,mobile
device_002811,tablet
device_002812,mobile
device_002813,desktop
device_002814,mobile
device_002815,mobile
device_002816,desktop
device_002817,corporate_workstation
device_002818,desktop
device_002819,desktop
device_002820,corporate_workstation
device_002821,corporate_workstation
device_002822,tablet
device_002823,desktop
device_002824,mobile
device_002825,corporate_workstation
device_002826,tablet
device_002827,tablet
device_002828,tablet
device_002829,mobile
device_002830,customer_service_terminal
device_002831,tablet
device_002832,mobile
device_002833,customer_service_terminal
device_002834,customer_service_terminal
device_002835,tablet
device_002836,mobile
device_002837,tablet
device_002838,corporate_workstation
device_002839,customer_service_terminal
device_002840,tablet
device_002841,corporate_workstation
device_002842,tablet
device_002843,tablet
device_002844,tablet
device_002845,tablet
device_002846,corporate_workstation
device_002847,mobile
device_002848,customer_service_terminal
device_002849,customer_service_terminal
device_002850,tablet
device_002851,customer_service_terminal
device_002852,desktop
device_002853,desktop
device_002854,corporate_workstation
device_002855,corporate_workstation
device_002856,mobile
device_002857,mobile
device_002858,customer_service_terminal
device_002859,corporate_workstation
device_002860,desktop
device_002861,desktop
device_002862,corporate_workstation
device_002863,desktop
device_002864,tablet
device_002865,corporate_workstation
device_002866,desktop
device_002867,tablet
device_002868,customer_service_terminal
device_002869,desktop
device_002870,desktop
device_002871,desktop
device_002872,mobile
device_002873,customer_service_terminal
device_002874,mobile
device_002875,corporate_workstation
device_002876,desktop
device_002877,customer_service_terminal
device_002878,mobile
device_002879,tablet
device_002880,mobile
device_002881,corporate_workstation
device_002882,corporate_workstation
device_002883,tablet
device_002884,desktop
device_002885,tablet
device_002886,mobile
device_002887,mobile
device_002888,corporate_workstation
device_002889,tablet
device_002890,customer_service_terminal
device_002891,mobile
device_002892,mobile
device_002893,corporate_workstation
device_002894,mobile
device_002895,mobile
device_002896,mobile
device_002897,mobile
device_002898,tablet
device_002899,desktop
device_002900,tablet
device_002901,mobile
device_002902,mobile
device_002903,customer_service_terminal
device_002904,mobile
device_002905,desktop
device_002906,tablet
device_002907,corporate_workstation
device_002908,customer_service_terminal
device_002909,customer_service_terminal
device_002910,desktop
device_002911,corporate_workstation
device_002912,tablet
device_002913,corporate_workstation
device_002914,customer_service_terminal
device_002915,tablet
device_002916,customer_service_terminal
device_002917,desktop
device_002918,desktop
device_002919,corporate_workstation
device_002920,corporate_workstation
device_002921,customer_service_terminal
device_002922,customer_service_terminal
device_002923,desktop
device_002924,corporate_workstation
device_002925,tablet
device_002926,mobile
device_002927,customer_service_terminal
device_002928,desktop
device_002929,mobile
device_002930,corporate_workstation
device_002931,customer_service_terminal
device_002932,tablet
device_002933,tablet
device_002934,customer_service_terminal
device_002935,mobile
device_002936,corporate_workstation
device_002937,tablet
device_002938,desktop
device_002939,customer_service_terminal
device_002940,tablet
device_002941,tablet
device_002942,corporate_workstation
device_002943,desktop
device_002944,desktop
device_002945,mobile
device_002946,desktop
device_002947,mobile
device_002948,tablet
device_002949,desktop
device_002950,tablet
device_002951,tablet
device_002952,corporate_workstation
device_002953,desktop
device_002954,customer_service_terminal
device_002955,desktop
device_002956,corporate_workstation
device_002957,tablet
device_002958,customer_service_terminal
device_002959,corporate_workstation
device_002960,corporate_workstation
device_002961,customer_service_terminal
device_002962,desktop
device_002963,tablet
device_002964,desktop
device_002965,corporate_workstation
device_002966,mobile
device_002967,mobile
device_002968,mobile
device_002969,desktop
device_002970,mobile
device_002971,customer_service_terminal
device_002972,tablet
device_002973,mobile
device_002974,mobile
device_002975,corporate_workstation
device_002976,tablet
device_002977,mobile
device_002978,corporate_workstation
device_002979,mobile
device_002980,customer_service_terminal
device_002981,mobile
device_002982,customer_service_terminal
device_002983,corporate_workstation
device_002984,corporate_workstation
device_002985,desktop
device_002986,desktop
device_002987,tablet
device_002988,mobile
device_002989,tablet
device_002990,desktop
device_002991,mobile
device_002992,desktop
device_002993,desktop
device_002994,corporate_workstation
device_002995,tablet
device_002996,desktop
device_002997,tablet
device_002998,customer_service_terminal
device_002999,desktop
device_003000,mobile
device_003001,mobile
device_003002,mobile
device_003003,mobile
device_003004,mobile
device_003005,customer_service_terminal
device_003006,mobile
device_003007,customer_service_terminal
device_003008,customer_service_terminal
device_003009,customer_service_terminal
device_003010,desktop
device_003011,mobile
device_003012,customer_service_terminal
device_003013,tablet
device_003014,customer_service_terminal
device_003015,mobile
device_003016,mobile
device_003017,corporate_workstation
device_003018,customer_service_terminal
device_003019,mobile
device_003020,desktop
device_003021,customer_service_terminal
device_003022,desktop
device_003023,corporate_workstation
device_003024,corporate_workstation
device_003025,mobile
device_003026,corporate_workstation
device_003027,customer_service_terminal
device_003028,customer_service_terminal
device_003029,desktop
device_003030,customer_service_terminal
device_003031,mobile
device_003032,customer_service_terminal
device_003033,desktop
device_003034,mobile
device_003035,corporate_workstation
device_003036,desktop
device_003037,tablet
device_003038,tablet
device_003039,tablet
device_003040,mobile
device_003041,desktop
device_003042,tablet
device_003043,tablet
device_003044,desktop
device_003045,customer_service_terminal
device_003046,mobile
device_003047,customer_service_terminal
device_003048,mobile
device_003049,desktop
device_003050,desktop
device_003051,tablet
device_003052,customer_service_terminal
device_003053,mobile
device_003054,corporate_workstation
device_003055,customer_service_terminal
device_003056,corporate_workstation
device_003057,tablet
device_003058,corporate_workstation
device_003059,tablet
device_003060,mobile
device_003061,corporate_workstation
device_003062,desktop
device_003063,mobile
device_003064,mobile
device_003065,mobile
device_003066,corporate_workstation
device_003067,customer_service_terminal
device_003068,desktop
device_003069,desktop
device_003070,mobile
device_003071,customer_service_terminal
device_003072,tablet
device_003073,tablet
device_003074,desktop
device_003075,customer_service_terminal
device_003076,tablet
device_003077,customer_service_terminal
device_003078,customer_service_terminal
device_003079,corporate_workstation
device_003080,desktop
device_003081,mobile
device_003082,customer_service_terminal
device_003083,customer_service_terminal
device_003084,mobile
device_003085,corporate_workstation
device_003086,desktop
device_003087,tablet
device_003088,customer_service_terminal
device_003089,desktop
device_003090,tablet
device_003091,tablet
device_003092,corporate_workstation
device_003093,mobile
device_003094,mobile
device_003095,tablet
device_003096,tablet
device_003097,tablet
device_003098,tablet
device_003099,mobile
device_003100,customer_service_terminal
device_003101,tablet
device_003102,tablet
device_003103,tablet
device_003104,desktop
device_003105,customer_service_terminal
device_003106,customer_service_terminal
device_003107,desktop
device_003108,tablet
device_003109,desktop
device_003110,tablet
device_003111,customer_service_terminal
device_003112,customer_service_terminal
device_003113,corporate_workstation
device_003114,mobile
device_003115,mobile
device_003116,tablet
device_003117,desktop
device_003118,tablet
device_003119,tablet
device_003120,desktop
device_003121,customer_service_terminal
device_003122,desktop
device_003123,desktop
device_003124,tablet
device_003125,tablet
device_003126,tablet
device_003127,tablet
device_003128,customer_service_terminal
device_003129,customer_service_terminal
device_003130,mobile
device_003131,customer_service_terminal
device_003132,desktop
device_003133,tablet
device_003134,tablet
device_003135,mobile
device_003136,tablet
device_003137,corporate_workstation
device_003138,desktop
device_003139,desktop
device_003140,customer_service_terminal
device_003141,customer_service_terminal
device_003142,customer_service_terminal
device_003143,customer_service_terminal
device_003144,mobile
device_003145,tablet
device_003146,corporate_workstation
device_003147,customer_service_terminal
device_003148,customer_service_terminal
device_003149,desktop
device_003150,corporate_workstation
device_003151,customer_service_terminal
device_003152,customer_service_terminal
device_003153,mobile
device_003154,desktop
device_003155,corporate_workstation
device_003156,corporate_workstation
device_003157,customer_service_terminal
device_003158,tablet
device_003159,tablet
device_003160,tablet
device_003161,desktop
device_003162,tablet
device_003163,corporate_workstation
device_003164,customer_service_terminal
device_003165,tablet
device_003166,tablet
device_003167,corporate_workstation
device_003168,mobile
device_003169,customer_service_terminal
device_003170,desktop
device_003171,customer_service_terminal
device_003172,corporate_workstation
device_003173,customer_service_terminal
device_003174,mobile
device_003175,corporate_workstation
device_003176,mobile
device_003177,mobile
device_003178,corporate_workstation
device_003179,mobile
device_003180,tablet
device_003181,mobile
device_003182,tablet
device_003183,corporate_workstation
device_003184,tablet
device_003185,customer_service_terminal
device_003186,customer_service_terminal
device_003187,desktop
device_003188,customer_service_terminal
device_003189,mobile
device_003190,desktop
device_003191,customer_service_terminal
device_003192,corporate_workstation
device_003193,tablet
device_003194,corporate_workstation
device_003195,mobile
device_003196,customer_service_terminal
device_003197,customer_service_terminal
device_003198,tablet
device_003199,mobile
device_003200,mobile
device_003201,corporate_workstation
device_003202,customer_service_terminal
device_003203,tablet
device_003204,mobile
device_003205,mobile
device_003206,corporate_workstation
device_003207,mobile
device_003208,mobile
device_003209,customer_service_terminal
device_003210,desktop
device_003211,corporate_workstation
device_003212,corporate_workstation
device_003213,customer_service_terminal
device_003214,desktop
device_003215,customer_service_terminal
device_003216,tablet
device_003217,customer_service_terminal
device_003218,tablet
device_003219,corporate_workstation
device_003220,tablet
device_003221,mobile
device_003222,desktop
device_003223,mobile
device_003224,desktop
device_003225,customer_service_terminal
device_003226,desktop
device_003227,mobile
device_003228,mobile
device_003229,mobile
device_003230,desktop
device_003231,corporate_workstation
device_003232,mobile
device_003233,mobile
device_003234,customer_service_terminal
device_003235,tablet
device_003236,mobile
device_003237,tablet
device_003238,corporate_workstation
device_003239,desktop
device_003240,customer_service_terminal
device_003241,mobile
device_003242,tablet
device_003243,customer_service_terminal
device_003244,corporate_workstation
device_003245,desktop
device_003246,desktop
device_003247,desktop
device_003248,desktop
device_003249,desktop
device_003250,tablet
device_003251,customer_service_terminal
device_003252,desktop
device_003253,mobile
device_003254,customer_service_terminal
device_003255,mobile
device_003256,tablet
device_003257,desktop
device_003258,mobile
device_003259,mobile
device_003260,tablet
device_003261,desktop
device_003262,mobile
device_003263,desktop
device_003264,corporate_workstation
device_003265,desktop
device_003266,tablet
device_003267,tablet
device_003268,desktop
device_003269,corporate_workstation
device_003270,customer_service_terminal
device_003271,tablet
device_003272,corporate_workstation
device_003273,desktop
device_003274,tablet
device_003275,corporate_workstation
device_003276,mobile
device_003277,corporate_workstation
device_003278,tablet
device_003279,mobile
device_003280,corporate_workstation
device_003281,corporate_workstation
device_003282,tablet
device_003283,customer_service_terminal
device_003284,corporate_workstation
device_003285,tablet
device_003286,tablet
device_003287,corporate_workstation
device_003288,mobile
device_003289,tablet
device_003290,customer_service_terminal
device_003291,tablet
device_003292,desktop
device_003293,corporate_workstation
device_003294,corporate_workstation
device_003295,corporate_workstation
device_003296,corporate_workstation
device_003297,desktop
device_003298,corporate_workstation
device_003299,corporate_workstation
device_003300,mobile
device_003301,corporate_workstation
device_003302,tablet
device_003303,tablet
device_003304,customer_service_terminal
device_003305,customer_service_terminal
device_003306,tablet
device_003307,corporate_workstation
device_003308,customer_service_terminal
device_003309,desktop
device_003310,corporate_workstation
device_003311,customer_service_terminal
device_003312,desktop
device_003313,corporate_workstation
device_003314,customer_service_terminal
device_003315,desktop
device_003316,corporate_workstation
device_003317,customer_service_terminal
device_003318,tablet
device_003319,desktop
device_003320,tablet
device_003321,tablet
device_003322,desktop
device_003323,tablet
device_003324,tablet
device_003325,corporate_workstation
device_003326,customer_service_terminal
device_003327,corporate_workstation
device_003328,desktop
device_003329,desktop
device_003330,mobile
device_003331,tablet
device_003332,tablet
device_003333,corporate_workstation
device_003334,customer_service_terminal
device_003335,tablet
device_003336,mobile
device_003337,customer_service_terminal
device_003338,customer_service_terminal
device_003339,corporate_workstation
device_003340,desktop
device_003341,desktop
device_003342,tablet
device_003343,customer_service_terminal
device_003344,customer_service_terminal
device_003345,desktop
device_003346,corporate_workstation
device_003347,corporate_workstation
device_003348,desktop
device_003349,tablet
device_003350,customer_service_terminal
device_003351,corporate_workstation
device_003352,customer_service_terminal
device_003353,mobile
device_003354,corporate_workstation
device_003355,mobile
device_003356,corporate_workstation
device_003357,corporate_workstation
device_003358,mobile
device_003359,corporate_workstation
device_003360,mobile
device_003361,customer_service_terminal
device_003362,desktop
device_003363,customer_service_terminal
device_003364,corporate_workstation
device_003365,tablet
device_003366,tablet
device_003367,desktop
device_003368,mobile
device_003369,mobile
device_003370,tablet
device_003371,desktop
device_003372,corporate_workstation
device_003373,desktop
device_003374,customer_service_terminal
device_003375,desktop
device_003376,customer_service_terminal
device_003377,mobile
device_003378,tablet
device_003379,tablet
device_003380,desktop
device_003381,tablet
device_003382,desktop
device_003383,customer_service_terminal
device_003384,corporate_workstation
device_003385,corporate_workstation
device_003386,corporate_workstation
device_003387,mobile
device_003388,desktop
device_003389,customer_service_terminal
device_003390,mobile
device_003391,mobile
device_003392,tablet
device_003393,desktop
device_003394,corporate_workstation
device_003395,customer_service_terminal
device_003396,corporate_workstation
device_003397,mobile
device_003398,corporate_workstation
device_003399,mobile
device_003400,desktop
device_003401,mobile
device_003402,corporate_workstation
device_003403,corporate_workstation
device_003404,mobile
device_003405,desktop
device_003406,customer_service_terminal
device_003407,mobile
device_003408,corporate_workstation
device_003409,desktop
device_003410,corporate_workstation
device_003411,desktop
device_003412,mobile
device_003413,desktop
device_003414,tablet
device_003415,customer_service_terminal
device_003416,corporate_workstation
device_003417,desktop
device_003418,desktop
device_003419,tablet
device_003420,customer_service_terminal
device_003421,corporate_workstation
device_003422,desktop
device_003423,mobile
device_003424,mobile
device_003425,mobile
device_003426,desktop
device_003427,desktop
device_003428,corporate_workstation
device_003429,customer_service_terminal
device_003430,mobile
device_003431,corporate_workstation
device_003432,desktop
device_003433,tablet
device_003434,corporate_workstation
device_003435,desktop
device_003436,tablet
device_003437,corporate_workstation
device_003438,desktop
device_003439,customer_service_terminal
device_003440,tablet
device_003441,tablet
device_003442,desktop
device_003443,corporate_workstation
device_003444,mobile
device_003445,mobile
device_003446,customer_service_terminal
device_003447,corporate_workstation
device_003448,tablet
device_003449,desktop
device_003450,customer_service_terminal
device_003451,desktop
device_003452,customer_service_terminal
device_003453,corporate_workstation
device_003454,corporate_workstation
device_003455,corporate_workstation
device_003456,corporate_workstation
device_003457,mobile
device_003458,corporate_workstation
device_003459,tablet
device_003460,mobile
device_003461,customer_service_terminal
device_003462,mobile
device_003463,customer_service_terminal
device_003464,desktop
device_003465,corporate_workstation
device_003466,mobile
device_003467,mobile
device_003468,tablet
device_003469,corporate_workstation
device_003470,corporate_workstation
device_003471,corporate_workstation
device_003472,corporate_workstation
device_003473,desktop
device_003474,tablet
device_003475,mobile
device_003476,tablet
device_003477,desktop
device_003478,tablet
device_003479,desktop
device_003480,customer_service_terminal
device_003481,mobile
device_003482,tablet
device_003483,tablet
device_003484,desktop
device_003485,desktop
device_003486,tablet
device_003487,corporate_workstation
device_003488,tablet
device_003489,mobile
device_003490,desktop
device_003491,mobile
device_003492,corporate_workstation
device_003493,tablet
device_003494,corporate_workstation
device_003495,tablet
device_003496,desktop
device_003497,tablet
device_003498,corporate_workstation
device_003499,mobile
device_003500,desktop
device_003501,tablet
device_003502,mobile
device_003503,customer_service_terminal
device_003504,corporate_workstation
device_003505,customer_service_terminal
device_003506,mobile
device_003507,customer_service_terminal
device_003508,tablet
device_003509,tablet
device_003510,desktop
device_003511,mobile
device_003512,customer_service_terminal
device_003513,customer_service_terminal
device_003514,mobile
device_003515,tablet
device_003516,customer_service_terminal
device_003517,desktop
device_003518,mobile
device_003519,customer_service_terminal
device_003520,tablet
device_003521,desktop
device_003522,mobile
device_003523,desktop
device_003524,customer_service_terminal
device_003525,customer_service_terminal
device_003526,corporate_workstation
device_003527,mobile
device_003528,tablet
device_003529,tablet
device_003530,mobile
device_003531,corporate_workstation
device_003532,corporate_workstation
device_003533,mobile
device_003534,corporate_workstation
device_003535,customer_service_terminal
device_003536,customer_service_terminal
device_003537,customer_service_terminal
device_003538,desktop
device_003539,desktop
device_003540,tablet
device_003541,tablet
device_003542,desktop
device_003543,mobile
device_003544,desktop
device_003545,desktop
device_003546,corporate_workstation
device_003547,desktop
device_003548,customer_service_terminal
device_003549,customer_service_terminal
device_003550,customer_service_terminal
device_003551,mobile
device_003552,corporate_workstation
device_003553,customer_service_terminal
device_003554,corporate_workstation
device_003555,mobile
device_003556,corporate_workstation
device_003557,desktop
device_003558,mobile
device_003559,desktop
device_003560,corporate_workstation
device_003561,customer_service_terminal
device_003562,desktop
device_003563,tablet
device_003564,corporate_workstation
device_003565,corporate_workstation
device_003566,mobile
device_003567,desktop
device_003568,customer_service_terminal
device_003569,desktop
