case_id,opened_at,status
case_000560,2025-09-29T17:35:05,closed_no_action
case_000561,2025-03-15T12:44:40,closed_no_action
case_000562,2025-02-28T14:43:59,closed_no_action
case_000563,2025-10-20T18:30:49,closed_no_action
case_000564,2025-05-12T11:20:24,closed_no_action
case_000565,2025-01-15T15:41:17,closed_no_action
case_000566,2025-08-18T10:33:37,closed_no_action
case_000567,2025-03-03T10:45:12,closed_no_action
case_000568,2025-03-17T15:49:29,closed_no_action
case_000569,2025-04-17T10:49:18,closed_no_action
case_000570,2025-11-06T12:25:11,closed_no_action
case_000571,2025-09-24T12:53:45,closed_no_action
case_000572,2025-09-11T14:42:55,closed_no_action
case_000573,2025-09-08T14:42:19,closed_no_action
case_000574,2025-08-29T13:13:57,closed_no_action
case_000575,2025-04-21T11:42:28,closed_no_action
case_000576,2025-08-28T12:45:26,closed_no_action
case_000577,2025-09-26T10:39:43,closed_no_action
case_000578,2025-07-14T11:06:15,closed_no_action
case_000579,2025-01-27T17:10:20,closed_no_action
case_000580,2025-12-25T09:37:30,closed_no_action
case_000581,2025-08-15T14:29:27,closed_no_action
case_000582,2025-05-06T18:17:14,closed_no_action
case_000583,2025-06-03T10:19:01,closed_no_action
case_000584,2025-09-29T14:57:17,closed_no_action
case_000585,2025-08-28T16:52:46,closed_no_action
case_000586,2025-04-07T16:54:19,closed_no_action
case_000587,2025-07-03T13:05:43,closed_no_action
case_000588,2025-04-04T13:38:03,closed_no_action
case_000589,2025-12-19T17:33:10,closed_no_action
case_000590,2025-08-07T14:00:51,closed_no_action
case_000591,2025-01-29T14:58:35,closed_no_action
case_000592,2025-11-28T12:36:11,closed_no_action
case_000593,2025-10-20T11:39:38,closed_no_action
case_000594,2025-12-03T13:49:27,closed_no_action
case_000595,2025-09-08T12:28:10,closed_no_action
case_000596,2025-11-24T13:14:13,closed_no_action
case_000597,2025-11-08T09:15:49,closed_no_action
case_000598,2025-06-20T10:08:49,closed_no_action
case_000599,2025-10-02T13:01:05,closed_no_action
case_000600,2025-08-11T14:17:10,closed_no_action
case_000601,2025-07-02T17:12:45,closed_no_action
case_000602,2025-02-21T15:19:21,closed_no_action
case_000603,2025-05-12T11:11:56,closed_no_action
case_000604,2025-11-24T11:45:07,closed_no_action
case_000605,2025-05-01T14:31:03,closed_no_action
case_000606,2025-06-30T11:02:16,closed_no_action
case_000607,2025-02-10T10:10:32,closed_no_action
case_000608,2025-12-15T10:18:05,closed_no_action
case_000609,2025-07-28T14:54:44,closed_no_action
case_000610,2025-09-25T10:50:55,closed_no_action
case_000611,2025-11-25T09:50:08,closed_no_action
case_000612,2025-08-26T11:50:32,closed_no_action
case_000613,2025-08-13T18:47:20,closed_no_action
case_000614,2025-06-07T15:36:44,closed_no_action
case_000615,2025-06-09T10:43:04,closed_no_action
case_000616,2025-11-05T16:16:48,closed_no_action
case_000617,2025-02-07T16:13:46,closed_no_action
case_000618,2025-03-10T12:26:59,closed_no_action
case_000619,2025-08-16T14:41:12,closed_no_action
case_000620,2025-03-19T16:01:24,closed_no_action
case_000621,2025-12-01T10:24:45,closed_no_action
case_000622,2025-03-26T18:43:36,closed_no_action
case_000623,2025-04-10T18:15:35,closed_no_action
case_000624,2025-02-05T12:09:04,closed_no_action
case_000625,2025-07-22T14:20:14,closed_no_action
case_000626,2025-11-11T18:51:07,closed_no_action
case_000627,2025-04-21T15:27:37,closed_no_action
case_000628,2025-12-03T13:16:46,closed_no_action
case_000629,2025-06-29T16:42:17,closed_no_action
case_000630,2025-09-02T17:00:49,closed_no_action
case_000631,2025-02-04T12:54:27,closed_no_action
case_000632,2025-02-03T12:34:51,closed_no_action
case_000633,2025-06-13T13:25:08,closed_no_action
case_000634,2025-05-06T11:32:02,closed_no_action
case_000635,2025-09-23T17:11:01,closed_no_action
case_000636,2025-02-21T10:13:31,closed_no_action
case_000637,2025-11-19T15:06:45,closed_no_action
case_000638,2025-09-18T11:53:44,closed_no_action
case_000639,2025-07-10T15:38:19,closed_no_action
case_000640,2025-03-31T14:34:43,closed_no_action
case_000641,2025-08-08T17:19:37,closed_no_action
case_000642,2025-07-22T14:39:27,closed_no_action
case_000643,2025-03-05T10:33:54,closed_no_action
case_000644,2025-08-15T12:38:43,closed_no_action
case_000645,2025-06-03T17:20:40,closed_no_action
case_000646,2025-11-17T15:44:32,closed_no_action
case_000647,2025-05-29T12:14:15,closed_no_action
case_000648,2025-08-08T15:18:34,closed_no_action
case_000649,2025-07-02T12:38:06,closed_no_action
case_000650,2025-11-09T18:24:39,closed_no_action
case_000651,2025-01-30T17:10:31,closed_no_action
case_000652,2025-11-18T11:37:39,closed_no_action
case_000653,2025-07-02T18:46:40,closed_no_action
case_000654,2025-09-30T16:59:49,closed_no_action
case_000655,2025-05-12T11:57:01,closed_no_action
case_000656,2025-06-10T18:10:15,closed_no_action
case_000657,2025-08-18T16:36:25,closed_no_action
case_000658,2025-11-10T13:43:39,closed_no_action
case_000659,2025-09-29T14:43:53,closed_no_action
case_000660,2025-05-20T09:29:28,closed_no_action
case_000661,2025-02-24T11:48:53,closed_no_action
case_000662,2025-12-08T14:25:07,closed_no_action
case_000663,2025-01-01T17:22:06,closed_no_action
case_000664,2025-11-10T09:53:04,closed_no_action
case_000665,2025-04-17T13:13:44,closed_no_action
case_000666,2025-07-22T09:42:56,closed_no_action
case_000667,2025-06-30T13:07:32,closed_no_action
case_000668,2025-01-01T16:07:23,closed_no_action
case_000669,2025-03-10T16:51:23,closed_no_action
case_000670,2025-02-25T17:31:40,closed_no_action
case_000671,2025-09-22T17:14:50,closed_no_action
case_000672,2025-05-23T16:30:24,closed_no_action
case_000673,2025-01-06T17:09:33,closed_no_action
case_000674,2025-05-15T12:38:05,closed_no_action
case_000675,2025-09-25T15:49:37,closed_no_action
case_000676,2025-04-05T13:31:44,closed_no_action
case_000677,2025-07-07T13:11:43,closed_no_action
case_000678,2025-03-24T15:46:02,closed_no_action
case_000679,2025-06-16T15:59:00,closed_no_action
case_000680,2025-03-20T16:56:38,closed_no_action
case_000681,2025-06-24T17:45:54,closed_no_action
case_000682,2025-09-10T10:53:44,closed_no_action
case_000683,2025-12-16T16:16:07,closed_no_action
case_000684,2025-09-16T12:10:14,closed_no_action
case_000685,2025-06-18T17:53:45,closed_no_action
case_000686,2025-12-09T14:43:10,closed_no_action
case_000687,2025-11-17T11:20:45,closed_no_action
case_000688,2025-05-26T12:10:59,closed_no_action
case_000689,2025-05-16T09:00:39,closed_no_action
case_000690,2025-08-08T15:50:59,closed_no_action
case_000691,2025-10-27T11:14:13,closed_no_action
case_000692,2025-04-24T16:32:58,closed_no_action
case_000693,2025-06-19T16:07:57,closed_no_action
case_000694,2025-11-03T17:22:50,closed_no_action
case_000695,2025-06-18T09:39:21,closed_no_action
case_000696,2025-02-03T15:00:07,closed_no_action
case_000697,2025-01-09T13:05:43,closed_no_action
case_000698,2025-08-20T12:42:19,closed_no_action
case_000699,2025-06-02T17:17:12,closed_no_action
case_000700,2025-10-28T15:21:46,closed_no_action
case_000701,2025-04-14T15:15:33,closed_no_action
case_000702,2025-08-08T18:49:25,closed_no_action
case_000703,2025-09-08T18:58:23,closed_no_action
case_000704,2025-05-28T15:41:16,closed_no_action
case_000705,2025-03-14T11:53:06,closed_no_action
case_000706,2025-06-09T10:54:27,closed_no_action
case_000707,2025-05-09T13:40:51,closed_no_action
case_000708,2025-05-31T10:04:17,closed_no_action
case_000709,2025-05-20T10:48:40,closed_no_action
case_000710,2025-06-23T15:38:15,closed_no_action
case_000711,2025-11-21T13:34:42,closed_no_action
case_000712,2025-02-03T10:58:25,closed_no_action
case_000713,2025-06-13T15:33:01,closed_no_action
case_000714,2025-06-10T13:24:47,closed_no_action
case_000715,2025-09-29T15:49:18,closed_no_action
case_000716,2025-05-05T17:23:26,closed_no_action
case_000717,2025-11-11T10:55:24,closed_no_action
case_000718,2025-01-09T09:43:15,closed_no_action
case_000719,2025-02-03T12:48:56,closed_no_action
case_000720,2025-03-24T17:46:14,closed_no_action
case_000721,2025-02-17T12:46:09,closed_no_action
case_000722,2025-05-13T13:58:06,closed_no_action
case_000723,2025-01-27T17:05:21,closed_no_action
case_000724,2025-09-23T18:39:19,closed_no_action
case_000725,2025-10-21T18:55:37,closed_no_action
case_000726,2025-06-09T15:43:15,closed_no_action
case_000727,2025-05-19T09:35:32,closed_no_action
case_000728,2025-07-04T13:45:40,closed_no_action
case_000729,2025-10-09T15:23:59,closed_no_action
case_000730,2025-07-14T09:58:27,closed_no_action
case_000731,2025-08-07T10:05:34,closed_no_action
case_000732,2025-03-10T16:43:45,closed_no_action
case_000733,2025-11-24T12:37:44,closed_no_action
case_000734,2025-01-27T10:31:41,closed_no_action
case_000735,2025-11-17T18:55:03,closed_no_action
case_000736,2025-08-07T14:25:56,closed_no_action
case_000737,2025-09-26T09:25:11,closed_no_action
case_000738,2025-08-05T09:33:20,closed_no_action
case_000739,2025-05-16T12:44:28,closed_no_action
case_000740,2025-02-10T18:07:18,closed_no_action
case_000741,2025-11-10T10:54:07,closed_no_action
case_000742,2025-04-24T09:41:12,closed_no_action
case_000743,2025-10-27T13:04:28,closed_no_action
case_000744,2025-02-26T15:50:15,closed_no_action
case_000745,2025-06-18T12:43:02,closed_no_action
case_000746,2025-03-28T14:45:15,closed_no_action
case_000747,2025-08-28T16:35:36,closed_no_action
case_000748,2025-01-20T13:18:31,closed_no_action
case_000749,2025-08-18T11:12:40,closed_no_action
case_000750,2025-11-10T16:23:03,closed_no_action
case_000751,2025-03-18T18:58:17,closed_no_action
case_000752,2025-11-03T12:52:50,closed_no_action
case_000753,2025-01-01T13:44:41,closed_no_action
case_000754,2025-03-31T13:12:54,closed_no_action
case_000755,2025-12-09T10:21:09,closed_no_action
case_000756,2025-03-07T13:23:54,closed_no_action
case_000757,2025-09-29T09:41:36,closed_no_action
case_000758,2025-11-03T16:52:49,closed_no_action
case_000759,2025-07-14T10:03:13,closed_no_action
case_000760,2025-01-09T09:41:24,closed_no_action
case_000761,2025-01-08T16:25:41,closed_no_action
case_000762,2025-11-10T16:59:49,closed_no_action
case_000763,2025-11-06T16:53:45,closed_no_action
case_000764,2025-11-25T11:55:13,closed_no_action
case_000765,2025-04-10T09:41:29,closed_no_action
case_000766,2025-08-22T18:58:36,closed_no_action
case_000767,2025-04-02T12:50:53,closed_no_action
case_000768,2025-06-27T17:24:13,closed_no_action
case_000769,2025-09-29T17:50:13,closed_no_action
case_000770,2025-12-09T16:23:12,closed_no_action
case_000771,2025-12-25T16:04:17,closed_no_action
case_000772,2025-08-27T11:07:34,closed_no_action
case_000773,2025-06-26T15:48:44,closed_no_action
case_000774,2025-06-12T14:32:59,closed_no_action
case_000775,2025-01-27T17:59:44,closed_no_action
case_000776,2025-07-16T14:35:01,closed_no_action
case_000777,2025-05-24T17:42:07,closed_no_action
case_000778,2025-09-02T11:58:19,closed_no_action
case_000779,2025-06-27T11:42:24,closed_no_action
case_000780,2025-01-07T12:33:43,closed_no_action
case_000781,2025-07-30T12:25:50,closed_no_action
case_000782,2025-06-18T13:38:46,closed_no_action
case_000783,2025-10-01T11:56:39,closed_no_action
case_000784,2025-07-03T14:56:32,closed_no_action
case_000785,2025-10-27T11:05:44,closed_no_action
case_000786,2025-12-24T12:17:21,closed_no_action
case_000787,2025-12-09T10:58:16,closed_no_action
case_000788,2025-12-12T12:05:42,closed_no_action
case_000789,2025-07-08T13:18:49,closed_no_action
case_000790,2025-11-06T13:25:18,closed_no_action
case_000791,2025-03-17T11:09:50,closed_no_action
case_000792,2025-03-11T17:55:35,closed_no_action
case_000793,2025-10-13T18:32:41,closed_no_action
case_000794,2025-06-30T11:14:19,closed_no_action
case_000795,2025-03-18T12:33:46,closed_no_action
case_000796,2025-03-31T12:52:43,closed_no_action
case_000797,2025-04-21T14:35:54,closed_no_action
case_000798,2025-09-25T09:26:47,closed_no_action
case_000799,2025-12-08T18:33:55,closed_no_action
case_000800,2025-03-17T09:52:10,closed_no_action
case_000801,2025-07-02T09:49:10,closed_no_action
case_000802,2025-06-05T11:25:09,closed_no_action
case_000803,2025-04-16T11:38:07,closed_no_action
case_000804,2025-01-29T11:03:18,closed_no_action
case_000805,2025-08-29T14:37:57,closed_no_action
case_000806,2025-11-26T16:22:08,closed_no_action
case_000807,2025-06-16T11:33:21,closed_no_action
case_000808,2025-12-26T12:57:22,closed_no_action
case_000809,2025-10-06T09:29:11,closed_no_action
case_000810,2025-05-12T15:21:52,closed_no_action
case_000811,2025-04-24T13:33:03,closed_no_action
case_000812,2025-06-16T16:36:03,closed_no_action
case_000813,2025-03-25T11:22:31,closed_no_action
case_000814,2025-10-20T12:55:18,closed_no_action
case_000815,2025-03-17T15:36:34,closed_no_action
case_000816,2025-09-15T09:48:43,closed_no_action
case_000817,2025-05-02T13:51:47,closed_no_action
case_000818,2025-10-13T10:10:56,closed_no_action
case_000819,2025-05-26T17:54:58,closed_no_action
case_000820,2025-08-10T12:33:24,closed_no_action
case_000821,2025-06-12T15:10:58,closed_no_action
case_000822,2025-01-27T16:40:57,closed_no_action
case_000823,2025-09-23T16:45:18,closed_no_action
case_000824,2025-08-07T12:08:04,closed_no_action
case_000825,2025-03-17T16:05:26,closed_no_action
case_000826,2025-12-11T14:22:23,closed_no_action
case_000827,2025-09-18T10:46:10,closed_no_action
case_000828,2025-05-28T18:51:52,closed_no_action
case_000829,2025-12-08T17:00:49,closed_no_action
case_000830,2025-06-30T09:32:25,closed_no_action
case_000831,2025-04-01T13:36:47,closed_no_action
case_000832,2025-01-06T10:59:10,closed_no_action
case_000833,2025-08-01T13:23:29,closed_no_action
case_000834,2025-11-14T09:34:23,closed_no_action
case_000835,2025-12-10T11:43:41,closed_no_action
case_000836,2025-01-21T09:05:21,closed_no_action
case_000837,2025-07-28T17:15:27,closed_no_action
case_000838,2025-07-25T12:49:41,closed_no_action
case_000839,2025-02-07T13:51:02,closed_no_action
case_000840,2025-12-13T11:04:15,closed_no_action
case_000841,2025-11-04T16:46:29,closed_no_action
case_000842,2025-10-27T18:55:09,closed_no_action
case_000843,2025-03-19T18:14:06,closed_no_action
case_000844,2025-11-28T12:11:51,closed_no_action
case_000845,2025-11-14T10:23:01,closed_no_action
case_000846,2025-11-26T10:02:25,closed_no_action
case_000847,2025-12-18T14:34:48,closed_no_action
case_000848,2025-10-27T13:58:12,closed_no_action
case_000849,2025-07-14T17:55:50,closed_no_action
case_000850,2025-06-10T09:40:47,closed_no_action
case_000851,2025-02-26T09:46:43,closed_no_action
case_000852,2025-12-15T09:28:20,closed_no_action
case_000853,2025-07-18T10:46:39,closed_no_action
case_000854,2025-12-19T13:34:16,closed_no_action
case_000855,2025-07-05T11:44:46,closed_no_action
case_000856,2025-05-08T14:29:29,closed_no_action
case_000857,2025-09-24T17:40:04,closed_no_action
case_000858,2025-04-10T16:41:12,closed_no_action
case_000859,2025-04-21T15:19:15,closed_no_action
case_000860,2025-05-02T15:52:40,closed_no_action
case_000861,2025-10-08T16:03:29,closed_no_action
case_000862,2025-10-10T11:38:23,closed_no_action
case_000863,2025-03-17T14:05:23,closed_no_action
case_000864,2025-04-12T12:00:56,closed_no_action
case_000865,2025-08-19T16:50:18,closed_no_action
case_000866,2025-04-09T18:46:06,closed_no_action
case_000867,2025-03-17T15:19:14,closed_no_action
case_000868,2025-11-12T10:51:55,closed_no_action
case_000869,2025-06-02T12:11:42,closed_no_action
case_000870,2025-12-01T12:22:02,closed_no_action
case_000871,2025-10-08T18:55:15,closed_no_action
case_000872,2025-01-13T09:49:02,closed_no_action
case_000873,2025-07-09T14:20:46,closed_no_action
case_000874,2025-05-02T10:40:00,closed_no_action
case_000875,2025-03-24T13:33:54,closed_no_action
case_000876,2025-02-07T14:32:36,closed_no_action
case_000877,2025-04-14T09:04:46,closed_no_action
case_000878,2025-04-07T09:55:35,closed_no_action
case_000879,2025-12-08T11:21:06,closed_no_action
case_000880,2025-07-11T15:18:32,closed_no_action
case_000881,2025-10-20T13:27:28,closed_no_action
case_000882,2025-07-03T15:20:16,closed_no_action
case_000883,2025-05-08T17:44:24,closed_no_action
case_000884,2025-05-19T10:17:07,closed_no_action
case_000885,2025-10-06T16:17:46,closed_no_action
case_000886,2025-08-18T13:13:18,closed_no_action
case_000887,2025-08-15T17:42:42,closed_no_action
case_000888,2025-07-04T10:14:47,closed_no_action
case_000889,2025-02-10T10:23:21,closed_no_action
case_000890,2025-11-13T15:47:17,closed_no_action
case_000891,2025-02-20T09:50:13,closed_no_action
case_000892,2025-07-28T16:32:14,closed_no_action
case_000893,2025-04-08T16:05:20,closed_no_action
case_000894,2025-04-05T16:51:27,closed_no_action
case_000895,2025-12-31T09:43:29,closed_no_action
case_000896,2025-07-07T14:27:22,closed_no_action
case_000897,2025-09-24T13:22:10,closed_no_action
case_000898,2025-06-27T14:09:35,closed_no_action
case_000899,2025-06-04T18:50:20,closed_no_action
case_000900,2025-03-13T14:20:16,closed_no_action
case_000901,2025-12-04T11:47:58,closed_no_action
case_000902,2025-07-03T09:15:09,closed_no_action
case_000903,2025-11-07T13:23:59,closed_no_action
case_000904,2025-02-04T11:36:24,closed_no_action
case_000905,2025-03-18T11:47:51,closed_no_action
case_000906,2025-02-17T13:28:02,closed_no_action
case_000907,2025-07-16T10:20:51,closed_no_action
case_000908,2025-01-28T12:19:57,closed_no_action
case_000909,2025-07-21T14:25:25,closed_no_action
case_000910,2025-10-23T13:36:29,closed_no_action
case_000911,2025-07-30T12:19:52,closed_no_action
case_000912,2025-07-28T14:13:30,closed_no_action
case_000913,2025-04-28T15:55:03,closed_no_action
case_000914,2025-02-24T18:20:33,closed_no_action
case_000915,2025-10-20T09:28:08,closed_no_action
case_000916,2025-09-22T13:47:38,closed_no_action
case_000917,2025-03-13T13:43:14,closed_no_action
case_000918,2025-05-12T12:19:50,closed_no_action
case_000919,2025-01-24T12:49:06,closed_no_action
case_000920,2025-04-09T12:45:43,closed_no_action
case_000921,2025-10-27T09:25:48,closed_no_action
case_000922,2025-10-13T12:32:43,closed_no_action
case_000923,2025-03-13T10:05:13,closed_no_action
case_000924,2025-07-07T15:11:35,closed_no_action
case_000925,2025-08-29T18:55:17,closed_no_action
case_000926,2025-07-21T14:33:34,closed_no_action
case_000927,2025-03-24T14:59:51,closed_no_action
case_000928,2025-06-16T09:04:17,closed_no_action
case_000929,2025-03-17T15:32:59,closed_no_action
case_000930,2025-06-23T18:06:05,closed_no_action
case_000931,2025-05-30T14:55:04,closed_no_action
case_000932,2025-06-20T12:35:06,closed_no_action
case_000933,2025-01-02T15:18:43,closed_no_action
case_000934,2025-03-13T11:50:50,closed_no_action
case_000935,2025-10-28T11:01:10,closed_no_action
case_000936,2025-01-06T18:32:17,closed_no_action
case_000937,2026-01-01T17:18:09,closed_no_action
case_000938,2025-07-21T16:00:08,closed_no_action
case_000939,2025-08-25T11:49:05,closed_no_action
case_000940,2025-02-28T12:03:49,closed_no_action
case_000941,2025-07-02T15:18:55,closed_no_action
case_000942,2025-02-24T10:42:45,closed_no_action
case_000943,2025-06-23T14:13:54,closed_no_action
case_000944,2025-03-10T12:38:37,closed_no_action
case_000945,2025-07-02T10:54:26,closed_no_action
case_000946,2025-04-14T10:38:26,closed_no_action
case_000947,2025-01-03T11:06:29,closed_no_action
case_000948,2025-10-13T09:41:34,closed_no_action
case_000949,2025-04-04T17:21:58,closed_no_action
case_000950,2025-12-23T17:16:52,closed_no_action
case_000951,2025-03-03T12:19:34,closed_no_action
case_000952,2025-07-21T16:34:32,closed_no_action
case_000953,2025-10-26T09:12:25,closed_no_action
case_000954,2025-11-05T16:36:31,closed_no_action
case_000955,2025-08-07T10:42:45,closed_no_action
case_000956,2025-10-21T17:03:12,closed_no_action
case_000957,2025-02-20T13:46:39,closed_no_action
case_000958,2025-07-29T17:39:45,closed_no_action
case_000959,2025-03-12T16:19:26,closed_no_action
case_000960,2025-02-10T12:10:31,closed_no_action
case_000961,2025-11-28T10:29:07,closed_no_action
case_000962,2025-05-08T12:11:56,closed_no_action
case_000963,2025-02-11T16:59:11,closed_no_action
case_000964,2025-07-17T11:41:42,closed_no_action
case_000965,2025-12-22T10:34:12,closed_no_action
case_000966,2025-11-17T13:58:14,closed_no_action
case_000967,2025-04-28T17:05:02,closed_no_action
case_000968,2025-02-10T17:17:49,closed_no_action
case_000969,2025-05-12T15:32:36,closed_no_action
case_000970,2025-02-26T15:13:51,closed_no_action
case_000971,2025-06-18T13:41:04,closed_no_action
case_000972,2025-10-13T15:28:02,closed_no_action
case_000973,2025-03-17T17:17:15,closed_no_action
case_000974,2025-07-29T09:50:24,closed_no_action
case_000975,2025-02-10T18:11:32,closed_no_action
case_000976,2025-02-10T12:07:45,closed_no_action
case_000977,2025-08-18T18:41:34,closed_no_action
case_000978,2025-02-14T17:53:54,closed_no_action
case_000979,2025-10-20T17:42:46,closed_no_action
case_000980,2025-06-26T11:25:02,closed_no_action
case_000981,2025-03-24T13:55:31,closed_no_action
case_000982,2025-04-04T11:55:21,closed_no_action
case_000983,2025-07-21T13:20:52,closed_no_action
case_000984,2025-03-31T10:20:44,closed_no_action
case_000985,2025-07-16T13:14:17,closed_no_action
case_000986,2025-07-08T10:54:54,closed_no_action
case_000987,2025-08-18T09:47:38,closed_no_action
case_000988,2025-12-23T15:00:13,closed_no_action
case_000989,2025-10-12T09:06:57,closed_no_action
case_000990,2025-06-02T11:10:00,closed_no_action
case_000991,2025-08-04T17:39:03,closed_no_action
case_000992,2025-06-09T10:30:46,closed_no_action
case_000993,2025-11-17T17:13:49,closed_no_action
case_000994,2025-07-14T11:10:30,closed_no_action
case_000995,2025-08-18T13:55:40,closed_no_action
case_000996,2025-01-30T13:16:13,closed_no_action
case_000997,2025-05-21T17:16:08,closed_no_action
case_000998,2025-03-16T18:46:47,closed_no_action
case_000999,2025-07-29T14:17:25,closed_no_action
case_001000,2025-07-21T16:08:55,closed_no_action
case_001001,2025-03-04T16:09:51,closed_no_action
case_001002,2025-03-20T12:53:59,closed_no_action
case_001003,2025-07-30T11:05:02,closed_no_action
case_001004,2025-12-26T14:16:27,closed_no_action
case_001005,2025-01-13T13:37:22,closed_no_action
case_001006,2025-05-14T09:40:54,closed_no_action
case_001007,2025-02-18T16:31:34,closed_no_action
case_001008,2025-01-27T18:11:19,closed_no_action
case_001009,2025-01-30T13:39:00,closed_no_action
case_001010,2025-12-09T13:44:18,closed_no_action
case_001011,2025-01-27T18:16:56,closed_no_action
case_001012,2025-09-15T16:46:02,closed_no_action
case_001013,2025-07-27T10:13:26,closed_no_action
case_001014,2025-07-31T17:07:47,closed_no_action
case_001015,2025-12-24T10:46:52,closed_no_action
case_001016,2025-12-04T18:21:34,closed_no_action
case_001017,2025-03-17T18:25:20,closed_no_action
case_001018,2025-10-03T12:04:36,closed_no_action
case_001019,2025-09-23T11:11:20,closed_no_action
case_001020,2025-08-18T14:22:28,closed_no_action
case_001021,2025-03-24T15:22:50,closed_no_action
case_001022,2025-03-31T17:19:04,closed_no_action
case_001023,2025-04-21T16:08:16,closed_no_action
case_001024,2025-08-11T10:13:27,closed_no_action
case_001025,2025-04-21T16:08:51,closed_no_action
case_001026,2025-08-29T11:38:14,closed_no_action
case_001027,2025-02-24T17:22:56,closed_no_action
case_001028,2025-12-25T13:02:03,closed_no_action
case_001029,2025-07-28T13:33:37,closed_no_action
case_001030,2025-05-23T17:46:17,closed_no_action
case_001031,2025-08-18T12:09:41,closed_no_action
case_001032,2025-01-20T17:26:34,closed_no_action
case_001033,2025-08-25T18:10:56,closed_no_action
case_001034,2025-07-01T16:55:27,closed_no_action
case_001035,2025-08-18T18:14:54,closed_no_action
case_001036,2025-08-13T10:23:48,closed_no_action
case_001037,2025-03-27T15:34:53,closed_no_action
case_001038,2025-06-09T09:46:05,closed_no_action
case_001039,2025-12-10T13:05:56,closed_no_action
case_001040,2025-01-29T16:06:11,closed_no_action
case_001041,2025-02-11T13:20:28,closed_no_action
case_001042,2025-01-20T15:16:49,closed_no_action
case_001043,2025-10-23T16:00:06,closed_no_action
case_001044,2025-06-11T12:34:31,closed_no_action
case_001045,2025-05-07T15:17:08,closed_no_action
case_001046,2025-07-28T12:59:35,closed_no_action
case_001047,2025-04-01T18:17:38,closed_no_action
case_001048,2025-05-09T12:24:02,closed_no_action
case_001049,2025-02-20T15:11:23,closed_no_action
case_001050,2025-04-21T11:03:15,closed_no_action
case_001051,2025-01-24T14:52:44,closed_no_action
case_001052,2025-01-03T12:36:06,closed_no_action
case_001053,2025-08-04T15:55:24,closed_no_action
case_001054,2025-07-08T10:16:29,closed_no_action
case_001055,2025-07-06T16:29:41,closed_no_action
case_001056,2025-06-23T17:44:44,closed_no_action
case_001057,2025-02-24T16:22:46,closed_no_action
case_001058,2025-06-24T15:25:38,closed_no_action
case_001059,2025-07-17T15:26:32,closed_no_action
case_001060,2025-01-10T13:42:47,closed_no_action
case_001061,2025-11-16T17:34:40,closed_no_action
case_001062,2025-10-06T10:53:24,closed_no_action
case_001063,2025-05-22T17:45:02,closed_no_action
case_001064,2025-11-17T18:48:20,closed_no_action
case_001065,2025-07-07T11:19:23,closed_no_action
case_001066,2025-05-12T18:38:42,closed_no_action
case_001067,2025-08-22T18:27:40,closed_no_action
case_001068,2025-11-05T12:46:45,closed_no_action
case_001069,2025-03-12T16:03:02,closed_no_action
case_001070,2025-03-20T10:26:26,closed_no_action
case_001071,2025-02-24T14:47:14,closed_no_action
case_001072,2025-01-16T10:47:44,closed_no_action
case_001073,2025-07-28T15:05:06,closed_no_action
case_001074,2025-12-16T11:31:18,closed_no_action
case_001075,2025-01-08T14:07:51,closed_no_action
case_001076,2025-12-08T10:55:51,closed_no_action
case_001077,2025-03-10T10:24:23,closed_no_action
case_001078,2025-11-20T13:25:02,closed_no_action
case_001079,2025-06-30T15:13:54,closed_no_action
case_001080,2025-09-18T11:01:17,closed_no_action
case_001081,2025-06-10T09:14:39,closed_no_action
case_001082,2025-03-04T11:40:01,closed_no_action
case_001083,2025-02-03T16:48:36,closed_no_action
case_001084,2025-01-30T15:56:49,closed_no_action
case_001085,2025-04-21T17:45:33,closed_no_action
case_001086,2025-10-07T14:38:13,closed_no_action
case_001087,2025-05-30T13:58:35,closed_no_action
case_001088,2025-06-30T16:12:30,closed_no_action
case_001089,2025-02-24T12:40:53,closed_no_action
case_001090,2025-09-17T14:56:14,closed_no_action
case_001091,2025-12-29T09:12:05,closed_no_action
case_001092,2025-01-08T13:49:17,closed_no_action
case_001093,2025-03-09T09:07:58,closed_no_action
case_001094,2025-03-06T17:16:13,closed_no_action
case_001095,2025-08-20T18:17:13,closed_no_action
case_001096,2025-07-02T17:20:16,closed_no_action
case_001097,2025-07-11T11:51:05,closed_no_action
case_001098,2025-04-14T17:12:23,closed_no_action
case_001099,2025-06-09T10:59:18,closed_no_action
case_001100,2025-07-07T13:19:26,closed_no_action
case_001101,2025-10-13T18:23:20,closed_no_action
case_001102,2025-09-29T12:43:22,closed_no_action
case_001103,2025-08-04T12:14:51,closed_no_action
case_001104,2025-02-17T12:16:34,closed_no_action
case_001105,2025-09-19T09:08:52,closed_no_action
case_001106,2025-01-17T17:49:07,closed_no_action
case_001107,2025-10-13T09:49:43,closed_no_action
case_001108,2025-05-20T13:57:55,closed_no_action
case_001109,2025-09-22T15:55:45,closed_no_action
case_001110,2025-07-14T15:42:39,closed_no_action
case_001111,2025-08-05T11:21:04,closed_no_action
case_001112,2025-05-05T09:58:52,closed_no_action
case_001113,2025-03-10T16:09:52,closed_no_action
case_001114,2025-09-08T16:36:39,closed_no_action
case_001115,2025-08-05T09:40:47,closed_no_action
case_001116,2025-08-20T17:40:00,closed_no_action
case_001117,2025-08-04T14:31:27,closed_no_action
case_001118,2025-08-29T14:22:21,closed_no_action
