TransactionID,isFraud,TransactionDT,TransactionAmt,ProductCD,card1,card2,card3,card4,card5,card6,addr1,addr2,dist1,P_emaildomain,R_emaildomain,C1,C2,C5,C6,C11,C13,C14,D1,D2,D3,D4,D10,D15,V1,V12,V29,V44,V75,V281,V283,V307,DeviceType,DeviceInfo,id_01,id_12,id_30,id_31
3000983,0,1857999,20.86,W,2431,,150.0,visa,166.0,debit,204.0,87.0,12.0,protonmail.com,protonmail.com,1,2,0,1,1,3,0,14.0,,,14.0,30.0,,1.0,0.0,0.0,0.0,,1.0,0.0,1000.0,mobile,Dev_335,,nan,Android 7.0,nan
3000984,0,1860531,217.62,W,2076,321.0,185.0,visa,166.0,debit,204.0,,0.0,hotmail.com,gmail.com,2,2,0,0,2,4,2,5.0,,30.0,0.0,120.0,300.0,,,0.0,1.0,0.0,1.0,0.0,0.0,mobile,Dev_821,,nan,Windows 10,nan
3000985,0,1861861,211.03,H,2599,170.0,185.0,mastercard,226.0,debit,441.0,87.0,0.0,hotmail.com,nan,1,2,1,0,0,2,4,5.0,60.0,2.0,,0.0,,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,nan,Dev_407,,nan,nan,nan
3000986,0,1864127,172.39,C,1313,111.0,150.0,visa,166.0,debit,204.0,87.0,12.0,gmail.com,gmail.com,2,1,0,1,1,1,1,180.0,0.0,2.0,14.0,120.0,45.0,1.0,0.0,0.0,1.0,,1.0,0.0,50.0,desktop,Dev_530,,nan,Android 7.0,nan
3000987,0,1865236,65.55,C,2397,111.0,150.0,visa,226.0,debit,126.0,87.0,0.0,nan,nan,1,2,1,0,0,3,2,,,,,0.0,0.0,1.0,0.0,1.0,0.0,,0.0,0.0,250.0,desktop,Dev_402,,Found,nan,nan
3000988,0,1865785,2.59,W,1036,224.0,150.0,visa,226.0,debit,325.0,87.0,0.0,hotmail.com,nan,1,1,1,1,0,3,0,45.0,,30.0,,0.0,,1.0,0.0,0.0,,0.0,0.0,0.0,50.0,nan,Dev_119,,nan,nan,nan
3000989,0,1869108,32.92,C,1723,224.0,150.0,visa,166.0,credit,204.0,87.0,0.0,yahoo.com,yahoo.com,0,2,0,0,1,2,6,45.0,,7.0,,0.0,,1.0,0.0,0.0,,,1.0,0.0,0.0,nan,Dev_659,,nan,nan,ie 11.0
3000990,0,1872231,33.5,W,2547,321.0,150.0,mastercard,117.0,debit,299.0,87.0,12.0,gmail.com,hotmail.com,0,0,0,0,0,1,2,180.0,,7.0,14.0,,,,1.0,2.0,0.0,0.0,0.0,0.0,0.0,nan,Dev_823,-5.0,Found,Android 7.0,nan
3000991,0,1874537,22.74,W,1979,321.0,185.0,mastercard,226.0,debit,126.0,87.0,,yahoo.com,nan,0,3,2,0,1,4,0,0.0,10.0,,,30.0,5.0,,1.0,0.0,,1.0,0.0,0.0,,mobile,Dev_651,,nan,nan,nan
3000992,0,1875154,76.28,W,1083,170.0,150.0,mastercard,226.0,debit,126.0,87.0,0.0,hotmail.com,nan,3,1,0,0,2,5,1,0.0,10.0,,,,5.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,mobile,Dev_557,-5.0,NotFound,nan,chrome 63.0
3000993,0,1876888,42.06,W,1899,224.0,150.0,mastercard,117.0,debit,299.0,87.0,,gmail.com,gmail.com,0,2,1,3,2,4,1,14.0,,,,120.0,,,0.0,,0.0,,0.0,3.0,0.0,nan,Dev_372,,nan,Windows 10,nan
3000994,0,1877758,26.92,W,2117,111.0,150.0,mastercard,166.0,debit,204.0,87.0,12.0,gmail.com,nan,1,2,0,2,0,3,1,1.0,60.0,2.0,0.0,3.0,5.0,,0.0,1.0,0.0,1.0,0.0,1.0,250.0,desktop,Dev_568,,NotFound,iOS 11.1.2,nan
3000995,0,1877944,20.81,W,2438,170.0,150.0,visa,166.0,debit,299.0,87.0,0.0,anonymous.com,gmail.com,5,4,1,0,2,2,0,14.0,10.0,,90.0,,,,0.0,0.0,,1.0,0.0,0.0,0.0,desktop,Dev_859,,nan,Android 7.0,chrome 63.0
3000996,0,1882789,30.35,W,2365,321.0,150.0,visa,226.0,debit,,87.0,0.0,hotmail.com,gmail.com,2,2,0,4,0,1,1,180.0,0.0,,,120.0,5.0,,1.0,,,,0.0,0.0,0.0,nan,Dev_945,,nan,nan,nan
3000997,0,1883075,228.98,W,1718,170.0,150.0,mastercard,126.0,credit,299.0,87.0,0.0,hotmail.com,hotmail.com,2,1,0,0,2,2,3,0.0,,30.0,,3.0,5.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,nan,Dev_422,,nan,nan,safari 11.0
3000998,0,1888907,32.23,R,1549,490.0,150.0,visa,166.0,credit,315.0,87.0,,gmail.com,gmail.com,3,0,0,3,1,2,2,45.0,60.0,,0.0,,5.0,,,0.0,,1.0,0.0,0.0,0.0,mobile,Dev_18,,nan,Windows 10,safari 11.0
3000999,0,1890055,37.85,W,2444,555.0,185.0,american express,166.0,debit,126.0,87.0,,gmail.com,nan,3,3,0,2,0,3,0,0.0,1.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,,0.0,50.0,mobile,Dev_762,-20.0,NotFound,nan,nan
3001000,1,1890452,899.0,C,9097,321.0,185.0,mastercard,166.0,debit,299.0,87.0,120.0,protonmail.com,yahoo.com,1,2,1,2,1,2,1,14.0,,,,,,,0.0,1.0,0.0,,0.0,,250.0,mobile,FraudRingDe,,nan,nan,nan
3001001,1,1891969,699.0,C,9685,111.0,150.0,visa,,debit,299.0,87.0,0.0,protonmail.com,yahoo.com,2,3,0,2,2,6,1,,,,,,,,1.0,,,0.0,0.0,0.0,0.0,mobile,FraudRingDe,,NotFound,nan,nan
3001002,0,1895979,110.15,W,2805,170.0,150.0,visa,,debit,299.0,87.0,5.0,anonymous.com,yahoo.com,0,3,1,1,0,3,2,1.0,,,14.0,,5.0,1.0,1.0,0.0,,0.0,0.0,0.0,50.0,mobile,Dev_803,-5.0,nan,Android 7.0,nan
3001003,0,1898540,2.34,W,1586,111.0,150.0,visa,102.0,credit,204.0,87.0,,yahoo.com,yahoo.com,1,2,0,1,0,2,1,180.0,0.0,2.0,1.0,,0.0,,0.0,0.0,,,0.0,1.0,250.0,mobile,Dev_993,-5.0,nan,nan,nan
3001004,0,1901733,205.16,W,2151,321.0,150.0,mastercard,126.0,debit,299.0,87.0,0.0,gmail.com,gmail.com,0,3,2,0,0,5,0,45.0,10.0,30.0,,,,1.0,,,0.0,,0.0,0.0,50.0,mobile,Dev_23,0.0,Found,iOS 11.1.2,nan
3001005,0,1903823,323.76,W,2864,490.0,150.0,mastercard,102.0,debit,204.0,87.0,,gmail.com,nan,0,3,0,0,3,2,1,45.0,,7.0,0.0,30.0,,1.0,0.0,2.0,0.0,1.0,1.0,,0.0,mobile,Dev_858,,nan,iOS 11.1.2,nan
3001006,0,1906114,21.01,S,1151,321.0,150.0,visa,166.0,debit,,87.0,0.0,protonmail.com,yahoo.com,1,4,2,1,0,3,0,,,,1.0,120.0,5.0,1.0,1.0,2.0,,0.0,,3.0,1000.0,mobile,Dev_752,,nan,nan,chrome 63.0
3001007,0,1909791,22.88,W,2545,490.0,150.0,mastercard,226.0,debit,299.0,87.0,0.0,hotmail.com,yahoo.com,3,1,2,0,1,3,3,14.0,,2.0,,,0.0,1.0,0.0,1.0,0.0,,0.0,0.0,0.0,mobile,Dev_617,,Found,nan,mobile safari 11.0
3001008,0,1910349,40.64,W,2061,490.0,150.0,visa,166.0,debit,299.0,87.0,5.0,yahoo.com,yahoo.com,0,3,3,1,1,2,0,1.0,0.0,2.0,,0.0,0.0,1.0,0.0,2.0,1.0,2.0,0.0,0.0,1000.0,mobile,Dev_466,-5.0,nan,Mac OS X 10_12_6,nan
3001009,0,1911655,29.03,W,2450,490.0,150.0,visa,102.0,credit,126.0,87.0,,anonymous.com,yahoo.com,4,2,0,2,0,1,2,45.0,,2.0,,3.0,,,0.0,1.0,0.0,0.0,0.0,1.0,1000.0,mobile,Dev_150,-20.0,nan,nan,nan
3001010,0,1912141,85.31,W,2128,170.0,150.0,visa,117.0,debit,204.0,87.0,,anonymous.com,nan,0,1,2,0,2,2,0,45.0,1.0,30.0,14.0,,300.0,,1.0,0.0,,0.0,0.0,0.0,250.0,mobile,Dev_498,,nan,nan,nan
3001011,0,1920685,7.84,W,1164,490.0,185.0,visa,117.0,credit,325.0,87.0,0.0,gmail.com,hotmail.com,2,3,0,2,1,3,0,,,2.0,90.0,0.0,0.0,,1.0,,0.0,0.0,0.0,0.0,50.0,mobile,Dev_700,,NotFound,nan,nan
3001012,0,1926290,19.5,W,1937,321.0,185.0,visa,166.0,debit,299.0,,0.0,mail.com,anonymous.com,0,2,2,2,1,1,1,0.0,,2.0,1.0,30.0,45.0,,0.0,0.0,,0.0,0.0,0.0,50.0,nan,Dev_616,,nan,nan,nan
3001013,0,1926368,362.53,W,2567,170.0,150.0,visa,226.0,debit,204.0,87.0,12.0,nan,nan,0,1,0,4,1,4,2,180.0,200.0,,90.0,120.0,,1.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,desktop,Dev_550,,Found,nan,nan
3001014,0,1928744,24.02,W,1211,,150.0,visa,126.0,debit,204.0,87.0,0.0,gmail.com,yahoo.com,5,0,1,1,2,5,2,45.0,60.0,,,,300.0,,0.0,0.0,0.0,,0.0,0.0,0.0,desktop,Dev_988,-5.0,NotFound,nan,safari 11.0
3001015,0,1933785,261.85,W,1525,555.0,150.0,mastercard,117.0,debit,204.0,87.0,12.0,gmail.com,nan,0,1,1,0,1,2,0,0.0,0.0,,,0.0,5.0,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,mobile,Dev_359,-5.0,nan,nan,nan
3001016,0,1934172,98.58,W,1741,224.0,150.0,visa,226.0,debit,126.0,87.0,,gmail.com,gmail.com,0,1,1,1,1,3,1,180.0,,0.0,14.0,30.0,,1.0,0.0,1.0,0.0,,0.0,,0.0,nan,Dev_36,,nan,iOS 11.1.2,ie 11.0
3001017,0,1935803,9.11,H,1131,490.0,150.0,visa,226.0,debit,,87.0,45.0,yahoo.com,nan,0,2,1,0,1,0,1,0.0,10.0,,,,300.0,,0.0,0.0,,0.0,,0.0,0.0,desktop,Dev_19,-10.0,NotFound,nan,chrome 63.0
3001018,0,1940606,134.14,W,2175,170.0,150.0,visa,126.0,debit,325.0,87.0,,gmail.com,gmail.com,1,1,0,5,1,2,3,5.0,10.0,2.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,250.0,mobile,Dev_537,,nan,nan,nan
3001019,0,1940673,58.59,W,1095,224.0,150.0,mastercard,166.0,debit,441.0,87.0,,gmail.com,nan,1,3,1,0,1,2,2,0.0,1.0,,90.0,120.0,,,0.0,,1.0,1.0,0.0,0.0,50.0,desktop,Dev_846,-5.0,NotFound,Windows 10,nan
3001020,0,1942996,40.41,W,2526,111.0,150.0,mastercard,102.0,debit,299.0,87.0,120.0,gmail.com,hotmail.com,0,3,2,2,1,6,1,5.0,60.0,,,3.0,45.0,,0.0,,1.0,0.0,0.0,0.0,50.0,desktop,Dev_765,,nan,nan,nan
3001021,0,1943682,87.31,S,2012,224.0,150.0,mastercard,126.0,debit,441.0,87.0,,gmail.com,gmail.com,1,3,1,0,1,0,4,5.0,10.0,0.0,14.0,,,,0.0,,0.0,0.0,0.0,0.0,250.0,nan,Dev_119,,nan,nan,safari 11.0
3001022,0,1948701,112.4,H,1521,224.0,150.0,visa,226.0,credit,204.0,87.0,0.0,gmail.com,nan,3,2,1,2,2,1,2,0.0,60.0,,14.0,0.0,300.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,nan,Dev_715,,nan,nan,nan
3001023,0,1955587,145.23,W,1373,170.0,150.0,visa,166.0,credit,299.0,87.0,0.0,yahoo.com,nan,2,2,1,2,0,3,2,1.0,,0.0,,0.0,45.0,1.0,1.0,0.0,1.0,,0.0,0.0,1000.0,desktop,Dev_336,,NotFound,Windows 10,chrome 63.0
3001024,0,1961199,243.73,R,2898,321.0,150.0,visa,166.0,debit,204.0,87.0,,yahoo.com,gmail.com,2,0,1,1,1,2,3,45.0,,30.0,1.0,120.0,0.0,,0.0,0.0,0.0,,0.0,0.0,250.0,nan,Dev_324,,nan,nan,chrome 63.0
3001025,0,1962448,104.48,W,2039,111.0,150.0,visa,226.0,debit,325.0,87.0,0.0,gmail.com,nan,4,1,2,1,0,2,1,45.0,,0.0,,30.0,,,0.0,0.0,0.0,,0.0,0.0,1000.0,mobile,Dev_491,0.0,Found,Windows 10,safari 11.0
3001026,0,1966298,14.68,S,2702,111.0,150.0,visa,226.0,credit,299.0,87.0,0.0,hotmail.com,gmail.com,0,1,1,3,1,3,2,1.0,60.0,,,,5.0,1.0,0.0,1.0,,1.0,0.0,0.0,1000.0,desktop,Dev_728,,NotFound,nan,nan
3001027,0,1969916,39.61,W,1607,170.0,150.0,mastercard,166.0,debit,299.0,87.0,5.0,gmail.com,yahoo.com,1,4,1,0,0,4,2,0.0,60.0,30.0,14.0,120.0,0.0,,0.0,0.0,,,0.0,0.0,1000.0,desktop,Dev_54,,nan,nan,nan
3001028,0,1970663,1698.25,W,1017,224.0,150.0,visa,166.0,credit,441.0,87.0,,yahoo.com,nan,1,2,0,0,3,2,1,,10.0,,90.0,3.0,300.0,,0.0,,,0.0,0.0,0.0,50.0,nan,Dev_57,,nan,nan,ie 11.0
3001029,0,1974095,147.96,W,2432,170.0,150.0,mastercard,117.0,debit,325.0,87.0,,gmail.com,gmail.com,2,1,0,1,1,1,1,45.0,200.0,0.0,,,300.0,1.0,,,0.0,,0.0,0.0,0.0,desktop,Dev_744,,nan,nan,nan
3001030,1,1974168,903.45,W,2030,170.0,150.0,visa,226.0,debit,,87.0,,protonmail.com,nan,2,2,1,1,1,1,1,45.0,,0.0,90.0,30.0,,,1.0,0.0,,2.0,1.0,0.0,50.0,mobile,Dev_267,,nan,nan,nan
3001031,0,1975931,309.51,W,2719,170.0,150.0,visa,117.0,debit,299.0,87.0,,yahoo.com,nan,0,4,1,1,1,2,1,45.0,,2.0,,0.0,,1.0,,1.0,,0.0,0.0,0.0,50.0,desktop,Dev_422,,NotFound,nan,nan
3001032,0,1976439,87.01,W,2917,111.0,150.0,visa,102.0,credit,299.0,87.0,,mail.com,nan,1,2,1,3,0,3,0,45.0,,7.0,,30.0,0.0,,1.0,2.0,0.0,0.0,0.0,0.0,0.0,desktop,Dev_450,,nan,nan,nan
3001033,0,1976688,92.9,W,2268,224.0,150.0,mastercard,117.0,debit,315.0,87.0,0.0,nan,gmail.com,0,1,0,1,0,2,2,180.0,60.0,30.0,90.0,,300.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,nan,Dev_34,-10.0,nan,nan,chrome 63.0
3001034,0,1976843,64.06,W,2966,555.0,150.0,visa,126.0,credit,299.0,87.0,12.0,gmail.com,nan,0,3,0,0,0,4,2,0.0,,2.0,90.0,0.0,300.0,,0.0,0.0,1.0,1.0,1.0,0.0,50.0,nan,Dev_885,0.0,nan,nan,ie 11.0
3001035,0,1979159,9.86,W,2906,170.0,150.0,visa,166.0,debit,299.0,87.0,,gmail.com,protonmail.com,3,3,0,2,1,1,1,5.0,60.0,7.0,14.0,0.0,45.0,,0.0,0.0,,,0.0,0.0,1000.0,nan,Dev_854,,nan,nan,nan
3001036,0,1979966,68.02,R,1977,321.0,150.0,visa,226.0,debit,204.0,87.0,0.0,anonymous.com,nan,1,0,0,1,0,0,0,5.0,,2.0,,0.0,45.0,1.0,0.0,,1.0,,0.0,1.0,50.0,desktop,Dev_439,,NotFound,nan,chrome 63.0
3001037,0,1982474,252.58,H,1878,111.0,150.0,visa,,debit,325.0,87.0,5.0,hotmail.com,gmail.com,2,2,0,1,0,2,1,5.0,,,14.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,Dev_255,,NotFound,Mac OS X 10_12_6,mobile safari 11.0
3001038,0,1982605,34.48,S,1593,170.0,150.0,visa,226.0,debit,299.0,87.0,,hotmail.com,nan,1,1,1,1,1,1,1,0.0,,30.0,14.0,,5.0,1.0,0.0,,0.0,0.0,0.0,0.0,1000.0,desktop,Dev_318,,NotFound,nan,mobile safari 11.0
3001039,0,1983341,104.91,C,1642,170.0,150.0,visa,117.0,debit,315.0,87.0,5.0,gmail.com,nan,0,3,0,0,1,2,4,1.0,1.0,,0.0,120.0,45.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1000.0,nan,Dev_526,,nan,nan,mobile safari 11.0
3001040,0,1984848,170.16,W,1128,555.0,150.0,mastercard,126.0,credit,204.0,,,gmail.com,anonymous.com,0,1,2,3,2,4,1,14.0,,30.0,,3.0,,,1.0,0.0,0.0,2.0,0.0,0.0,50.0,nan,Dev_558,,Found,Windows 10,nan
3001041,0,1987888,24.52,W,1800,224.0,150.0,mastercard,117.0,credit,204.0,87.0,12.0,anonymous.com,nan,1,2,2,0,1,2,1,14.0,0.0,,1.0,,5.0,,,0.0,0.0,1.0,0.0,0.0,1000.0,mobile,Dev_81,,nan,iOS 11.1.2,nan
3001042,0,1988634,40.59,W,1454,321.0,150.0,visa,117.0,debit,204.0,87.0,0.0,yahoo.com,nan,0,1,0,1,2,0,1,45.0,60.0,,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,mobile,Dev_449,-5.0,NotFound,iOS 11.1.2,nan
3001043,0,1990545,21.76,W,2609,321.0,150.0,visa,166.0,debit,299.0,87.0,0.0,yahoo.com,gmail.com,0,1,0,0,2,5,2,1.0,200.0,7.0,,120.0,0.0,,1.0,0.0,,0.0,1.0,0.0,50.0,desktop,Dev_280,-10.0,nan,nan,nan
3001044,0,1994766,26.99,W,1875,111.0,150.0,visa,226.0,debit,126.0,87.0,,anonymous.com,gmail.com,1,1,0,2,1,4,1,,200.0,0.0,,120.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,50.0,nan,Dev_305,,nan,nan,mobile safari 11.0
3001045,0,1996625,16.18,H,1570,555.0,150.0,visa,226.0,credit,441.0,87.0,5.0,nan,nan,1,3,1,1,1,0,2,1.0,1.0,,1.0,,0.0,1.0,1.0,0.0,,,0.0,0.0,0.0,desktop,Dev_743,-10.0,Found,iOS 11.1.2,nan
3001046,0,1997140,24.77,W,2095,170.0,150.0,mastercard,226.0,debit,441.0,87.0,0.0,anonymous.com,anonymous.com,0,0,2,1,0,4,1,45.0,,,90.0,120.0,0.0,1.0,,0.0,0.0,,0.0,0.0,0.0,nan,Dev_644,,nan,nan,nan
3001047,0,1997188,317.79,R,2013,111.0,150.0,visa,166.0,debit,315.0,87.0,,nan,gmail.com,1,1,0,2,1,3,3,14.0,,30.0,0.0,0.0,0.0,1.0,1.0,2.0,,0.0,0.0,0.0,1000.0,desktop,Dev_127,,nan,nan,nan
3001048,0,2001155,24.36,W,2183,170.0,150.0,mastercard,166.0,debit,204.0,,12.0,gmail.com,gmail.com,1,2,0,0,0,1,1,1.0,60.0,,,120.0,,,0.0,0.0,0.0,,0.0,,1000.0,mobile,Dev_444,-5.0,NotFound,nan,nan
3001049,0,2001196,76.64,C,2110,170.0,150.0,visa,226.0,debit,299.0,87.0,,protonmail.com,gmail.com,2,1,0,1,0,0,2,0.0,10.0,30.0,1.0,,5.0,,1.0,0.0,,,0.0,0.0,0.0,nan,Dev_718,,nan,nan,safari 11.0
3001050,0,2005233,38.35,W,1400,111.0,150.0,visa,226.0,debit,325.0,87.0,45.0,anonymous.com,gmail.com,2,0,0,2,3,3,2,0.0,200.0,30.0,,,0.0,,0.0,0.0,0.0,2.0,0.0,0.0,50.0,nan,Dev_124,,nan,nan,nan
3001051,0,2006696,243.9,W,1461,321.0,150.0,discover,166.0,debit,204.0,87.0,,gmail.com,hotmail.com,3,0,1,1,0,1,2,5.0,60.0,,1.0,120.0,0.0,,1.0,1.0,,0.0,0.0,0.0,1000.0,nan,Dev_108,,Found,nan,nan
3001052,0,2012135,282.1,R,2552,170.0,150.0,visa,126.0,credit,315.0,87.0,5.0,yahoo.com,yahoo.com,2,1,0,1,3,1,1,5.0,10.0,,1.0,3.0,300.0,,,0.0,,0.0,0.0,0.0,50.0,desktop,Dev_409,,NotFound,Windows 10,nan
3001053,0,2015251,172.51,W,1088,321.0,150.0,visa,102.0,debit,441.0,87.0,5.0,gmail.com,gmail.com,2,2,0,0,1,3,0,5.0,10.0,,14.0,120.0,0.0,1.0,,0.0,1.0,0.0,0.0,0.0,1000.0,mobile,Dev_377,,nan,Windows 10,ie 11.0
3001054,0,2027269,93.39,W,2684,111.0,150.0,visa,226.0,debit,299.0,87.0,,gmail.com,gmail.com,2,1,0,2,2,3,0,0.0,60.0,30.0,14.0,3.0,,,0.0,0.0,,0.0,0.0,0.0,250.0,nan,Dev_752,,nan,Windows 10,nan
3001055,0,2028108,51.72,W,1822,,150.0,visa,117.0,debit,315.0,87.0,,yahoo.com,nan,1,2,0,0,2,3,3,5.0,0.0,,0.0,30.0,300.0,,1.0,,0.0,0.0,0.0,0.0,50.0,nan,Dev_50,0.0,NotFound,nan,nan
3001056,0,2030941,17.97,W,1005,111.0,150.0,visa,166.0,debit,441.0,87.0,0.0,nan,nan,4,0,0,1,0,4,0,180.0,,,,3.0,5.0,,0.0,1.0,0.0,0.0,,0.0,50.0,mobile,Dev_598,,nan,Windows 10,nan
3001057,0,2031940,565.6,W,2619,321.0,150.0,mastercard,166.0,debit,204.0,87.0,,mail.com,gmail.com,0,2,1,3,0,1,1,1.0,,0.0,,0.0,300.0,,1.0,0.0,0.0,0.0,0.0,,1000.0,desktop,Dev_130,-5.0,nan,Mac OS X 10_12_6,nan
3001058,0,2033210,28.91,W,1944,321.0,150.0,discover,226.0,debit,325.0,87.0,0.0,gmail.com,gmail.com,1,2,1,1,0,1,1,0.0,0.0,,14.0,,,1.0,2.0,0.0,0.0,0.0,0.0,0.0,50.0,desktop,Dev_624,-5.0,nan,nan,nan
3001059,0,2035129,138.38,W,1083,111.0,150.0,mastercard,102.0,credit,325.0,,,nan,nan,1,4,0,1,1,4,1,45.0,,,90.0,0.0,5.0,,1.0,0.0,0.0,1.0,0.0,0.0,1000.0,nan,Dev_657,,nan,Android 7.0,nan
3001060,1,2039150,450.0,C,9360,111.0,150.0,visa,102.0,debit,441.0,87.0,120.0,mail.com,nan,1,1,2,0,0,2,0,45.0,,2.0,,30.0,300.0,,1.0,0.0,,,0.0,0.0,0.0,mobile,FraudRingDe,,nan,nan,nan
3001061,1,2047198,450.0,C,9309,111.0,150.0,american express,226.0,debit,441.0,87.0,0.0,mail.com,nan,5,3,1,2,1,2,1,0.0,0.0,,0.0,0.0,0.0,,1.0,0.0,,1.0,0.0,0.0,50.0,mobile,FraudRingDe,,nan,nan,nan
3001062,0,2050040,208.89,C,2439,170.0,150.0,mastercard,166.0,debit,325.0,87.0,0.0,protonmail.com,yahoo.com,1,1,0,1,1,3,4,1.0,1.0,0.0,0.0,0.0,,1.0,0.0,0.0,,1.0,0.0,1.0,0.0,nan,Dev_736,,nan,nan,nan
3001063,0,2051091,154.57,C,2095,111.0,150.0,visa,117.0,debit,315.0,87.0,,protonmail.com,anonymous.com,2,6,1,0,0,4,3,14.0,,2.0,90.0,3.0,5.0,,,0.0,0.0,,0.0,3.0,0.0,nan,Dev_441,,NotFound,Android 7.0,nan
3001064,0,2052154,446.2,W,1620,321.0,150.0,visa,,debit,204.0,87.0,,mail.com,anonymous.com,0,2,0,0,0,2,1,1.0,,2.0,90.0,3.0,0.0,,1.0,0.0,0.0,,,0.0,250.0,desktop,Dev_171,-10.0,nan,Windows 10,nan
3001065,0,2054754,39.79,W,2135,224.0,150.0,mastercard,226.0,credit,315.0,87.0,12.0,hotmail.com,yahoo.com,0,3,0,3,1,1,4,45.0,60.0,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,0.0,0.0,0.0,nan,Dev_561,,nan,Mac OS X 10_12_6,nan
3001066,0,2055284,16.21,W,1171,224.0,150.0,mastercard,166.0,debit,204.0,87.0,0.0,gmail.com,nan,0,4,0,0,0,4,2,180.0,,30.0,,3.0,45.0,,1.0,0.0,,2.0,0.0,0.0,250.0,nan,Dev_478,,nan,Android 7.0,nan
3001067,0,2055511,38.24,C,1698,111.0,150.0,visa,226.0,credit,299.0,87.0,5.0,gmail.com,protonmail.com,2,2,1,3,0,3,1,0.0,10.0,,90.0,120.0,,1.0,,0.0,0.0,2.0,0.0,0.0,50.0,nan,Dev_449,,nan,iOS 11.1.2,nan
3001068,0,2056362,83.91,C,2820,490.0,150.0,visa,117.0,debit,325.0,87.0,,nan,nan,0,1,0,0,1,0,2,14.0,,,,,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,50.0,nan,Dev_48,,NotFound,Android 7.0,nan
3001069,0,2057020,71.1,R,1272,111.0,150.0,american express,,debit,315.0,87.0,,gmail.com,gmail.com,1,2,0,0,2,3,3,180.0,,7.0,1.0,,,,2.0,0.0,,0.0,0.0,0.0,0.0,mobile,Dev_402,,NotFound,Android 7.0,safari 11.0
3001070,0,2057703,43.26,W,1529,170.0,150.0,visa,,debit,299.0,87.0,,yahoo.com,nan,3,2,1,0,0,1,3,0.0,0.0,0.0,0.0,0.0,,1.0,,0.0,0.0,1.0,0.0,0.0,50.0,nan,Dev_577,-10.0,Found,iOS 11.1.2,nan
3001071,0,2058220,8.17,W,2703,111.0,150.0,visa,166.0,debit,204.0,87.0,,anonymous.com,nan,2,4,1,2,0,6,1,180.0,1.0,,,30.0,0.0,,0.0,1.0,0.0,0.0,1.0,0.0,50.0,mobile,Dev_679,,Found,nan,safari 11.0
3001072,0,2058303,111.89,W,1318,111.0,,mastercard,226.0,debit,299.0,,5.0,mail.com,gmail.com,0,2,2,1,2,1,0,5.0,,,0.0,120.0,,1.0,0.0,0.0,,,0.0,0.0,,mobile,Dev_451,-5.0,nan,nan,nan
3001073,0,2058338,583.81,W,2105,321.0,150.0,visa,226.0,credit,204.0,87.0,5.0,yahoo.com,gmail.com,5,0,3,0,2,3,3,1.0,,2.0,90.0,,,1.0,0.0,0.0,,1.0,0.0,0.0,1000.0,mobile,Dev_655,-20.0,nan,nan,nan
3001074,0,2066891,111.13,W,2098,321.0,150.0,discover,226.0,credit,204.0,87.0,,gmail.com,gmail.com,2,4,1,1,1,3,1,0.0,,0.0,,,300.0,1.0,,0.0,,,0.0,0.0,0.0,nan,Dev_998,-5.0,nan,nan,chrome 63.0
3001075,0,2067976,130.33,W,1428,321.0,150.0,mastercard,166.0,debit,204.0,87.0,5.0,gmail.com,gmail.com,1,4,0,3,0,6,2,,,,,30.0,,1.0,0.0,0.0,1.0,2.0,0.0,0.0,1000.0,mobile,Dev_231,,NotFound,Android 7.0,nan
3001076,0,2068918,125.17,C,2483,224.0,150.0,visa,166.0,credit,325.0,87.0,,gmail.com,nan,1,0,0,2,3,3,2,0.0,10.0,0.0,,0.0,300.0,,0.0,0.0,0.0,,0.0,0.0,250.0,nan,Dev_611,,nan,Android 7.0,nan
3001077,0,2071130,103.21,W,1846,555.0,150.0,visa,126.0,debit,299.0,87.0,5.0,anonymous.com,gmail.com,1,4,2,2,4,2,3,14.0,0.0,2.0,14.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,nan,Dev_523,,nan,nan,nan
3001078,0,2071608,185.83,H,2369,224.0,150.0,visa,166.0,debit,299.0,87.0,12.0,gmail.com,nan,1,1,1,0,2,3,1,5.0,1.0,,,120.0,300.0,,0.0,0.0,,0.0,0.0,0.0,50.0,desktop,Dev_255,,Found,nan,nan
3001079,0,2077430,103.02,W,1248,224.0,150.0,visa,166.0,debit,441.0,87.0,0.0,anonymous.com,nan,1,1,0,1,0,4,1,0.0,200.0,30.0,,,,,0.0,0.0,0.0,1.0,0.0,0.0,1000.0,nan,Dev_251,,Found,nan,nan
