account_id,consumer_id
acct_001076,consumer_000870
acct_001077,consumer_000870
acct_001078,consumer_000870
acct_001079,consumer_000871
acct_001080,consumer_000872
acct_001081,consumer_000873
acct_001082,consumer_000874
acct_001083,consumer_000875
acct_001084,consumer_000875
acct_001085,consumer_000875
acct_001086,consumer_000876
acct_001087,consumer_000877
acct_001088,consumer_000878
acct_001089,consumer_000879
acct_001090,consumer_000880
acct_001091,consumer_000881
acct_001092,consumer_000882
acct_001093,consumer_000882
acct_001094,consumer_000882
acct_001095,consumer_000883
acct_001096,consumer_000884
acct_001097,consumer_000885
acct_001098,consumer_000886
acct_001099,consumer_000887
acct_001100,consumer_000887
acct_001101,consumer_000888
acct_001102,consumer_000889
acct_001103,consumer_000889
acct_001104,consumer_000889
acct_001105,consumer_000890
acct_001106,consumer_000891
acct_001107,consumer_000892
acct_001108,consumer_000893
acct_001109,consumer_000894
acct_001110,consumer_000895
acct_001111,consumer_000896
acct_001112,consumer_000897
acct_001113,consumer_000898
acct_001114,consumer_000898
acct_001115,consumer_000899
acct_001116,consumer_000900
